readnames	chr	start	end	count
SRR10612065.6534765	chr10	96202493	96202687	1
SRR10612065.6534791	chr3	24343830	24344011	1
SRR10612065.6535299	chr6	108347296	108347478	1
SRR10612065.6535420	chr1	201758928	201759220	1
SRR10612065.6535820	chr22	41779977	41780135	1
SRR10612065.6536695	chr13	94536103	94536238	1
SRR10612065.6537030	chr17	34050781	34051075	1
SRR10612065.6537132	chr13	108378097	108378350	1
SRR10612065.6537690	chr3	192298143	192298328	1
SRR10612065.6537797	chr7	100081556	100084680	1
SRR10612065.6538025	chr4	158298118	158299055	1
SRR10612065.6538045	chr7	140034834	140035123	1
SRR10612065.6538267	chr7	105375536	105375864	1
SRR10612065.6538495	chr5	78573731	78573906	1
SRR10612065.6538910	chr3	60674711	60674950	1
SRR10612065.6539139	chr7	78908417	78908624	1
SRR10612065.6539356	chr10	84002744	84002935	1
SRR10612065.6539610	chr2	241725751	241727636	1
SRR10612065.6539789	chr1	15543193	15543374	1
SRR10612065.6540060_SRR10612065.6913937	chr15	50884226	50884364	2
SRR10612065.6540111	chr11	372711	373243	1
SRR10612065.6540368	chr2	208842011	208842109	1
SRR10612065.6540693	chr5	54678964	54679083	1
SRR10612065.6540761	chrY	2847071	2847424	1
SRR10612065.6541245	chr3	10663616	10663748	1
SRR10612065.6541272	chr1	240400682	240400807	1
SRR10612065.6541289	chr7	96307998	96308213	1
SRR10612065.6541787	chr3	38153780	38155853	1
SRR10612065.6542087	chr3	49033305	49033543	1
SRR10612065.6542282	chr3	172537458	172537649	1
SRR10612065.6542834	chr15	44387242	44387481	1
SRR10612065.6543118	chr3	33668517	33686307	1
SRR10612065.6543308	chr9	38603880	38604005	1
SRR10612065.6543398_SRR10612065.8490662	chr4	153750775	153809460	2
SRR10612065.6543617	chr21	35265018	35265170	1
SRR10612065.6543699	chrX	54948723	54948988	1
SRR10612065.6543828	chr3	117208481	117208704	1
SRR10612065.6544153	chr17	79077774	79078347	1
SRR10612065.6544252	chr14	72868113	72868350	1
SRR10612065.6545149	chr4	160072654	160072815	1
SRR10612065.6545366	chr9	82242289	82267542	1
SRR10612065.6545784_SRR10612065.8157863	chr6	62367301	62367460	2
SRR10612065.6545936_SRR10612065.6561763	chr2	210560613	210560805	2
SRR10612065.6546388_SRR10612065.3746569	chr8	17123427	17125881	2
SRR10612065.6546455	chr11	74570203	74574068	1
SRR10612065.6546490	chr5	96164168	96164396	1
SRR10612065.6547054	chr19	42474387	42474695	1
SRR10612065.6547135	chr10	88259871	88260100	1
SRR10612065.6547215	chr6	163916663	163916852	1
SRR10612065.6547893	chr7	1036870	1037088	1
SRR10612065.6548004	chr8	85151370	85151598	1
SRR10612065.6548723	chr8	59537656	59537923	1
SRR10612065.6548917	chr16	66654908	66655102	1
SRR10612065.6549265	chr7	31146838	31147034	1
SRR10612065.6549709	chr8	99053404	99053795	1
SRR10612065.6549891	chr17	57713465	57713598	1
SRR10612065.6550063	chr3	11060566	11060743	1
SRR10612065.6550939_SRR10612065.6993282	chr13	108377679	108377831	2
SRR10612065.6551328	chr1	66713161	66821286	1
SRR10612065.6551581	chr12	57868779	57869068	1
SRR10612065.6552115	chr3	142497803	142497991	1
SRR10612065.6552205	chr22	37765158	37765494	1
SRR10612065.6552520	chr5	45624721	45625015	1
SRR10612065.6552786_SRR10612065.7729119	chr15	43815417	43815754	2
SRR10612065.6553729	chr17	16022818	16024365	1
SRR10612065.6553948	chr9	87428338	87428503	1
SRR10612065.6553975	chr14	65204154	65204239	1
SRR10612065.6554183	chr2	80295259	80295656	1
SRR10612065.6554316_SRR10612065.8053405	chr14	33212785	33212942	2
SRR10612065.6554387	chr3	68222150	68222261	1
SRR10612065.6554813	chr5	177594839	177595053	1
SRR10612065.6554880	chr12	112686150	112688103	1
SRR10612065.6554921	chr7	77973164	77996606	1
SRR10612065.6554990	chr4	21873885	21874344	1
SRR10612065.6555132	chr7	97862982	97863069	1
SRR10612065.6555210	chr9	131700403	131700702	1
SRR10612065.6555325	chr4	52742334	52743437	1
SRR10612065.6555342	chr18	21811587	21812322	1
SRR10612065.6555345	chr6	131381895	131382099	1
SRR10612065.6555913	chr17	71353437	71353998	1
SRR10612065.6556107	chr1	95442300	95442426	1
SRR10612065.6556267	chr13	113655727	113656226	1
SRR10612065.6556305	chr4	87968137	87968464	1
SRR10612065.6556403_SRR10612065.7912677	chr5	179053615	179053775	2
SRR10612065.6556723	chrX	28737783	28738234	1
SRR10612065.6556730	chr12	99222955	99225909	1
SRR10612065.6556842	chr11	22242686	22249134	1
SRR10612065.6556997	chr17	76393149	76393262	1
SRR10612065.6557255	chr9	136301686	136301803	1
SRR10612065.6557840	chr2	196545606	196548457	1
SRR10612065.6558505	chr11	108586606	108638728	1
SRR10612065.6558534	chr3	173533364	173533549	1
SRR10612065.6558563_SRR10612065.6465479	chr14	92597405	92600437	2
SRR10612065.6558632	chr4	154224688	154224869	1
SRR10612065.6558733	chr2	231912422	231912643	1
SRR10612065.6558752	chr4	152033657	152033866	1
SRR10612065.6558766	chr14	50898917	50899025	1
SRR10612065.6558860	chr18	32468481	32468620	1
SRR10612065.6559580	chr7	107871493	107872788	1
SRR10612065.6559638	chr9	10552517	10553937	1
SRR10612065.6560092	chr15	42646574	42676705	1
SRR10612065.6560390	chr3	71336949	71337088	1
SRR10612065.6560648	chr1	226065560	226065737	1
SRR10612065.6561256	chr15	84317350	84317678	1
SRR10612065.6561390	chr7	142936499	142936850	1
SRR10612065.6561448	chr2	175979479	175982745	1
SRR10612065.6561509	chr12	105563913	105564078	1
SRR10612065.6561511	chr8	91879493	91879924	1
SRR10612065.6561857	chr2	14774291	14774465	1
SRR10612065.6562275	chr9	125748492	125748674	1
SRR10612065.6562303	chr16	4561734	4562085	1
SRR10612065.6562413	chr5	71490336	71490563	1
SRR10612065.6562539	chr6	43241351	43241528	1
SRR10612065.6562602	chr17	4098718	4100770	1
SRR10612065.6562760	chr5	11064699	11064860	1
SRR10612065.6563264	chr12	121676019	121676396	1
SRR10612065.6563457	chr11	122928332	122928488	1
SRR10612065.6563613	chr4	77679962	77680464	1
SRR10612065.6563856	chr14	90863400	90867629	1
SRR10612065.6564457	chr8	93037084	93037307	1
SRR10612065.6564574	chr1	151108515	151108945	1
SRR10612065.6564655	chr5	109065041	109110668	1
SRR10612065.6564658	chr12	121158428	121158694	1
SRR10612065.6564664	chr6	69430663	69430893	1
SRR10612065.6564698	chr5	137683664	137683794	1
SRR10612065.6564841	chr2	88411337	88411581	1
SRR10612065.6565159	chr8	144990738	144991830	1
SRR10612065.6565208	chrX	110339587	110346487	1
SRR10612065.6565494	chr5	98295568	98295737	1
SRR10612065.6565787	chr14	50526216	50526500	1
SRR10612065.6565851_SRR10612065.7831591	chr16	87451066	87466809	2
SRR10612065.6566217	chr9	131451539	131451873	1
SRR10612065.6566268	chr19	42795753	42796479	1
SRR10612065.6566600	chr22	26922249	26922478	1
SRR10612065.6566740	chr12	111923069	111924621	1
SRR10612065.6567163	chr1	198222172	198231733	1
SRR10612065.6567239	chr12	58139469	58139784	1
SRR10612065.6567760	chr9	28561856	28568207	1
SRR10612065.6567884	chr7	47315646	47315876	1
SRR10612065.6568244	chr15	72286854	72300227	1
SRR10612065.6568502	chr6	105219068	105233194	1
SRR10612065.6568575	chr8	28004948	28005080	1
SRR10612065.6568843	chr18	9172742	9172838	1
SRR10612065.6569317	chr10	127569441	127585011	1
SRR10612065.6569357	chr10	117093814	117185796	1
SRR10612065.6569718	chr5	108373121	108382900	1
SRR10612065.6569734	chrX	149087866	149088080	1
SRR10612065.6569823	chr8	48686732	48777325	1
SRR10612065.6570522	chr8	51101055	51101207	1
SRR10612065.6570641	chr2	115965910	115966005	1
SRR10612065.6571939	chr5	663979	664173	1
SRR10612065.6572303	chr18	45645379	45645497	1
SRR10612065.6572362	chr12	122035272	122035400	1
SRR10612065.6572573	chr2	68407808	68408071	1
SRR10612065.6572767	chr3	155611303	155643155	1
SRR10612065.6573033	chr2	76976246	76976406	1
SRR10612065.6573310	chr9	20720388	20720520	1
SRR10612065.6573361_SRR10612065.8509913	chr9	114313798	114314172	2
SRR10612065.6573447	chr1	24790553	24795538	1
SRR10612065.6573999	chr4	68396532	68409917	1
SRR10612065.6574143	chr17	9819433	9819570	1
SRR10612065.6575035	chr19	59069860	59070130	1
SRR10612065.6575241	chr13	25751883	25752814	1
SRR10612065.6575597	chr7	104767621	104767793	1
SRR10612065.6575861	chr16	3022722	3023035	1
SRR10612065.6576069	chr4	15606381	15607314	1
SRR10612065.6576471_SRR10612065.4342533	chr12	109894016	109894121	2
SRR10612065.6576726	chr17	47501541	47501702	1
SRR10612065.6576948	chr17	74909945	74910918	1
SRR10612065.6578302_SRR10612065.7453938	chr17	27904250	27904763	2
SRR10612065.6578352	chr6	138520432	138520788	1
SRR10612065.6578441	chr19	47920079	47920493	1
SRR10612065.6578561	chr8	6955970	7073089	1
SRR10612065.6579831	chr2	100897868	100898025	1
SRR10612065.6579981	chr14	96557167	96557371	1
SRR10612065.6580265	chr6	69568704	69568970	1
SRR10612065.6581004	chr6	110933140	110933426	1
SRR10612065.6581033	chr3	19575021	19575279	1
SRR10612065.6581281_SRR10612065.7196656	chr1	233353797	233363082	2
SRR10612065.6581556	chr3	156867075	156868170	1
SRR10612065.6581898	chr16	78260887	78261080	1
SRR10612065.6582254	chr10	103552596	103560159	1
SRR10612065.6583376	chr8	54716355	54716713	1
SRR10612065.6583530	chr4	41572055	41572379	1
SRR10612065.6583911	chr1	249119315	249119477	1
SRR10612065.6584494	chr1	55183298	55183387	1
SRR10612065.6584798	chr9	42098068	42099249	1
SRR10612065.6584895	chr2	179328966	179329129	1
SRR10612065.6585093	chr1	15309462	15309607	1
SRR10612065.6585720	chr14	75513611	75513903	1
SRR10612065.6586343	chr2	69746128	69746219	1
SRR10612065.6586488	chr5	72189281	72189541	1
SRR10612065.6586577	chr10	124269610	124271525	1
SRR10612065.6587197	chr3	117475897	117476312	1
SRR10612065.6587463	chr17	29553636	29554255	1
SRR10612065.6587770	chr7	14620506	14647123	1
SRR10612065.6587938	chr1	167257864	167258125	1
SRR10612065.6588453	chr5	142252965	142311690	1
SRR10612065.6589054	chr18	18931498	18931847	1
SRR10612065.6589739	chr19	21234964	21235093	1
SRR10612065.6589927	chr12	106731143	106731337	1
SRR10612065.6590076	chr7	136912715	136938354	1
SRR10612065.6590117	chr10	75612043	75620634	1
SRR10612065.6590239	chr13	67593272	67593390	1
SRR10612065.6590320	chr1	76701076	76701287	1
SRR10612065.6590361	chr14	66042911	66043028	1
SRR10612065.6590491	chr5	31799094	31799219	1
SRR10612065.6591080	chr5	146981304	146997531	1
SRR10612065.6591168	chr14	91947959	91948086	1
SRR10612065.6591181	chrY	15939643	15939797	1
SRR10612065.6591185	chr9	36056975	36066867	1
SRR10612065.6591622_SRR10612065.7657551	chr1	223984217	223986037	2
SRR10612065.6591849_SRR10612065.8381156	chr6	33268969	33269137	2
SRR10612065.6591853	chr22	42392825	42393004	1
SRR10612065.6592203	chr13	42151460	42151707	1
SRR10612065.6592241	chr2	22732993	22733317	1
SRR10612065.6592508	chr8	144102313	144103004	1
SRR10612065.6592782	chr12	6833783	6837125	1
SRR10612065.6593007	chr2	50927559	50927836	1
SRR10612065.6593062_SRR10612065.7500552	chr1	65525062	65525293	2
SRR10612065.6593445	chr21	35264507	35264748	1
SRR10612065.6593478	chr2	55242772	55242954	1
SRR10612065.6593538	chr2	80558580	80558694	1
SRR10612065.6593744	chr22	19848815	19849120	1
SRR10612065.6593838	chr19	56170686	56171915	1
SRR10612065.6593907	chr17	62798212	62803180	1
SRR10612065.6594033	chr7	139057448	139057654	1
SRR10612065.6594162	chr14	90873698	90873784	1
SRR10612065.6594535	chr11	48069432	48069613	1
SRR10612065.6594570	chr7	135613665	135614087	1
SRR10612065.6594597	chr9	101133746	101156539	1
SRR10612065.6594883	chr22	38414667	38414843	1
SRR10612065.6595387	chr20	32000136	32000236	1
SRR10612065.6595536	chr11	46644039	46644168	1
SRR10612065.6596188	chr11	3697225	3697371	1
SRR10612065.6596257	chr5	11732247	11732337	1
SRR10612065.6596490	chr1	32637803	32638023	1
SRR10612065.6596987	chr15	43818850	43819341	1
SRR10612065.6597208	chr2	39724070	39724288	1
SRR10612065.6597263	chr1	2160342	2161156	1
SRR10612065.6597298_SRR10612065.7312718	chr2	58449113	58457011	2
SRR10612065.6597761	chr19	46136337	46144927	1
SRR10612065.6597815	chr13	36423470	36423916	1
SRR10612065.6597915	chr10	124225005	124225136	1
SRR10612065.6598005	chr6	36867269	36867397	1
SRR10612065.6598280	chr1	51857696	51857930	1
SRR10612065.6598705	chr15	91169009	91172762	1
SRR10612065.6598749	chr15	52765202	52765354	1
SRR10612065.6599099_SRR10612065.8132830	chr2	40656645	40656961	2
SRR10612065.6599203	chr16	47143394	47165936	1
SRR10612065.6599207	chr1	144692821	144693007	1
SRR10612065.6599242	chr15	33446818	33447128	1
SRR10612065.6599611	chr5	14694570	14695834	1
SRR10612065.6599676	chr11	125359045	125359205	1
SRR10612065.6599696	chr14	32801051	32801149	1
SRR10612065.6600066	chr4	120072065	120072186	1
SRR10612065.6600281	chr12	27098705	27098887	1
SRR10612065.6600515	chr18	12200244	12200539	1
SRR10612065.6600926	chr3	150903122	150906267	1
SRR10612065.6601009	chr16	85113009	85113172	1
SRR10612065.6601424	chr5	141843554	141847396	1
SRR10612065.6601671	chr1	155408411	155408512	1
SRR10612065.6601935	chr14	104378756	104380322	1
SRR10612065.6602139	chrX	117828724	117828970	1
SRR10612065.6602534	chr2	77635122	77635908	1
SRR10612065.6603662	chr15	52667558	52668709	1
SRR10612065.6603767_SRR10612065.7336233	chr12	32619465	32619552	2
SRR10612065.6604504	chr11	35420039	35420473	1
SRR10612065.6604739	chr4	175560944	175561132	1
SRR10612065.6604898	chr1	55119569	55119846	1
SRR10612065.6605079	chr7	102405825	102405937	1
SRR10612065.6605217	chr3	33558607	33586324	1
SRR10612065.6605265	chr11	4409549	4409672	1
SRR10612065.6605367	chr16	67424113	67424520	1
SRR10612065.6605377	chr17	4740922	4741062	1
SRR10612065.6606056	chr17	31723971	31724223	1
SRR10612065.6606148	chr12	53460141	53460416	1
SRR10612065.6606151	chr1	119723908	119724151	1
SRR10612065.6606345	chr3	138289178	138289933	1
SRR10612065.6606552	chr19	11833967	11836142	1
SRR10612065.6606709	chr17	39983966	39984158	1
SRR10612065.6606727	chr1	179966126	179966278	1
SRR10612065.6606760	chr7	94298026	94298394	1
SRR10612065.6607010	chr1	46325806	46328383	1
SRR10612065.6607955	chr7	6663747	6663928	1
SRR10612065.6608166	chr14	79473130	79473278	1
SRR10612065.6608180	chr7	106800217	106800389	1
SRR10612065.6608573	chr2	11653093	11653211	1
SRR10612065.6608750	chr10	14035442	14035727	1
SRR10612065.6609399	chr13	98030290	98030786	1
SRR10612065.6609418	chr10	98613665	98613783	1
SRR10612065.6609436	chr6	152576029	152576768	1
SRR10612065.6609699	chr5	172299524	172299668	1
SRR10612065.6609946	chr9	5051442	5051616	1
SRR10612065.6610116	chr1	11255368	11255668	1
SRR10612065.6610118	chrX	134152804	134152991	1
SRR10612065.6610133	chr2	169591073	169591857	1
SRR10612065.6610165	chr2	88087668	88087870	1
SRR10612065.6610331	chr1	95530408	95530574	1
SRR10612065.6610622	chr20	3242871	3243022	1
SRR10612065.6610873	chr12	39772602	39772843	1
SRR10612065.6610902	chr6	161553793	161554128	1
SRR10612065.6611806	chr19	50360978	50361362	1
SRR10612065.6611985	chr6	72623574	72623797	1
SRR10612065.6612053	chr2	122215334	122216405	1
SRR10612065.6612097	chrX	41207528	41207661	1
SRR10612065.6612175	chr16	68156448	68156678	1
SRR10612065.6612555	chr11	94328542	94331036	1
SRR10612065.6612629	chr8	85831481	85832181	1
SRR10612065.6612798	chr3	53905187	53905318	1
SRR10612065.6612875	chr9	131154509	131154770	1
SRR10612065.6613284	chr14	102476658	102477281	1
SRR10612065.6613352	chr5	56542124	56557109	1
SRR10612065.6613570	chr9	134518752	134525582	1
SRR10612065.6613729	chr6	163869674	163869847	1
SRR10612065.6614016	chr3	62491696	62491820	1
SRR10612065.6614241	chr16	78155071	78155452	1
SRR10612065.6614506	chr1	49442671	49442970	1
SRR10612065.6614539	chr9	33616092	33616387	1
SRR10612065.6614694	chr14	23821478	23821998	1
SRR10612065.6614779	chr21	40641894	40642276	1
SRR10612065.6614846	chr9	115260577	115260752	1
SRR10612065.6614967	chrX	70389917	70390122	1
SRR10612065.6615720	chr6	124308679	124308852	1
SRR10612065.6616162	chr3	196777787	196778002	1
SRR10612065.6616167	chr1	111138464	111138616	1
SRR10612065.6616462	chr11	66569784	66569979	1
SRR10612065.6616522	chr9	123368163	123368353	1
SRR10612065.6616949	chr4	88400688	88415528	1
SRR10612065.6617919	chr9	140083464	140083593	1
SRR10612065.6618075	chr10	25144247	25147338	1
SRR10612065.6618119	chr4	21525517	21525613	1
SRR10612065.6618315	chr7	100026552	100026705	1
SRR10612065.6618562	chr8	102213837	102213950	1
SRR10612065.6618641	chr11	19565509	19565729	1
SRR10612065.6618692	chr2	105963164	105963395	1
SRR10612065.6618783	chr20	25014031	25014304	1
SRR10612065.6618799	chr1	44019233	44035284	1
SRR10612065.6619036	chr5	22034858	22035067	1
SRR10612065.6619067	chr12	7025031	7025679	1
SRR10612065.6619200	chr10	97181071	97181225	1
SRR10612065.6619298	chr2	117838408	117838637	1
SRR10612065.6619679_SRR10612065.7982286	chr18	44533482	44533579	2
SRR10612065.6620105	chr4	36179448	36231269	1
SRR10612065.6620117	chr2	50617965	50618097	1
SRR10612065.6620372	chr15	75129030	75130175	1
SRR10612065.6620600	chr8	51442737	51465741	1
SRR10612065.6621382	chr7	86691451	86691693	1
SRR10612065.6621525	chr12	11709896	11710150	1
SRR10612065.6621757	chr8	91779715	91780018	1
SRR10612065.6621800	chr2	230723791	230724144	1
SRR10612065.6622313	chr11	61550984	61551793	1
SRR10612065.6622394	chr3	183368082	183390272	1
SRR10612065.6622477_SRR10612065.5790029	chr1	566508	566751	2
SRR10612065.6622963	chr11	47285921	47286378	1
SRR10612065.6623409	chr5	60490810	60491085	1
SRR10612065.6623534	chr4	168039137	168039584	1
SRR10612065.6624192	chr4	20850815	20851077	1
SRR10612065.6624791	chr11	75622998	75694461	1
SRR10612065.6625056	chr4	93828453	93828567	1
SRR10612065.6625483	chr6	124168676	124169121	1
SRR10612065.6625507	chr18	49928562	49928668	1
SRR10612065.6625640	chr14	35554601	35568591	1
SRR10612065.6625791	chr3	35747930	35748256	1
SRR10612065.6625964	chr22	43193932	43194073	1
SRR10612065.6626022	chr2	187627494	187627708	1
SRR10612065.6626271	chr11	126727334	126727555	1
SRR10612065.6626334	chr12	32511960	32512141	1
SRR10612065.6626602	chr2	40587476	40587772	1
SRR10612065.6626671	chr11	20059774	20059996	1
SRR10612065.6626752	chr10	134421418	134464009	1
SRR10612065.6626784	chr5	69180674	69180851	1
SRR10612065.6627631_SRR10612065.1891574	chr18	9524590	9525849	2
SRR10612065.6627680	chr9	109773889	109774005	1
SRR10612065.6627839	chr1	111148217	111148511	1
SRR10612065.6627920	chr2	171695637	171695721	1
SRR10612065.6627948	chr9	2767046	2767644	1
SRR10612065.6628270	chr7	6554121	6560270	1
SRR10612065.6628720	chr16	1816723	1817197	1
SRR10612065.6629028	chr1	245222686	245246983	1
SRR10612065.6629772	chr1	37261620	37261747	1
SRR10612065.6629931	chr9	139913380	139913676	1
SRR10612065.6630117	chr14	47303956	47304145	1
SRR10612065.6630120	chr17	12776693	12776920	1
SRR10612065.6630380	chr9	75531836	75555171	1
SRR10612065.6630520	chr11	44899310	44899464	1
SRR10612065.6630689	chr16	57507455	57507938	1
SRR10612065.6630766	chrX	15371190	15376221	1
SRR10612065.6630822	chr7	130147587	130147959	1
SRR10612065.6631283	chr16	58545521	58545726	1
SRR10612065.6632878	chr12	65134436	65141574	1
SRR10612065.6633043	chr6	34251157	34251414	1
SRR10612065.6633156	chr8	103855859	103855974	1
SRR10612065.6633211	chr8	12587244	12587399	1
SRR10612065.6633269	chr20	37548590	37548854	1
SRR10612065.6634002	chr17	42984256	42984680	1
SRR10612065.6634343	chr1	31206288	31206466	1
SRR10612065.6634865	chr5	158377627	158377761	1
SRR10612065.6635011	chr5	10615532	10615667	1
SRR10612065.6635080	chr8	131289761	131290073	1
SRR10612065.6635274	chr19	6707185	6707942	1
SRR10612065.6635471	chr9	41950230	42023926	1
SRR10612065.6635547	chr22	42644875	42645096	1
SRR10612065.6635588	chrX	20143572	20143836	1
SRR10612065.6635924	chr13	67099659	67100630	1
SRR10612065.6636278	chr13	67197778	67198174	1
SRR10612065.6636296	chr4	113506795	113509068	1
SRR10612065.6636367_SRR10612065.6644172	chr19	2423847	2424076	2
SRR10612065.6636430	chr1	16048887	16048993	1
SRR10612065.6636599	chr19	1253555	1253725	1
SRR10612065.6636751	chr3	4640578	4641533	1
SRR10612065.6636971	chr17	7091529	7091961	1
SRR10612065.6637716	chr15	91824992	91827374	1
SRR10612065.6637846	chr4	57142110	57142280	1
SRR10612065.6638393	chr6	10820306	10862561	1
SRR10612065.6638611	chr15	68898720	68898894	1
SRR10612065.6639020	chr10	103750324	103761829	1
SRR10612065.6639195	chr22	24411508	24411771	1
SRR10612065.6639525	chr2	65314616	65314806	1
SRR10612065.6639532	chr19	42482881	42485769	1
SRR10612065.6639773	chr15	45901022	45901307	1
SRR10612065.6640379	chr2	102325264	102325390	1
SRR10612065.6640428	chr7	75957415	75957551	1
SRR10612065.6640488	chr9	86297864	86322572	1
SRR10612065.6640557	chr5	161520833	161531032	1
SRR10612065.6641182	chr6	49425520	49425766	1
SRR10612065.6641948	chr2	39064973	39075550	1
SRR10612065.6642225	chr10	97217182	97217279	1
SRR10612065.6642546	chr3	192244104	192244443	1
SRR10612065.6643434	chr17	65955826	65955914	1
SRR10612065.6643649	chr2	24244792	24245201	1
SRR10612065.6643674	chr4	140291846	140292100	1
SRR10612065.6644250	chr17	33379483	33379785	1
SRR10612065.6644273	chr16	2645797	2647989	1
SRR10612065.6644944	chr20	2841869	2842778	1
SRR10612065.6644973	chr14	99924655	99927614	1
SRR10612065.6645202	chr4	144639102	144639283	1
SRR10612065.6645901	chr16	67493198	67493317	1
SRR10612065.6646065	chr19	18044263	18044429	1
SRR10612065.6646170	chr12	71833824	71898465	1
SRR10612065.6646413	chr12	79710851	79711056	1
SRR10612065.6646520	chr5	137892843	137892972	1
SRR10612065.6647091	chr12	79284821	79285161	1
SRR10612065.6647254	chr1	63042934	63048927	1
SRR10612065.6647623	chr12	102173930	102174400	1
SRR10612065.6647633	chr22	51158117	51158264	1
SRR10612065.6647965	chr12	49332817	49334972	1
SRR10612065.6648263	chr10	99096724	99096823	1
SRR10612065.6648265	chr14	102470906	102471555	1
SRR10612065.6648291	chr1	2160176	2160938	1
SRR10612065.6648295	chr4	42412232	42412456	1
SRR10612065.6648697	chr6	166321090	166321489	1
SRR10612065.6649270	chr10	18817212	18817452	1
SRR10612065.6649578	chr2	122230090	122230230	1
SRR10612065.6649877	chr20	18548213	18550068	1
SRR10612065.6650037	chr8	4838528	4839120	1
SRR10612065.6650135	chr11	71715417	71715564	1
SRR10612065.6650656	chr13	84262081	84262179	1
SRR10612065.6650692	chr14	89093349	89109368	1
SRR10612065.6651168	chr3	54420770	54421249	1
SRR10612065.6651389	chr12	48542941	48543102	1
SRR10612065.6651525	chr1	78001679	78024480	1
SRR10612065.6651630	chr6	52258930	52259198	1
SRR10612065.6651787	chr4	21426485	21426770	1
SRR10612065.6652974	chr5	70848946	70849127	1
SRR10612065.6653239	chr4	168101619	168101780	1
SRR10612065.6653897	chr2	227663678	227663905	1
SRR10612065.6654683	chr18	76936830	76973990	1
SRR10612065.6654753_SRR10612065.8219541	chr1	10407816	10408793	2
SRR10612065.6654758	chr8	100789049	100790974	1
SRR10612065.6655288	chr3	183368241	183368390	1
SRR10612065.6656037	chr5	58522470	58522719	1
SRR10612065.6656039	chr7	141055932	141056107	1
SRR10612065.6656188	chr17	48211467	48211697	1
SRR10612065.6656616	chr2	236877105	236878331	1
SRR10612065.6657199	chr10	97124940	97125042	1
SRR10612065.6658198	chr5	54623544	54624641	1
SRR10612065.6658558	chr7	75670890	75671448	1
SRR10612065.6659050	chr9	73561772	73561965	1
SRR10612065.6659426	chr1	170666375	170666579	1
SRR10612065.6659679	chr1	84701819	84701970	1
SRR10612065.6660034	chr12	125961331	125961523	1
SRR10612065.6660567_SRR10612065.8332882	chr19	14644577	14644816	2
SRR10612065.6660806	chr17	61498902	61499301	1
SRR10612065.6661222	chr20	33610146	33610364	1
SRR10612065.6662634	chr17	55760839	55760946	1
SRR10612065.6662720	chr6	29574221	29574990	1
SRR10612065.6662732	chr1	25870142	25870683	1
SRR10612065.6662942	chr3	106966921	106967117	1
SRR10612065.6663070	chr5	149601888	149602236	1
SRR10612065.6663217	chr16	8768460	8839939	1
SRR10612065.6663392	chr4	143751641	143751996	1
SRR10612065.6663574	chr12	6804664	6804771	1
SRR10612065.6664077	chr22	37708552	37780006	1
SRR10612065.6664772	chr5	179263567	179263712	1
SRR10612065.6664966_SRR10612065.4128419_SRR10612065.7862258	chr2	50977530	50977691	3
SRR10612065.6665064	chr1	156281208	156281448	1
SRR10612065.6665068	chr8	98660843	98661085	1
SRR10612065.6665207	chrX	129370562	129377839	1
SRR10612065.6665238_SRR10612065.7333378	chr11	33308035	33308241	2
SRR10612065.6665307	chr13	44213018	44213159	1
SRR10612065.6665319	chr5	132232159	132232776	1
SRR10612065.6665984	chr19	5274249	5286134	1
SRR10612065.6666080	chr14	42356921	42357137	1
SRR10612065.6666110	chr2	54114428	54114563	1
SRR10612065.6666176	chr4	115597837	115598016	1
SRR10612065.6666468	chr10	11978631	11984691	1
SRR10612065.6666509	chr13	20593685	20611050	1
SRR10612065.6667429	chr13	20302767	20303039	1
SRR10612065.6667568	chr6	88318917	88321896	1
SRR10612065.6667590	chr3	159205427	159205635	1
SRR10612065.6667849	chr12	128895931	128896026	1
SRR10612065.6667880	chr4	154213219	154213381	1
SRR10612065.6668086	chr14	67478514	67478593	1
SRR10612065.6668105	chr1	84408184	84408346	1
SRR10612065.6668147	chr17	15894249	15894497	1
SRR10612065.6668498	chr7	102719986	102720253	1
SRR10612065.6668508	chr21	45452518	45452623	1
SRR10612065.6668638	chr15	33822824	33831367	1
SRR10612065.6668867	chr3	185809356	185809759	1
SRR10612065.6669086	chr6	151671767	151671892	1
SRR10612065.6669211	chr21	27253617	27253744	1
SRR10612065.6669595	chr8	17849183	17851109	1
SRR10612065.6670240	chr10	38724056	38724157	1
SRR10612065.6670361	chr1	26570377	26570584	1
SRR10612065.6670816	chr1	175285844	175285966	1
SRR10612065.6671098	chr4	158298998	158299152	1
SRR10612065.6671263	chr8	75432359	75432508	1
SRR10612065.6671357	chr11	35281640	35281910	1
SRR10612065.6671557	chr2	228205008	228212004	1
SRR10612065.6671726	chr1	60139765	60140069	1
SRR10612065.6672251	chr5	132227951	132228089	1
SRR10612065.6672500	chr4	106647797	106647967	1
SRR10612065.6672709	chr1	177225625	177226421	1
SRR10612065.6672725	chrX	118149680	118149940	1
SRR10612065.6672873	chr1	230487267	230487436	1
SRR10612065.6673228	chr7	128660839	128661011	1
SRR10612065.6673491	chr2	85783674	85783839	1
SRR10612065.6673714	chr20	40034083	40042054	1
SRR10612065.6673999	chr2	79868745	79868959	1
SRR10612065.6674496	chr3	85650590	85650764	1
SRR10612065.6674803	chr11	130108334	130130951	1
SRR10612065.6674884	chr5	141517331	141531546	1
SRR10612065.6674974	chr2	116588001	116588239	1
SRR10612065.6675447_SRR10612065.7703295	chr6	46424305	46424439	2
SRR10612065.6676085	chrX	74060823	74060943	1
