readname	chr	start	end
SRR10612065.2932209	chr4	52729603	52758017
SRR10612065.2932322	chr10	93841076	93940763
SRR10612065.2932510	chr5	35700717	35704693
SRR10612065.2932778	chr7	30021811	30021923
SRR10612065.2933186	chr20	33838574	33838877
SRR10612065.2933430	chr17	4877778	4878366
SRR10612065.2933654	chr14	48127656	48128628
SRR10612065.2933670	chr1	155938230	155938369
SRR10612065.2934128	chr2	145270395	145270527
SRR10612065.2934153	chr5	58476421	58489365
SRR10612065.2934185	chr1	67356836	67371060
SRR10612065.2934280	chr1	90027615	90027826
SRR10612065.2934285	chr2	136380241	136389503
SRR10612065.2934364	chr1	144917819	144918972
SRR10612065.2934998	chr2	230356640	230356744
SRR10612065.2935354	chr1	8601342	8617496
SRR10612065.2935543	chr9	115030329	115060196
SRR10612065.2935642	chr12	99194780	99194886
SRR10612065.2935740	chr7	144288515	144320354
SRR10612065.2935819	chr2	73799932	73800134
SRR10612065.2936139	chr1	567045	567222
SRR10612065.2936607	chr7	137067214	137067390
SRR10612065.2936839	chr1	219384833	219384971
SRR10612065.2936914	chr9	96233421	96238622
SRR10612065.2937533	chr18	18964164	18964244
SRR10612065.2937540	chr10	32759992	32762957
SRR10612065.2937619	chr6	132777100	132793501
SRR10612065.2937640	chr12	105303455	105322460
SRR10612065.2937820	chr2	230356622	230356732
SRR10612065.2938184	chr7	86216448	86216692
SRR10612065.2938367	chr6	90377732	90382423
SRR10612065.2938435	chr12	100453083	100453281
SRR10612065.2938801	chr13	43600648	43601034
SRR10612065.2938858	chr15	41988401	41991300
SRR10612065.2938993	chr12	133402293	133402424
SRR10612065.2939171	chr18	21059361	21061718
SRR10612065.2939203	chr14	64940473	64940626
SRR10612065.2939213	chr18	24289412	24290718
SRR10612065.2939335	chr4	71846771	71848376
SRR10612065.2939348	chr15	67984815	67985888
SRR10612065.2939355	chr7	22347958	22357656
SRR10612065.2939430	chr9	130207158	130207376
SRR10612065.2939625	chr3	173575010	173575314
SRR10612065.2939669	chr6	70070911	70071047
SRR10612065.2939881	chr6	126451860	126452004
SRR10612065.2939969	chr8	131164987	131179819
SRR10612065.2940783	chr20	43657089	43657206
SRR10612065.2941001	chr21	41403228	41403442
SRR10612065.2941272	chr5	109117173	109120493
SRR10612065.2941380	chr21	45563276	45563834
SRR10612065.2941642	chr11	19385955	19386202
SRR10612065.2941651	chr12	57323173	57346774
SRR10612065.2941948	chr14	50923465	50924617
SRR10612065.2941986	chr2	159389967	159433895
SRR10612065.2942633	chr7	16633846	16634315
SRR10612065.2942805	chr3	7282721	7282896
SRR10612065.2942906	chr8	53251597	53251768
SRR10612065.2943001	chr6	89614433	89650900
SRR10612065.2943149	chr3	7995394	7995660
SRR10612065.2943887	chr13	72046684	72046819
SRR10612065.2944451	chr2	230069921	230070089
SRR10612065.2944949	chr2	230356624	230356733
SRR10612065.2945916	chr2	24778883	24807429
SRR10612065.2945970	chr2	230356622	230356748
SRR10612065.2946377	chr9	87325550	87367001
SRR10612065.2946547	chr13	36416540	36417116
SRR10612065.2946557	chr6	69882577	69883054
SRR10612065.2946636	chr3	192034737	192035086
SRR10612065.2946702	chr2	230356617	230359748
SRR10612065.2947048	chr10	73047566	73047777
SRR10612065.2947060	chr9	27327759	27327892
SRR10612065.2947112	chr12	105576321	105576498
SRR10612065.2947190	chr8	24771331	24771675
SRR10612065.2948160	chr10	75463723	75464217
SRR10612065.2948174	chr19	580751	581494
SRR10612065.2948597	chr17	45669320	45679119
SRR10612065.2948755	chr21	16883438	16886255
SRR10612065.2948895	chr15	49531504	49575797
SRR10612065.2948946	chr11	84516953	84517131
SRR10612065.2948962	chr11	6503596	6503760
SRR10612065.2948997	chr6	62362160	62407154
SRR10612065.2949169	chr13	101844278	101844369
SRR10612065.2949484	chr2	211321395	211321527
SRR10612065.2949688	chr9	45949329	45949705
SRR10612065.2950534	chr4	170055698	170055906
SRR10612065.2950629	chr12	13991289	13991792
SRR10612065.2950680	chr2	115630840	115631057
SRR10612065.2950825	chr12	41765217	41765348
SRR10612065.2951016	chr18	46855943	46906131
SRR10612065.2951156	chr20	58937767	58937980
SRR10612065.2951196	chr10	4872865	4950613
SRR10612065.2952011	chr6	150005071	150005230
SRR10612065.2952543	chr5	17836413	17836577
SRR10612065.2952723	chr16	70534935	70543234
SRR10612065.2952745	chr2	42909591	42909727
SRR10612065.2952830	chr4	52729601	52744020
SRR10612065.2952889	chr9	122113477	122113566
SRR10612065.2953699	chr15	76914105	76975402
SRR10612065.2954084	chr2	97289307	97289735
SRR10612065.2954799	chr13	107235882	107236050
SRR10612065.2954857	chr7	77973106	77973275
SRR10612065.2955041	chr5	179341322	179341858
SRR10612065.2955325	chr16	9858469	9858806
SRR10612065.2955696	chr17	17400807	17401069
SRR10612065.2955718	chr1	35824642	35827374
SRR10612065.2955822	chr18	21776087	21819347
SRR10612065.2955954	chr14	32837061	32837691
SRR10612065.2956442	chr9	108061500	108097980
SRR10612065.2956759	chr8	142264088	142264678
SRR10612065.2957078	chr12	94676073	94697828
SRR10612065.2957239	chr12	10373142	10374643
SRR10612065.2957360	chr2	152980280	153006750
SRR10612065.2957412	chr5	168636958	168638662
SRR10612065.2957452	chr9	86584152	86584297
SRR10612065.2957529	chr13	22127461	22127592
SRR10612065.2957919	chr4	20717776	20726485
SRR10612065.2957953	chr10	116865971	116866490
SRR10612065.2958026	chr4	183522076	183575046
SRR10612065.2958115	chr12	81597605	81597761
SRR10612065.2958191	chr9	20980999	20981085
SRR10612065.2958272	chr11	49598176	49598383
SRR10612065.2958791	chr18	76856474	76914558
SRR10612065.2958804	chr5	146140384	146141224
SRR10612065.2959285	chr10	117221449	117379720
SRR10612065.2959580	chr5	133326800	133340368
SRR10612065.2959769	chr9	88248067	88257859
SRR10612065.2960098	chr3	16336361	16345100
SRR10612065.2960323	chr16	11771116	11771264
SRR10612065.2960582	chr5	170001716	170001815
SRR10612065.2960690	chr15	80780923	80781067
SRR10612065.2961217	chr5	122218073	122218337
SRR10612065.2961438	chr12	68696400	68696653
SRR10612065.2961508	chr9	108286344	108286611
SRR10612065.2962261	chr2	240929489	240954279
SRR10612065.2962671	chr22	40673098	40676058
SRR10612065.2962805	chr15	33742970	33743259
SRR10612065.2963066	chr2	54120821	54144362
SRR10612065.2963273	chr13	78293667	78327495
SRR10612065.2963468	chr12	82782681	82783674
SRR10612065.2963844	chr2	50399424	50399553
SRR10612065.2964067	chr9	130428492	130432233
SRR10612065.2964467	chr1	174417152	174417546
SRR10612065.2964721	chr11	16068081	16071420
SRR10612065.2965024	chr14	47295839	47296153
SRR10612065.2965723	chr7	145892345	145892481
SRR10612065.2965849	chr12	129299318	129299616
SRR10612065.2966134	chr5	160025772	160059376
SRR10612065.2966339	chr2	230356650	230356747
SRR10612065.2966515	chr2	148805508	148805703
SRR10612065.2966725	chr6	72960622	72960776
SRR10612065.2966845	chr15	44671882	44706813
SRR10612065.2966893	chr13	74328824	74329052
SRR10612065.2966934	chr9	10325176	10325356
SRR10612065.2967041	chr2	230356647	230356747
SRR10612065.2967195	chr11	114318548	114320846
SRR10612065.2967341	chr15	69502708	69553668
SRR10612065.2967343	chr4	115544083	115544577
SRR10612065.2967792	chr8	31725146	31725251
SRR10612065.2967880	chr13	40268769	40325284
SRR10612065.2967901	chr9	122113477	122113566
SRR10612065.2968743	chr16	6845475	6845657
SRR10612065.2968859	chr5	108290423	108382899
SRR10612065.2969053	chr11	9305001	9305096
SRR10612065.2969734	chr8	142264088	142264729
SRR10612065.2969847	chr1	35824526	35827389
SRR10612065.2969992	chrX	49045033	49045581
SRR10612065.2970019	chr1	109854796	109855001
SRR10612065.2970068	chr14	86494714	86508173
SRR10612065.2970079	chr7	89923160	89923427
SRR10612065.2970245	chr15	72338306	72338969
SRR10612065.2970346	chr1	155851340	155851466
SRR10612065.2970423	chr7	6054874	6057644
SRR10612065.2970522	chr5	113740377	113740542
SRR10612065.2970644	chr8	15480592	15517156
SRR10612065.2970674	chr3	64746569	64746794
SRR10612065.2971309	chr14	93649526	93649878
SRR10612065.2971419	chr7	14517782	14622758
SRR10612065.2971470	chr13	31143894	31144056
SRR10612065.2971505	chr1	25559252	25559550
SRR10612065.2971511	chr4	76885292	76903188
SRR10612065.2971521	chr21	30693541	30702016
SRR10612065.2971609	chr18	46985564	46985838
SRR10612065.2972281	chr9	5385649	5386120
SRR10612065.2972336	chr14	51820244	51820431
SRR10612065.2972383	chr2	230559874	230560537
SRR10612065.2972647	chrX	149761069	149787613
SRR10612065.2973084	chr7	78017578	78017687
SRR10612065.2973260	chr22	26010904	26011078
SRR10612065.2973355	chrX	146035371	146035559
SRR10612065.2973631	chr20	5520263	5520402
SRR10612065.2974910	chr2	149837999	149840246
SRR10612065.2974938	chr8	9413468	9413653
SRR10612065.2975148	chr20	58234056	58234214
SRR10612065.2975184	chr7	65751497	65751697
SRR10612065.2975189	chr3	85143251	85143440
SRR10612065.2975198	chr3	183097088	183107570
SRR10612065.2975235	chr4	52729601	52744020
SRR10612065.2975530	chr10	93754289	93768032
SRR10612065.2975895	chr2	230356616	230356722
SRR10612065.2976058	chr19	57967020	57967551
SRR10612065.2976202	chr4	103744297	103744568
SRR10612065.2976428	chr6	152650865	152653028
SRR10612065.2977035	chr11	22696395	22777502
SRR10612065.2977099	chr4	11404160	11404312
SRR10612065.2977122	chr8	125688453	125688769
SRR10612065.2977248	chr19	46010619	46011064
SRR10612065.2977277	chr4	41567148	41567335
SRR10612065.2977502	chr14	20811233	20811346
SRR10612065.2977821	chr11	65270888	65271056
SRR10612065.2978046	chr8	128902872	128903022
SRR10612065.2978113	chr11	1780265	1780869
SRR10612065.2978709	chr14	35491781	35491911
SRR10612065.2978717	chr14	20811264	20811425
SRR10612065.2979033	chr2	40366541	40405636
SRR10612065.2979338	chr8	94718364	94722103
SRR10612065.2979619	chr8	52744004	52774021
SRR10612065.2980175	chr17	44102256	44102410
SRR10612065.2980184	chr2	230356651	230356747
SRR10612065.2980341	chr14	103912010	103912148
SRR10612065.2980402	chr13	94502903	94503003
SRR10612065.2980533	chr11	82966374	82966726
SRR10612065.2980622	chr19	15383790	15443182
SRR10612065.2980765	chr12	78400650	78400999
SRR10612065.2980950	chr14	72162842	72163045
SRR10612065.2981054	chr2	65313436	65313710
SRR10612065.2981138	chr9	88220956	88248291
SRR10612065.2981291	chr4	24023608	24023902
SRR10612065.2981317	chr3	20083052	20083190
SRR10612065.2981336	chr17	80010078	80010179
SRR10612065.2981360	chr13	35565396	35566082
SRR10612065.2981510	chr14	67349626	67349728
SRR10612065.2981905	chrX	20170149	20170351
SRR10612065.2981935	chr2	159537228	159537352
SRR10612065.2982893	chr11	61540716	61540898
SRR10612065.2983662	chr14	23393582	23394242
SRR10612065.2983671	chr17	42857599	42857742
SRR10612065.2983818	chr17	42983865	42984057
SRR10612065.2984428	chr9	130995452	130995597
SRR10612065.2984616	chr14	20811262	20811345
SRR10612065.2984798	chr6	34252120	34252457
SRR10612065.2985141	chr5	130840403	130841210
SRR10612065.2985151	chr4	115603849	115604435
SRR10612065.2985837	chr2	236649606	236659134
SRR10612065.2986019	chr1	111144472	111144600
SRR10612065.2986139	chrX	18627005	18638044
SRR10612065.2986294	chr4	101997478	101997700
SRR10612065.2986299	chr9	130656311	130656493
SRR10612065.2986446	chr16	25762715	25762897
SRR10612065.2986562	chr15	43819138	43819513
SRR10612065.2986755	chr4	39780702	39781060
SRR10612065.2986893	chr11	65268935	65269073
SRR10612065.2986987	chr1	156914816	156914958
SRR10612065.2987069	chr5	113740133	113740553
SRR10612065.2987130	chr20	2097532	2097736
SRR10612065.2987496	chr1	39747876	39753233
SRR10612065.2987782	chr12	46580742	46580974
SRR10612065.2987940	chr14	20811263	20811442
SRR10612065.2988134	chr9	84303585	84303719
SRR10612065.2988471	chr6	163835848	163836123
SRR10612065.2988652	chr21	45153945	45161578
SRR10612065.2989055	chr16	6333230	6333594
SRR10612065.2989247	chr6	126451848	126451994
SRR10612065.2989565	chr12	49392089	49392354
SRR10612065.2989630	chr4	77917712	77918488
SRR10612065.2989952	chr9	43000594	43000972
SRR10612065.2990199	chr1	46658227	46659019
SRR10612065.2990626	chr12	31566370	31579358
SRR10612065.2990809	chr8	116458569	116458675
SRR10612065.2990823	chr9	68155975	68156090
SRR10612065.2990863	chr2	65571878	65659131
SRR10612065.2990913	chr3	57302427	57302525
SRR10612065.2991013	chr3	181054198	181054284
SRR10612065.2991184	chr10	46914203	46914691
SRR10612065.2991516	chr2	79876831	79877050
SRR10612065.2991823	chr11	35281146	35281366
SRR10612065.2991894	chr2	217537984	217538130
SRR10612065.2991916	chr1	113668216	113668817
SRR10612065.2992030	chr1	32385035	32385178
SRR10612065.2992082	chr2	230356641	230356749
SRR10612065.2992238	chr7	146742948	146743118
SRR10612065.2992385	chr1	45007828	45007966
SRR10612065.2992452	chr3	33454216	33467244
SRR10612065.2992467	chr10	105900599	105924063
SRR10612065.2992482	chr14	20811237	20811446
SRR10612065.2992547	chr3	107271689	107272248
SRR10612065.2992826	chr13	67793701	67793795
SRR10612065.2992897	chr2	210560836	210561023
SRR10612065.2993380	chr1	151254784	151258879
SRR10612065.2993384	chr6	109316375	109316666
SRR10612065.2993515	chr15	52431727	52431900
SRR10612065.2993632	chr15	80696234	80696424
SRR10612065.2993653	chr5	140953638	140953995
SRR10612065.2993771	chr18	8705316	8705861
SRR10612065.2993803	chr1	205684765	205685039
SRR10612065.2994019	chr14	20811263	20811355
SRR10612065.2994041	chr3	196778448	196846403
SRR10612065.2994132	chr3	141622562	141632576
SRR10612065.2994207	chr12	75444218	75444339
SRR10612065.2994387	chr7	51095996	51096337
SRR10612065.2994432	chr12	6143908	6153584
SRR10612065.2994544	chr9	45584366	45584489
SRR10612065.2994715	chr1	78183572	78183734
SRR10612065.2994749	chr4	101439508	101439642
SRR10612065.2994872	chr18	46798606	46812898
SRR10612065.2994880	chr12	76972853	76973016
SRR10612065.2995049	chr12	101403389	101403593
SRR10612065.2995110	chr8	10218085	10218345
SRR10612065.2995349	chr11	60698083	60699273
SRR10612065.2995437	chr3	49212226	49212559
SRR10612065.2995461	chr7	45621453	45621602
SRR10612065.2995520	chr5	64964289	64964548
SRR10612065.2996213	chr13	45008468	45008690
SRR10612065.2996355	chr1	109910040	109940296
SRR10612065.2996380	chr8	39080600	39089632
SRR10612065.2996430	chr1	59787381	59805680
SRR10612065.2996487	chr1	111972038	111972480
SRR10612065.2996685	chr4	77996664	77996914
SRR10612065.2996888	chr11	14493637	14494037
SRR10612065.2997019	chr7	22232328	22232467
SRR10612065.2997328	chr17	57430574	57430888
SRR10612065.2997488	chr1	205686462	205686708
SRR10612065.2997646	chr20	3451687	3451809
SRR10612065.2997845	chr17	20905934	20906055
SRR10612065.2998104	chr14	100705192	100705365
SRR10612065.2998135	chr21	38792590	38845182
SRR10612065.2998153	chr14	20811231	20811409
SRR10612065.2998188	chr9	24474	24828
SRR10612065.2998481	chr5	44834491	44834766
SRR10612065.2998756	chr3	136049805	136049984
SRR10612065.2998889	chr7	95442561	95457392
SRR10612065.2998891	chr10	7318900	7327897
SRR10612065.2999059	chr7	6840577	6841155
SRR10612065.2999074	chr19	47153108	47155981
SRR10612065.2999436	chr1	228333667	228334639
SRR10612065.2999563	chr4	76582119	76582790
SRR10612065.2999573	chr1	71529973	71530127
SRR10612065.2999588	chr6	24581242	24582476
SRR10612065.2999698	chr10	22193473	22207803
SRR10612065.2999723	chr2	11897817	11897928
SRR10612065.2999803	chr16	3586168	3586839
SRR10612065.2999897	chr12	48477374	48491909
SRR10612065.3000168	chr15	52104548	52104693
SRR10612065.3000801	chr2	72945232	72960247
SRR10612065.3000930	chr8	144733622	144733773
SRR10612065.3000963	chr5	156895179	156895394
SRR10612065.3001331	chr12	123507742	123507989
SRR10612065.3001490	chr14	20811265	20811551
SRR10612065.3001682	chr14	20811264	20811446
SRR10612065.3001875	chr1	62455843	62483607
SRR10612065.3001957	chr18	21742876	21743103
SRR10612065.3002288	chr3	183097081	183107570
SRR10612065.3002959	chr22	32874967	32875262
SRR10612065.3003657	chr5	34052857	34053027
SRR10612065.3003890	chr10	117221485	117309043
SRR10612065.3004251	chr5	107516737	107517080
SRR10612065.3004378	chr11	33307956	33309060
SRR10612065.3004441	chr2	210548006	210548346
SRR10612065.3004907	chr9	130984761	130985136
SRR10612065.3004935	chr12	110478177	110478608
SRR10612065.3005627	chr7	143054094	143056026
SRR10612065.3005800	chr6	158733641	158733738
SRR10612065.3005900	chr11	130747098	130747275
SRR10612065.3006351	chr1	178425935	178426032
SRR10612065.3006627	chr16	19882217	19882353
SRR10612065.3007008	chr19	12754149	12754251
SRR10612065.3007139	chr10	13955164	13955428
SRR10612065.3007456	chr6	147604192	147604338
SRR10612065.3007549	chr6	24540548	24540768
SRR10612065.3007994	chr18	76856474	76967015
SRR10612065.3008401	chr15	25237221	25237496
SRR10612065.3008409	chr1	219366476	219366588
SRR10612065.3008690	chr14	20811265	20811431
SRR10612065.3008895	chr3	141214146	141214264
SRR10612065.3009017	chr16	69260720	69260838
SRR10612065.3009141	chr8	68934263	68973014
SRR10612065.3009166	chr22	39132145	39132294
SRR10612065.3009604	chr1	211192235	211264034
SRR10612065.3009740	chr6	127772331	127772536
SRR10612065.3010024	chr14	20811246	20811472
SRR10612065.3010197	chr4	128724816	128725197
SRR10612065.3010232	chr22	22065027	22089979
SRR10612065.3010333	chr2	158503974	158504339
SRR10612065.3010371	chr2	80782902	80801355
SRR10612065.3010557	chr14	20811233	20811346
SRR10612065.3010875	chr12	111990209	111990781
SRR10612065.3011682	chr4	87273924	87274237
SRR10612065.3011759	chr15	52953542	52953751
SRR10612065.3011774	chr7	76199281	76199586
SRR10612065.3011788	chrX	52949802	52949924
SRR10612065.3012639	chr14	20811235	20811346
SRR10612065.3012670	chr4	77917645	77952117
SRR10612065.3012834	chr6	30558480	30559178
SRR10612065.3012838	chr9	37126306	37127260
SRR10612065.3013081	chr5	61890162	61890341
SRR10612065.3013406	chr6	136664009	136664162
SRR10612065.3013552	chr18	21823814	21824142
SRR10612065.3013738	chr19	31039818	31040225
SRR10612065.3013880	chr14	20811230	20811359
SRR10612065.3014321	chr14	20811283	20811472
SRR10612065.3014389	chr19	54969162	54969566
SRR10612065.3014538	chr6	105280916	105291174
SRR10612065.3014853	chr14	20811242	20811370
SRR10612065.3014994	chr10	126765518	126765945
SRR10612065.3015033	chrX	103421559	103421689
SRR10612065.3015034	chr18	33049452	33049769
SRR10612065.3015342	chr14	20811264	20811372
SRR10612065.3015658	chr3	186503711	186503997
SRR10612065.3016074	chr6	107824882	107827543
SRR10612065.3016141	chr5	142675971	142676365
SRR10612065.3016185	chr10	73831953	73848298
SRR10612065.3017364	chr14	20811240	20811456
SRR10612065.3017424	chr5	10266219	10266446
SRR10612065.3017701	chr5	129037079	129037240
SRR10612065.3017723	chr2	97917896	97918202
SRR10612065.3017728	chr15	63948292	63948416
SRR10612065.3017818	chr11	61082900	61083227
SRR10612065.3017839	chr12	32680492	32680724
SRR10612065.3017903	chr20	3146243	3146597
SRR10612065.3018053	chr19	13995711	13995892
SRR10612065.3018266	chr14	20811265	20811506
SRR10612065.3018348	chr12	95451328	95452267
SRR10612065.3018704	chr19	13855189	13855423
SRR10612065.3018933	chr10	117221449	117309043
SRR10612065.3019180	chr4	151682943	151727522
SRR10612065.3020073	chr3	60045559	60045765
SRR10612065.3020211	chr22	40843643	40843951
SRR10612065.3020239	chr5	60956816	60956922
SRR10612065.3020530	chr14	23378714	23380612
SRR10612065.3020905	chr8	107715132	107726214
SRR10612065.3020935	chr19	12754149	12754251
SRR10612065.3021364	chr14	20811264	20811467
SRR10612065.3021867	chr8	26364413	26364602
SRR10612065.3022284	chr14	20811283	20811558
SRR10612065.3022498	chr14	20811264	20811446
SRR10612065.3023112	chr15	72558647	72558805
SRR10612065.3023771	chr9	99711837	99735229
SRR10612065.3023782	chr17	57886213	57895107
SRR10612065.3023900	chr2	230356640	230356748
SRR10612065.3024092	chr6	87924714	87928454
SRR10612065.3024248	chr17	17797253	17797524
SRR10612065.3024363	chr5	60662121	60662302
SRR10612065.3024916	chr10	1177677	1178217
SRR10612065.3025378	chr2	230356647	230356747
SRR10612065.3025786	chr14	20811237	20811346
SRR10612065.3025856	chr7	150655552	150656794
SRR10612065.3026169	chr11	45902715	45903130
SRR10612065.3026223	chr1	175287116	175287315
SRR10612065.3026345	chr1	173142024	173144304
SRR10612065.3026368	chr15	67378115	67378217
SRR10612065.3026863	chr3	59104671	59154421
SRR10612065.3026958	chr10	34739272	34806049
SRR10612065.3027044	chr14	20811244	20811368
SRR10612065.3027047	chr4	113353286	113353401
SRR10612065.3027157	chr1	162531356	162531569
SRR10612065.3027162	chr11	89133411	89135548
SRR10612065.3027220	chr17	74138869	74138990
SRR10612065.3027337	chr10	91092347	91092533
SRR10612065.3027388	chr14	20811415	20811556
SRR10612065.3027390	chr2	230356642	230356748
SRR10612065.3027399	chr20	1275852	1275990
SRR10612065.3027423	chrX	74804321	74804754
SRR10612065.3027660	chr4	21874202	21874330
SRR10612065.3028013	chr14	20811234	20811329
SRR10612065.3028460	chr1	160058558	160058715
SRR10612065.3028481	chr10	49267960	49268065
SRR10612065.3028938	chr3	13546344	13546454
SRR10612065.3028943	chr14	20811375	20811473
SRR10612065.3029042	chr2	160604559	160604785
SRR10612065.3029209	chr2	175957947	175962242
SRR10612065.3029212	chr4	96209672	96209776
SRR10612065.3029341	chr18	3499093	3534265
SRR10612065.3029376	chr14	23815697	23815874
SRR10612065.3029829	chr17	9440121	9440263
SRR10612065.3029916	chr19	41878599	41878741
SRR10612065.3029980	chr20	47836013	47838122
SRR10612065.3030020	chr11	127810575	127810830
SRR10612065.3030120	chr5	79705247	79705518
SRR10612065.3030145	chr2	171884850	171902873
SRR10612065.3030281	chr3	115395115	115395381
SRR10612065.3030567	chr14	20811239	20811359
SRR10612065.3030647	chr16	6121472	6122108
SRR10612065.3030698	chr3	58305076	58305231
SRR10612065.3030699	chr22	39778935	39779133
SRR10612065.3030863	chr14	20811247	20811446
SRR10612065.3030873	chr19	1581246	1584562
SRR10612065.3030880	chr14	20811243	20811368
SRR10612065.3031259	chr14	20811265	20811361
SRR10612065.3031377	chr9	87325741	87325883
SRR10612065.3031684	chr14	20811283	20811506
SRR10612065.3031827	chr2	230356619	230356726
SRR10612065.3032091	chr3	129599148	129599331
SRR10612065.3032097	chr12	10375227	10375436
SRR10612065.3033028	chr2	230356619	230356733
SRR10612065.3033435	chr2	65530452	65530542
SRR10612065.3033444	chr15	88419380	88419624
SRR10612065.3033474	chr10	48764345	48764973
SRR10612065.3033571	chr3	39567323	39567483
SRR10612065.3033775	chr2	142519062	142519169
SRR10612065.3033786	chr3	195686840	195687197
SRR10612065.3033855	chr14	20811265	20811422
SRR10612065.3033921	chr12	127650474	127650612
SRR10612065.3034059	chr4	16504018	16504279
SRR10612065.3034191	chr15	81418500	81418752
SRR10612065.3034272	chr8	52773424	52773577
SRR10612065.3034466	chr8	106508306	106508698
SRR10612065.3034486	chr2	50579450	50579693
SRR10612065.3034506	chr5	149631313	149633037
SRR10612065.3034556	chr19	16980457	16980602
SRR10612065.3034910	chr14	20811230	20811368
SRR10612065.3035032	chr1	247318868	247323111
SRR10612065.3035105	chr14	75598684	75598816
SRR10612065.3035124	chr15	72558335	72559085
SRR10612065.3035326	chr3	120768581	120768727
SRR10612065.3035412	chr1	213349807	213405554
SRR10612065.3035497	chr1	72151809	72151924
SRR10612065.3035704	chr17	35800606	35800764
SRR10612065.3035845	chr12	66909399	66990708
SRR10612065.3035973	chr17	20318200	20318524
SRR10612065.3035998	chr8	4493136	4493320
SRR10612065.3036095	chr5	24638736	24639479
SRR10612065.3036144	chr8	18430037	18432797
SRR10612065.3036224	chr3	39566355	39566473
SRR10612065.3036285	chr9	8680620	8680806
SRR10612065.3036290	chr14	33836418	33836570
SRR10612065.3036292	chr6	13579680	13601181
SRR10612065.3036565	chr5	82832823	82838089
SRR10612065.3036610	chr11	121177989	121178167
SRR10612065.3036687	chr14	20811278	20811514
SRR10612065.3036948	chr2	111008279	111176233
SRR10612065.3037393	chr14	20811265	20811549
SRR10612065.3037519	chr1	19622795	19623036
SRR10612065.3038229	chr21	38995218	38995571
SRR10612065.3038528	chr10	88116356	88116510
SRR10612065.3038542	chr13	61013822	61041516
SRR10612065.3038580	chr14	20811245	20811423
SRR10612065.3038778	chr4	56319220	56319972
SRR10612065.3038913	chr7	18801777	18875620
SRR10612065.3039400	chr14	90020867	90021168
SRR10612065.3039527	chr14	20811268	20811424
SRR10612065.3039585	chr14	20811276	20811411
SRR10612065.3039891	chr9	35295698	35313988
SRR10612065.3039931	chr1	234608501	234614031
SRR10612065.3040135	chr14	20811265	20811425
SRR10612065.3040422	chr8	145515389	145533582
SRR10612065.3040572	chr11	58973286	58973476
SRR10612065.3040738	chr14	20811248	20811367
SRR10612065.3040768	chr1	8492175	8492442
SRR10612065.3040813	chr16	74491859	74493680
SRR10612065.3040826	chr19	18650180	18650535
SRR10612065.3040967	chr1	208253233	208253458
SRR10612065.3041047	chr14	20811332	20811537
SRR10612065.3041812	chr15	76552756	76552950
SRR10612065.3041909	chr20	33992610	33992879
SRR10612065.3041914	chr17	2268270	2268541
SRR10612065.3042055	chr4	118974911	119064839
SRR10612065.3042182	chr2	29428170	29428378
SRR10612065.3042421	chrX	24747478	24749732
SRR10612065.3042769	chr15	33149218	33194243
SRR10612065.3043555	chr11	77416102	77419196
SRR10612065.3043629	chr15	49575837	49584636
SRR10612065.3043702	chr14	20811237	20811346
SRR10612065.3043763	chr1	196241025	196241192
SRR10612065.3043914	chr8	51415335	51503479
SRR10612065.3044075	chr12	70863847	70864156
SRR10612065.3044186	chr18	74727179	74727374
SRR10612065.3044220	chr5	167152216	167152385
SRR10612065.3044285	chr1	12381977	12382803
SRR10612065.3044362	chr1	231672982	231678305
SRR10612065.3044481	chr18	55355625	55359118
SRR10612065.3044754	chr12	14651656	14651774
SRR10612065.3044864	chr9	45483385	45483631
SRR10612065.3044893	chr3	191918651	191918962
SRR10612065.3044908	chr2	230356619	230356736
SRR10612065.3045522	chr17	1265631	1265870
SRR10612065.3045723	chr2	128750761	128754068
SRR10612065.3045745	chr21	45404225	45404407
SRR10612065.3045917	chr14	20811244	20811370
SRR10612065.3045958	chr13	67494746	67495472
SRR10612065.3046079	chr8	79511917	79512043
SRR10612065.3046250	chr2	230356643	230356747
SRR10612065.3046634	chr12	120990361	120995174
SRR10612065.3046804	chr4	7711735	7711898
SRR10612065.3047409	chr3	179609359	179609487
SRR10612065.3047412	chr1	186375213	186394393
SRR10612065.3047485	chrX	153068735	153068933
SRR10612065.3047574	chr2	124984345	124984732
SRR10612065.3047999	chr7	73716760	73716936
SRR10612065.3048129	chr8	21966564	21966670
SRR10612065.3048147	chr14	20811293	20811423
SRR10612065.3048205	chr1	41287996	41288084
SRR10612065.3048301	chr15	81184001	81184331
SRR10612065.3049004	chr6	133383376	133383551
SRR10612065.3049060	chr1	214170890	214171028
SRR10612065.3049095	chr13	50095256	50095439
SRR10612065.3049179	chr15	66048540	66048796
SRR10612065.3049328	chr5	60188205	60188340
SRR10612065.3049346	chr1	193155452	193155559
SRR10612065.3049387	chr13	102047642	102051498
SRR10612065.3049417	chr6	70064620	70064870
SRR10612065.3049597	chr7	8194945	8195044
SRR10612065.3049945	chr2	230356639	230356747
SRR10612065.3050028	chr17	76060565	76060681
SRR10612065.3050150	chr14	20811267	20811378
SRR10612065.3050312	chr1	4818768	4818993
SRR10612065.3050397	chr2	230356616	230356716
SRR10612065.3050445	chr14	20811259	20811352
SRR10612065.3051048	chr1	201437715	201437810
SRR10612065.3051109	chr2	71510572	71511003
