readnames	chr	start	end	count
SRR10612066.3881088	chr19	47440633	47500829	1
SRR10612066.3881161	chr16	58620625	58621759	1
SRR10612066.3881195	chr12	9848117	9848611	1
SRR10612066.3881202	chr17	78319005	78319120	1
SRR10612066.3881389	chr7	2624038	2624462	1
SRR10612066.3881440	chr17	45234465	45235618	1
SRR10612066.3881566_SRR10612066.4523336_SRR10612066.5631415_SRR10612066.5861489_SRR10612066.6054297_SRR10612066.6222839_SRR10612066.7050555_SRR10612066.6586216	chr11	14793476	14810788	8
SRR10612066.3881715	chr2	130871162	131260272	1
SRR10612066.3882234	chr11	117202322	117202430	1
SRR10612066.3882277_SRR10612066.3905248	chr2	202507056	202507170	2
SRR10612066.3882323	chr5	141894930	141895040	1
SRR10612066.3882379	chr6	160467612	160468915	1
SRR10612066.3882514	chr9	125834249	125834387	1
SRR10612066.3882656	chr1	45189860	45189971	1
SRR10612066.3882684	chrX	146322227	146322460	1
SRR10612066.3882958	chr13	30829621	30854308	1
SRR10612066.3883309	chr17	8137973	8138059	1
SRR10612066.3883335	chr1	12408978	12409383	1
SRR10612066.3883406	chr10	87891128	87891251	1
SRR10612066.3883489	chr11	114120701	114120843	1
SRR10612066.3883924	chr19	5001460	5001597	1
SRR10612066.3884011	chr10	128516447	128517072	1
SRR10612066.3884158	chr19	34682912	34683088	1
SRR10612066.3884362	chr4	164394170	164394313	1
SRR10612066.3884370	chr17	72286617	72286892	1
SRR10612066.3884401	chr9	131773604	131773840	1
SRR10612066.3884421	chr11	66282262	66282598	1
SRR10612066.3884454	chr4	25278737	25279035	1
SRR10612066.3884507	chrX	129957397	129957523	1
SRR10612066.3884636	chr8	43093579	43096183	1
SRR10612066.3884655	chr11	46087860	46088183	1
SRR10612066.3884780_SRR10612066.4612008	chr10	112724700	112724821	2
SRR10612066.3884883_SRR10612066.4181325	chr12	9448170	9589027	2
SRR10612066.3885555_SRR10612066.5995455	chr11	65268861	65269159	2
SRR10612066.3885719	chr9	77631207	77631592	1
SRR10612066.3885748	chrX	153221325	153221590	1
SRR10612066.3885818_SRR10612066.5345414_SRR10612066.6820383_SRR10612066.7201662	chr1	148260705	148266334	4
SRR10612066.3885896	chr4	132309246	132309393	1
SRR10612066.3885901	chr10	35827464	35827553	1
SRR10612066.3885980	chr11	67100434	67101159	1
SRR10612066.3885991	chr1	31465252	31465417	1
SRR10612066.3886503_SRR10612066.6176741	chr3	51697006	51697163	2
SRR10612066.3886778	chr17	25988768	26093666	1
SRR10612066.3886932	chr10	132015580	132015745	1
SRR10612066.3887061	chrX	20361642	20363714	1
SRR10612066.3887524_SRR10612066.5600151	chr19	18644114	18648479	2
SRR10612066.3887550	chr7	138186097	138186313	1
SRR10612066.3887564	chr3	186394667	186426071	1
SRR10612066.3887726	chr9	44308748	44339515	1
SRR10612066.3887774_SRR10612066.7258387	chr5	82400757	82491755	2
SRR10612066.3888264	chr9	139283881	139283966	1
SRR10612066.3888676	chr6	136097874	136131078	1
SRR10612066.3888735	chr1	85234941	85235153	1
SRR10612066.3889542	chr12	62520137	62520364	1
SRR10612066.3889588	chr12	41397090	41397264	1
SRR10612066.3889639	chr3	185798174	185798597	1
SRR10612066.3889774	chr18	12141061	12141524	1
SRR10612066.3889822	chr1	16043676	16043762	1
SRR10612066.3889829	chr4	11350258	11350496	1
SRR10612066.3889914	chr13	111299527	111300784	1
SRR10612066.3889928	chr2	92316518	92321501	1
SRR10612066.3889932	chr10	73747540	73747690	1
SRR10612066.3890010	chr17	16681814	16682051	1
SRR10612066.3890107	chr20	35236170	35238107	1
SRR10612066.3890239	chr8	112697133	112697393	1
SRR10612066.3890417	chr19	2210406	2210492	1
SRR10612066.3890507	chr2	30251166	30251301	1
SRR10612066.3890545	chr1	55138964	55139085	1
SRR10612066.3890566	chr10	48792689	48795437	1
SRR10612066.3890576	chr15	51499741	51499962	1
SRR10612066.3890651	chr8	11702538	11702706	1
SRR10612066.3890781	chr5	103416681	103439980	1
SRR10612066.3891010	chr3	49315870	49316100	1
SRR10612066.3891078	chr9	30689771	30689890	1
SRR10612066.3891167	chr2	97328193	97328320	1
SRR10612066.3891173	chr12	1599990	1600338	1
SRR10612066.3891282	chr1	62995061	63003715	1
SRR10612066.3891406	chr17	10053350	10053553	1
SRR10612066.3891508	chr11	28055835	28056031	1
SRR10612066.3891563	chr3	139181394	139181550	1
SRR10612066.3891659	chr17	40739814	40740084	1
SRR10612066.3891720	chr17	3714114	3714280	1
SRR10612066.3891742	chr11	128380785	128380934	1
SRR10612066.3891889	chr3	108276138	108278640	1
SRR10612066.3891935	chr4	76990638	76991555	1
SRR10612066.3891970	chr19	55791406	55791528	1
SRR10612066.3892013	chr9	138847153	138852996	1
SRR10612066.3892057	chr15	28422420	28422634	1
SRR10612066.3892365	chr3	17418091	17446231	1
SRR10612066.3892379	chr21	15238687	15259090	1
SRR10612066.3892648	chr4	124431982	124432201	1
SRR10612066.3892752	chr12	57889587	57902348	1
SRR10612066.3892834	chr1	244747364	244747501	1
SRR10612066.3892903	chr12	46339053	46369517	1
SRR10612066.3893031_SRR10612066.6971490	chr2	120885264	120885379	2
SRR10612066.3893182	chr8	94747579	94747733	1
SRR10612066.3893188	chr12	9448969	9588085	1
SRR10612066.3893254	chr17	30109119	30109464	1
SRR10612066.3893310	chr11	14852242	14853268	1
SRR10612066.3893381	chr11	6569959	6570163	1
SRR10612066.3893608	chr6	32944359	32944512	1
SRR10612066.3893668	chr11	437916	438065	1
SRR10612066.3893736	chr1	117146309	117146400	1
SRR10612066.3893778	chr7	5780734	5781215	1
SRR10612066.3893978	chr16	19557165	19562751	1
SRR10612066.3894201	chr10	30315990	30317027	1
SRR10612066.3894377	chr22	29000866	29001186	1
SRR10612066.3894668	chr9	135418332	135418420	1
SRR10612066.3894839	chr15	99825229	99825428	1
SRR10612066.3894883	chr22	32112440	32112541	1
SRR10612066.3895078	chr10	29075003	29076416	1
SRR10612066.3895101	chr4	56376187	56376556	1
SRR10612066.3895118	chr9	85368657	85386645	1
SRR10612066.3895314	chr6	30520294	30521296	1
SRR10612066.3895328	chr10	73047792	73047899	1
SRR10612066.3895377	chr5	140085692	140086115	1
SRR10612066.3895446	chr19	16596002	16601292	1
SRR10612066.3895514	chr3	196807921	196846402	1
SRR10612066.3895564	chr8	72081956	72082057	1
SRR10612066.3895719	chr7	102809500	102809643	1
SRR10612066.3895912	chr18	54814796	54814914	1
SRR10612066.3895939	chr21	14805950	14806122	1
SRR10612066.3895954	chr18	13017315	13019205	1
SRR10612066.3896005	chr19	17405544	17411692	1
SRR10612066.3896209	chr7	140593039	140593481	1
SRR10612066.3896227	chr10	19996821	19998404	1
SRR10612066.3896401	chr14	23777315	23777408	1
SRR10612066.3896700	chr22	19211216	19213141	1
SRR10612066.3896715_SRR10612066.6730026	chr22	40706891	40706997	2
SRR10612066.3896856_SRR10612066.3574926	chr12	51834719	51834895	2
SRR10612066.3897121	chr15	84857867	84960319	1
SRR10612066.3897242	chr19	46318033	46318133	1
SRR10612066.3897381	chr13	58900788	58900947	1
SRR10612066.3897408	chr10	77440836	77440997	1
SRR10612066.3897492	chr4	150256965	150262248	1
SRR10612066.3897622	chr16	2711139	2720538	1
SRR10612066.3897656	chr9	133920963	133927983	1
SRR10612066.3897680	chr6	15246767	15246980	1
SRR10612066.3897713	chr1	16738619	16738788	1
SRR10612066.3897770	chr1	245147127	245147292	1
SRR10612066.3897890	chr19	48031235	48032014	1
SRR10612066.3898107	chr11	19491829	19491985	1
SRR10612066.3898152	chr3	4204592	4204695	1
SRR10612066.3898158	chr10	17891435	17891580	1
SRR10612066.3898296	chr3	184588627	184588742	1
SRR10612066.3898431	chr3	70133507	70133713	1
SRR10612066.3898751	chr1	247870077	247947476	1
SRR10612066.3898874	chr8	29961241	29961391	1
SRR10612066.3898909	chr3	99812507	99812696	1
SRR10612066.3899160	chr1	10682508	10682651	1
SRR10612066.3899225	chr12	128054253	128054351	1
SRR10612066.3899445	chrX	146380675	146380986	1
SRR10612066.3899548_SRR10612066.5981067	chr11	45702585	45702873	2
SRR10612066.3899573	chr18	13073537	13074426	1
SRR10612066.3899795	chrX	53230776	53231066	1
SRR10612066.3900137	chr1	68277848	68278004	1
SRR10612066.3900166	chr18	24423716	24423904	1
SRR10612066.3900279_SRR10612066.4363169	chr20	39721109	39729995	2
SRR10612066.3900328	chr11	103314822	103315101	1
SRR10612066.3900401	chr13	45951969	45955981	1
SRR10612066.3900427_SRR10612066.4629676	chr17	60625141	60629758	2
SRR10612066.3900492	chr6	154179171	154179369	1
SRR10612066.3900527	chr22	45601169	45601473	1
SRR10612066.3900539	chr21	29402802	29403675	1
SRR10612066.3900586	chr10	134164411	134164562	1
SRR10612066.3900665_SRR10612066.6960633_SRR10612066.3587439	chr2	211018905	211018987	3
SRR10612066.3900687	chr8	144550698	144550791	1
SRR10612066.3900903	chr12	119293065	119293827	1
SRR10612066.3901081_SRR10612066.4644184_SRR10612066.4676945_SRR10612066.6512389_SRR10612066.3142303	chr11	93141521	93148267	5
SRR10612066.3901085	chr9	127454430	127454999	1
SRR10612066.3901231	chr18	45394692	45423182	1
SRR10612066.3901417	chr3	125606566	125607093	1
SRR10612066.3901437	chr2	62106002	62107525	1
SRR10612066.3901464	chr12	120972583	120990485	1
SRR10612066.3901597	chr6	42690475	42690741	1
SRR10612066.3901890	chr10	132033523	132033609	1
SRR10612066.3901931	chr4	118974706	118975045	1
SRR10612066.3902029	chr9	69427754	69427984	1
SRR10612066.3902043	chr3	195102706	195112878	1
SRR10612066.3902318	chr11	47867213	47867378	1
SRR10612066.3902372	chr12	121202274	121202389	1
SRR10612066.3902415	chr5	42956576	43046616	1
SRR10612066.3902671	chr13	91508185	91508615	1
SRR10612066.3902944	chr5	79498321	79498521	1
SRR10612066.3903192	chr2	187516717	187519435	1
SRR10612066.3903206	chr4	117841222	117841394	1
SRR10612066.3903390	chr1	887821	892406	1
SRR10612066.3903395	chr17	80559467	80559585	1
SRR10612066.3903428	chr4	8749154	8749305	1
SRR10612066.3903569	chr9	139910577	139910922	1
SRR10612066.3903635	chr2	168994610	169023913	1
SRR10612066.3903666	chr7	72449295	72449431	1
SRR10612066.3903732	chr17	4179121	4179445	1
SRR10612066.3903741	chr1	110919200	110919398	1
SRR10612066.3903927	chr9	3330365	3330517	1
SRR10612066.3904000	chr1	154030652	154031169	1
SRR10612066.3904061	chr15	40510670	40513065	1
SRR10612066.3904152	chr5	99445985	99446364	1
SRR10612066.3904205_SRR10612066.6946746_SRR10612066.3889100	chr2	27498439	27498654	3
SRR10612066.3904211	chr19	3429759	3430044	1
SRR10612066.3904340	chr21	17862603	17862788	1
SRR10612066.3904542	chr2	178346788	178347048	1
SRR10612066.3904631	chr12	44119890	44120529	1
SRR10612066.3904749	chr3	56673837	56673953	1
SRR10612066.3904835	chr5	10754862	10755057	1
SRR10612066.3904970	chrX	133963866	133963965	1
SRR10612066.3905282	chr8	144734508	144734640	1
SRR10612066.3905555	chr22	18034260	18034430	1
SRR10612066.3905595	chr11	70198010	70198366	1
SRR10612066.3905628	chr8	77618143	77618895	1
SRR10612066.3905778	chr2	44778712	44778858	1
SRR10612066.3905870	chr11	82639459	82639642	1
SRR10612066.3905967	chr9	140707835	140707928	1
SRR10612066.3906137	chr5	125606719	125606885	1
SRR10612066.3906176	chr6	131012404	131012702	1
SRR10612066.3906266	chr16	1383375	1383611	1
SRR10612066.3906477	chr9	43037180	43043320	1
SRR10612066.3906730	chr1	164399509	164399692	1
SRR10612066.3906732	chr9	35403904	35404094	1
SRR10612066.3906806	chr9	86561634	86561824	1
SRR10612066.3906840	chr5	179435127	179435333	1
SRR10612066.3906865	chr15	71879263	71879393	1
SRR10612066.3906911_SRR10612066.2372872	chr5	61747655	61747756	2
SRR10612066.3906990	chr9	125909191	125910117	1
SRR10612066.3907011	chr16	67327763	67327973	1
SRR10612066.3907060	chr14	102443643	102443774	1
SRR10612066.3907208	chr1	6517076	6517268	1
SRR10612066.3907280	chr7	63836688	63844249	1
SRR10612066.3907363	chr19	2918879	2919056	1
SRR10612066.3907479	chr17	74080696	74081122	1
SRR10612066.3907499	chr22	30221119	30221707	1
SRR10612066.3907508	chrX	110263609	110264320	1
SRR10612066.3907510	chr2	25378976	25379123	1
SRR10612066.3907868	chr19	12427790	12427895	1
SRR10612066.3907905	chr16	58711921	58712075	1
SRR10612066.3907910	chr1	247806432	247806697	1
SRR10612066.3908072	chr2	231392491	231392722	1
SRR10612066.3908114	chr5	32208651	32209074	1
SRR10612066.3908261_SRR10612066.5630028_SRR10612066.6642871	chr1	220427456	220427635	3
SRR10612066.3908483	chr11	34107864	34110964	1
SRR10612066.3908534	chr9	66708606	66708726	1
SRR10612066.3908780	chr11	10157254	10157447	1
SRR10612066.3909125_SRR10612066.4834321	chr11	116767006	116827783	2
SRR10612066.3909505	chr2	26318804	26318960	1
SRR10612066.3909543	chr4	98488285	98488496	1
SRR10612066.3909601	chr17	79827060	79827436	1
SRR10612066.3909680	chr12	58232554	58232700	1
SRR10612066.3909712_SRR10612066.6321560	chr9	139835731	139836078	2
SRR10612066.3909858	chr8	88314303	88384031	1
SRR10612066.3909997	chr9	84548220	84563418	1
SRR10612066.3910158	chr6	51640686	51656094	1
SRR10612066.3910211	chr1	203670670	203671009	1
SRR10612066.3910242	chr22	42111530	42111731	1
SRR10612066.3910335	chr16	16425738	16471053	1
SRR10612066.3910388	chr2	7206342	7206525	1
SRR10612066.3910572	chr5	177475983	177476240	1
SRR10612066.3910618	chr2	118856934	118857159	1
SRR10612066.3910640_SRR10612066.4014527_SRR10612066.5803285	chr15	48888533	48892417	3
SRR10612066.3910866	chr5	68654742	68654848	1
SRR10612066.3910877	chr22	48941245	48941414	1
SRR10612066.3911034	chr8	144789501	144789594	1
SRR10612066.3911103	chr2	114525074	114525312	1
SRR10612066.3911111	chr16	28061395	28061570	1
SRR10612066.3911159	chr13	21362790	21363313	1
SRR10612066.3911335	chr14	71542062	71542246	1
SRR10612066.3911352	chr9	86432430	86432687	1
SRR10612066.3911551	chr17	7572666	7572931	1
SRR10612066.3911649	chr1	9815228	9815313	1
SRR10612066.3911807	chr5	98129613	98129862	1
SRR10612066.3911837	chr11	46148416	46148617	1
SRR10612066.3912123	chr6	167142482	167142606	1
SRR10612066.3912348	chr6	149953911	149959698	1
SRR10612066.3912572	chr22	36173931	36174122	1
SRR10612066.3912629	chr8	66637046	66637300	1
SRR10612066.3912785	chr19	41807515	41808730	1
SRR10612066.3912974	chr2	225373670	225373978	1
SRR10612066.3913045	chr19	18377066	18377551	1
SRR10612066.3913256	chr3	139408787	139409218	1
SRR10612066.3913404	chr5	69851045	69852711	1
SRR10612066.3913434	chr17	10104659	10104848	1
SRR10612066.3913461	chr17	46925441	46925730	1
SRR10612066.3913485	chr16	47545574	47581359	1
SRR10612066.3913565	chr16	24023070	24023247	1
SRR10612066.3913742	chr4	2019966	2020159	1
SRR10612066.3913781	chr8	133586477	133586625	1
SRR10612066.3914037	chr22	40170252	40170490	1
SRR10612066.3914079	chr1	173638131	173638389	1
SRR10612066.3914080	chr6	26403583	26441812	1
SRR10612066.3914128_SRR10612066.6828371	chr3	17549966	17665407	2
SRR10612066.3914380	chr10	82232149	82232509	1
SRR10612066.3914386	chr7	148878005	148878277	1
SRR10612066.3914537	chr5	125497178	125497280	1
SRR10612066.3914739	chr11	68204784	68204912	1
SRR10612066.3914785	chr9	28561863	28568180	1
SRR10612066.3914786	chr13	49614366	49615245	1
SRR10612066.3914835	chr12	112102922	112103003	1
SRR10612066.3914955	chr4	140514989	140515315	1
SRR10612066.3914962	chr3	48778055	48778257	1
SRR10612066.3914980	chr22	26063722	26070493	1
SRR10612066.3915029	chr10	111750270	111750484	1
SRR10612066.3915150	chr15	73056519	73056759	1
SRR10612066.3915389	chr5	77345151	77345370	1
SRR10612066.3915404	chr3	139068993	139069157	1
SRR10612066.3915729	chr16	2048806	2049542	1
SRR10612066.3915893	chr4	126611185	126611526	1
SRR10612066.3915988_SRR10612066.1834308	chr3	12921845	12921995	2
SRR10612066.3915998	chr4	92355220	92355403	1
SRR10612066.3916010	chr22	40417598	40426057	1
SRR10612066.3916066	chr1	38608662	38608940	1
SRR10612066.3916357	chr15	91080100	91080259	1
SRR10612066.3916362	chr13	21204079	21204188	1
SRR10612066.3916432	chr8	68049696	68049811	1
SRR10612066.3916451_SRR10612066.3935801	chr10	118668109	118668667	2
SRR10612066.3916512	chr18	56363670	56367829	1
SRR10612066.3916687	chr11	118621212	118621353	1
SRR10612066.3916690	chr12	76776208	76776387	1
SRR10612066.3916781	chr14	30279402	30279571	1
SRR10612066.3916845	chr15	75205594	75205799	1
SRR10612066.3916861	chr15	86189582	86189731	1
SRR10612066.3916894	chr15	72836695	72836876	1
SRR10612066.3916904	chr1	245178253	245178486	1
SRR10612066.3917028	chr10	35573553	35573830	1
SRR10612066.3917105	chr1	21053041	21053147	1
SRR10612066.3917120	chr3	121155108	121155226	1
SRR10612066.3917445	chr12	51885662	51887037	1
SRR10612066.3917470	chr4	2907962	2908314	1
SRR10612066.3917768	chr3	181373617	181373958	1
SRR10612066.3917860	chr5	140085722	140086051	1
SRR10612066.3918000	chr6	25491996	25495393	1
SRR10612066.3918007	chr5	127448574	127449958	1
SRR10612066.3918109	chr12	85492233	85493040	1
SRR10612066.3918205	chr8	145523564	145523827	1
SRR10612066.3918440	chr5	78763470	78763683	1
SRR10612066.3918495	chr5	12831334	12831653	1
SRR10612066.3918504	chr5	69216570	69216694	1
SRR10612066.3918750	chr11	18312988	18314525	1
SRR10612066.3918908	chr4	41207826	41208041	1
SRR10612066.3918976	chr15	25207585	25207983	1
SRR10612066.3919027	chr11	34979894	34980082	1
SRR10612066.3919103	chr3	48462689	48462861	1
SRR10612066.3919131	chr18	47320821	47321290	1
SRR10612066.3919153	chr1	154455147	154456040	1
SRR10612066.3919170_SRR10612066.6180830_SRR10612066.5530084	chr3	129599273	129599394	3
SRR10612066.3919327	chr4	190827380	190827527	1
SRR10612066.3919331	chr5	1410323	1410647	1
SRR10612066.3919563	chr11	1306094	1306199	1
SRR10612066.3919701	chr4	41262533	41262787	1
SRR10612066.3919725	chr9	70932218	70936663	1
SRR10612066.3919870_SRR10612066.3896829	chr4	147795961	147796081	2
SRR10612066.3919897	chr5	139062626	139062822	1
SRR10612066.3919927	chr2	131429564	131429698	1
SRR10612066.3919930	chr3	107155070	107155353	1
SRR10612066.3919949	chr2	242220892	242221038	1
SRR10612066.3920065	chr3	17762932	17763112	1
SRR10612066.3920293	chr3	10638903	10639140	1
SRR10612066.3920342	chr18	52984436	52984709	1
SRR10612066.3920476	chr1	243727072	243727688	1
SRR10612066.3920657	chr13	43896098	43896349	1
SRR10612066.3920747	chr9	19228347	19228460	1
SRR10612066.3920891	chr5	74667221	74667399	1
SRR10612066.3920903	chr1	33245376	33245530	1
SRR10612066.3921072	chr10	69486072	69487019	1
SRR10612066.3921090	chr1	154995591	154995937	1
SRR10612066.3921165	chr16	30372761	30372900	1
SRR10612066.3921366	chr11	68678989	68682398	1
SRR10612066.3921610	chr13	63879867	63880093	1
SRR10612066.3921901	chr8	145001836	145001936	1
SRR10612066.3922075	chr8	67309229	67309376	1
SRR10612066.3922105	chr19	36558279	36558767	1
SRR10612066.3922381	chr3	105571925	105572434	1
SRR10612066.3922391	chr4	123335596	123336479	1
SRR10612066.3922402	chr2	76148066	76172219	1
SRR10612066.3922497	chr9	121669646	121738623	1
SRR10612066.3922589	chr17	33738443	33802282	1
SRR10612066.3922625	chr7	104997651	105016675	1
SRR10612066.3922744	chr12	68696406	68696653	1
SRR10612066.3922800	chr22	41277780	41277995	1
SRR10612066.3922822	chr15	24585662	24622057	1
SRR10612066.3922843_SRR10612066.4644222	chr9	42455393	42461489	2
SRR10612066.3923019	chr16	29415010	29516894	1
SRR10612066.3923028	chr15	24642273	24819190	1
SRR10612066.3923044	chr13	96588563	96588678	1
SRR10612066.3923311	chr1	45273613	45274014	1
SRR10612066.3923426	chr10	126820800	126821008	1
SRR10612066.3923456	chr1	16748435	16748523	1
SRR10612066.3923600	chr17	18352217	18352405	1
SRR10612066.3923617	chr7	6206736	6206845	1
SRR10612066.3923735	chr8	19914516	19915270	1
SRR10612066.3923850	chr7	75016813	75016926	1
SRR10612066.3923946	chr14	52344340	52355563	1
SRR10612066.3923972	chr3	181309023	181309112	1
SRR10612066.3924011	chr9	117179921	117180141	1
SRR10612066.3924024	chr1	92446598	92447222	1
SRR10612066.3924192	chr22	27192355	27192575	1
SRR10612066.3924195	chr17	57069038	57069135	1
SRR10612066.3924353	chr9	88293287	88327482	1
SRR10612066.3924411	chr7	31749777	31750237	1
SRR10612066.3924483	chr6	90154149	90154311	1
SRR10612066.3924514	chr2	237241176	237241432	1
SRR10612066.3924621_SRR10612066.4435805	chr11	65336291	65336505	2
SRR10612066.3924687	chr14	81674903	81675043	1
SRR10612066.3924757	chr6	111726753	111732750	1
SRR10612066.3924772	chr13	112943062	112947570	1
SRR10612066.3924812	chr4	142956600	142956721	1
SRR10612066.3924822	chr16	22336681	22336862	1
SRR10612066.3924830	chr1	217685992	217686170	1
SRR10612066.3924918	chr3	169894426	169894627	1
SRR10612066.3925046	chr22	22123561	22133561	1
SRR10612066.3925143	chr14	73958002	73958443	1
SRR10612066.3925270	chr3	179460594	179460956	1
SRR10612066.3925727	chr8	111216990	111217105	1
SRR10612066.3925798	chr2	234106756	234106908	1
SRR10612066.3925857	chr15	22186435	22271137	1
SRR10612066.3925964	chr10	49259663	49259983	1
SRR10612066.3925998	chr14	67859053	67859404	1
SRR10612066.3926013	chr12	105224473	105224783	1
SRR10612066.3926207	chr19	45858753	45859035	1
SRR10612066.3926283	chr2	213263972	213264481	1
SRR10612066.3926348	chr6	33876384	33876594	1
SRR10612066.3926431	chr8	97270076	97270250	1
SRR10612066.3926463	chr7	65986217	65986384	1
SRR10612066.3926607	chr2	54793565	54793690	1
SRR10612066.3926783	chr6	118786053	118786173	1
SRR10612066.3926843	chr12	123797772	123798268	1
SRR10612066.3926848	chr1	197641193	197744304	1
SRR10612066.3927067	chr19	43075692	43147967	1
SRR10612066.3927136	chr13	25480414	25480516	1
SRR10612066.3927137	chr1	235441604	235441758	1
SRR10612066.3927234	chr15	66794219	66795428	1
SRR10612066.3927294	chr9	104357968	104358161	1
SRR10612066.3927339	chr16	24980980	24981079	1
SRR10612066.3927853	chr6	129705112	129705284	1
SRR10612066.3927855	chr5	141358183	141362997	1
SRR10612066.3927876	chr2	74464539	74464887	1
SRR10612066.3927898	chr10	126631528	126631623	1
SRR10612066.3928064	chr7	75937606	75937759	1
SRR10612066.3928107	chr4	89363422	89427031	1
SRR10612066.3928155	chr15	25519207	25519361	1
SRR10612066.3928256	chr4	37869300	37869468	1
SRR10612066.3928337	chr1	1197222	1197349	1
SRR10612066.3928392_SRR10612066.5412282_SRR10612066.5941043_SRR10612066.6709873	chr8	133595941	133637702	4
SRR10612066.3928422	chr1	36550587	36552645	1
SRR10612066.3928463	chr12	39209622	39209782	1
SRR10612066.3928475	chr11	73592616	73592735	1
SRR10612066.3928773_SRR10612066.7082505	chr10	17728971	17729119	2
SRR10612066.3928803	chr17	7388055	7399277	1
SRR10612066.3928828	chr3	127327699	127335950	1
SRR10612066.3929286	chr1	54423695	54424303	1
SRR10612066.3929591	chr4	144130759	144133529	1
SRR10612066.3929632	chr15	79178155	79178406	1
SRR10612066.3929680	chr9	70927389	70929375	1
SRR10612066.3929704	chr1	53455739	53455861	1
SRR10612066.3929951	chr6	33251985	33252110	1
SRR10612066.3929989	chr10	132281986	132282148	1
SRR10612066.3930017	chr11	764745	764892	1
SRR10612066.3930138	chr6	138192350	138192575	1
SRR10612066.3930173	chr8	143359991	143360285	1
SRR10612066.3930247	chr8	91352200	91354149	1
SRR10612066.3930651	chr5	53818115	53818279	1
SRR10612066.3930673	chr12	104229495	104229589	1
SRR10612066.3930720	chr13	31034588	31034745	1
SRR10612066.3930866	chr11	134072719	134073086	1
SRR10612066.3930977	chr7	138235826	138235927	1
SRR10612066.3931006	chr10	20468961	20469513	1
SRR10612066.3931188	chr11	18319109	18320431	1
SRR10612066.3931394	chr14	81209418	81209586	1
SRR10612066.3931417	chr6	52624297	52665744	1
SRR10612066.3931491	chr10	38557431	38557568	1
SRR10612066.3931533	chr4	6303229	6303672	1
SRR10612066.3931676	chr7	6811163	6811318	1
SRR10612066.3931746	chr1	19485859	19486072	1
SRR10612066.3931778	chr9	42417736	42418109	1
SRR10612066.3932061	chr2	225368699	225371730	1
SRR10612066.3932130	chr3	156423777	156423968	1
SRR10612066.3932199	chr17	65199460	65214903	1
SRR10612066.3932264	chr2	34649429	34649607	1
SRR10612066.3932355	chr7	76725458	76725570	1
SRR10612066.3932661	chr8	26161543	26161736	1
SRR10612066.3932710	chr13	98086741	98086861	1
SRR10612066.3932718	chr4	114257784	114260457	1
SRR10612066.3932803_SRR10612066.4197962_SRR10612066.4268737_SRR10612066.5026072_SRR10612066.5337567	chr4	88116476	88116844	5
SRR10612066.3932843	chr11	62346382	62348668	1
SRR10612066.3933044	chr2	37543472	37544324	1
SRR10612066.3933067	chr4	6866798	6866923	1
SRR10612066.3933235	chr8	38594552	38595008	1
SRR10612066.3933394	chr13	98796831	98797019	1
SRR10612066.3933434	chr16	81733289	81733406	1
SRR10612066.3933535	chr20	1354619	1355091	1
SRR10612066.3933537	chr15	35678908	35679088	1
SRR10612066.3933560	chr17	20135155	20135330	1
SRR10612066.3933616_SRR10612066.6309213	chr7	131071879	131084086	2
SRR10612066.3934129	chr15	42579888	42622872	1
SRR10612066.3934244	chr16	10596604	10597039	1
SRR10612066.3934286	chr19	48125014	48126154	1
SRR10612066.3934360	chr2	48067558	48067718	1
SRR10612066.3934460	chr13	34142197	34142363	1
SRR10612066.3934471	chr13	82628593	82628699	1
SRR10612066.3934551	chr7	4945426	4945603	1
SRR10612066.3934636	chr1	108275767	108387971	1
SRR10612066.3934694	chr19	37203287	37203770	1
SRR10612066.3934802	chr12	3021672	3021785	1
SRR10612066.3934843	chr4	85744177	85744421	1
SRR10612066.3934901	chr14	61389893	61390207	1
SRR10612066.3934927	chr3	48778075	48778317	1
SRR10612066.3934943_SRR10612066.6009109	chr11	66027620	66027789	2
SRR10612066.3934966	chr15	25675742	25675960	1
SRR10612066.3935002	chr10	133745833	133745958	1
SRR10612066.3935061	chr22	50869601	50869779	1
SRR10612066.3935155	chr2	191524300	191524436	1
SRR10612066.3935219	chr1	115263182	115266550	1
SRR10612066.3935256	chr6	107905839	107905972	1
SRR10612066.3935303	chr1	228505595	228505693	1
SRR10612066.3935332	chr9	99898408	99912507	1
SRR10612066.3935394	chr1	19439922	19440174	1
SRR10612066.3935522	chr1	120395670	120395840	1
SRR10612066.3935767	chr3	132879289	132879380	1
SRR10612066.3935807_SRR10612066.4861023_SRR10612066.7228351	chr11	78189633	78204155	3
SRR10612066.3935994	chr14	70860215	70860302	1
SRR10612066.3936000	chr3	50029909	50030078	1
SRR10612066.3936095	chr10	131762005	131762169	1
SRR10612066.3936101	chr19	17302166	17302271	1
SRR10612066.3936157	chr12	62615383	62615732	1
SRR10612066.3936176	chr12	107144432	107144568	1
SRR10612066.3936177_SRR10612066.721352_SRR10612066.3827411	chr6	26056327	26056456	3
SRR10612066.3936268	chr16	13248113	13248602	1
SRR10612066.3936283	chr3	52170817	52171107	1
SRR10612066.3936350	chr7	153904655	153905083	1
SRR10612066.3936789	chr1	116183238	116183857	1
SRR10612066.3936814	chr1	211433025	211447569	1
SRR10612066.3936823	chr1	100470426	100470591	1
SRR10612066.3937041	chr17	48629375	48631643	1
SRR10612066.3937141	chr1	32599742	32600251	1
SRR10612066.3937473	chr7	908983	909127	1
