readname	chr	start	end
SRR10612066.3165143	chr14	20811245	20811434
SRR10612066.3165286	chr17	62788141	62932382
SRR10612066.3165500	chr2	230356619	230356730
SRR10612066.3165618	chr8	24366716	24367083
SRR10612066.3165626	chr3	52017319	52017413
SRR10612066.3165761	chr17	49091591	49109087
SRR10612066.3165779	chr5	101803929	101804109
SRR10612066.3166129	chr12	95925754	95925853
SRR10612066.3166166	chr2	131419025	131419296
SRR10612066.3166394	chr6	25727134	25727433
SRR10612066.3166451	chr20	3906707	3906985
SRR10612066.3166457	chr22	38885466	38885672
SRR10612066.3166606	chr14	19987525	19987888
SRR10612066.3166615	chr22	41575517	41575746
SRR10612066.3166729	chr22	19347521	19347835
SRR10612066.3166845	chr2	110905493	110905605
SRR10612066.3167033	chr20	21196994	21197149
SRR10612066.3167089	chr3	8688181	8688455
SRR10612066.3167093	chr8	77891637	77891832
SRR10612066.3167259	chr15	89811073	89811341
SRR10612066.3167283	chrX	32819580	32820017
SRR10612066.3167438	chr5	133493480	133494145
SRR10612066.3167440	chr6	167592525	167789482
SRR10612066.3167450	chr2	214215273	214239844
SRR10612066.3167635	chr4	4428015	4428217
SRR10612066.3167687	chr17	43324585	43324830
SRR10612066.3168099	chr14	50320493	50329547
SRR10612066.3168173	chr13	20580512	20608434
SRR10612066.3168175	chr5	4855134	4855214
SRR10612066.3168308	chr11	1038937	1039253
SRR10612066.3168528	chr22	43972257	43976525
SRR10612066.3168694	chr9	99774763	99774943
SRR10612066.3168709	chr10	98688807	98688995
SRR10612066.3168724	chr15	20874797	20876601
SRR10612066.3168738	chr14	20811264	20811463
SRR10612066.3168839	chr9	7203319	7251965
SRR10612066.3168843	chr19	37832925	37833099
SRR10612066.3168941	chr7	100006330	100006660
SRR10612066.3169004	chr12	56731574	56731759
SRR10612066.3169096	chr16	89366198	89366672
SRR10612066.3169106	chr5	93807185	93812874
SRR10612066.3169143	chr14	50320485	50329547
SRR10612066.3169216	chr10	119043305	119043495
SRR10612066.3169253	chr3	196843879	196846325
SRR10612066.3169272	chr2	32623661	32623753
SRR10612066.3169279	chr15	51372182	51372358
SRR10612066.3169347	chr3	158466222	158466395
SRR10612066.3169408	chr8	91501150	91501312
SRR10612066.3169520	chr14	76668699	76668797
SRR10612066.3169552	chr14	20811401	20811551
SRR10612066.3169847	chr6	53134947	53135202
SRR10612066.3169891	chr6	26991131	26991260
SRR10612066.3170027	chr16	9404277	9404472
SRR10612066.3170049	chr14	50320477	50329547
SRR10612066.3170063	chr14	25372931	25373266
SRR10612066.3170074	chr10	122662600	122663602
SRR10612066.3170107	chr1	156104240	156104626
SRR10612066.3170195	chr11	68260619	68260757
SRR10612066.3170198	chr14	20811283	20811433
SRR10612066.3170251	chr7	127224524	127224753
SRR10612066.3170353	chr13	111358894	111359403
SRR10612066.3170481	chr1	156756451	156756548
SRR10612066.3170604	chr22	23956229	23959486
SRR10612066.3170622	chr11	95516873	95517184
SRR10612066.3170711	chr11	76689489	76689600
SRR10612066.3170825	chr14	20811266	20811457
SRR10612066.3170876	chr1	211434131	211434298
SRR10612066.3170887	chr1	21257833	21258080
SRR10612066.3170910	chr17	45091953	45092102
SRR10612066.3170981	chr5	147721423	147721838
SRR10612066.3171078	chr3	174664890	174664970
SRR10612066.3171203	chr15	83824550	83824993
SRR10612066.3171218	chr2	84933697	84933954
SRR10612066.3171222	chr6	91246815	91247100
SRR10612066.3171418	chr13	112945375	112947897
SRR10612066.3171528	chr10	103899019	103899284
SRR10612066.3171623	chr18	60465971	60466119
SRR10612066.3171703	chr5	69790855	69812222
SRR10612066.3171716	chr14	103810881	103811056
SRR10612066.3171734	chr6	5568153	5568308
SRR10612066.3171815	chr6	94164446	94171931
SRR10612066.3171829	chr15	41581896	41582323
SRR10612066.3171953	chr19	19119161	19120722
SRR10612066.3171966	chr4	55095707	55095888
SRR10612066.3171986	chr2	89082248	89092011
SRR10612066.3172054	chrX	148605481	148605954
SRR10612066.3172059	chr15	24573370	24780954
SRR10612066.3172088	chr5	149416401	149416996
SRR10612066.3172239	chr6	158733407	158733591
SRR10612066.3172311	chr7	63211982	63213924
SRR10612066.3172318	chr12	9449773	9587382
SRR10612066.3172382	chr1	42948331	42964583
SRR10612066.3172494	chr3	9711130	9714404
SRR10612066.3172501	chr8	132983074	132983236
SRR10612066.3172590	chr2	139326685	139327040
SRR10612066.3172597	chrX	9983852	10031560
SRR10612066.3172618	chr19	21916229	21916450
SRR10612066.3172750	chr10	20202655	20222283
SRR10612066.3172793	chr3	195601103	195601306
SRR10612066.3172802	chr17	30720556	30720702
SRR10612066.3172888	chr11	81992302	82056712
SRR10612066.3172939	chrX	77387159	77392481
SRR10612066.3172970	chr1	35824526	35827392
SRR10612066.3173083	chr14	50320458	50329578
SRR10612066.3173109	chr1	40693268	40693379
SRR10612066.3173154	chr7	6150754	6156570
SRR10612066.3173163	chr15	72281978	72282149
SRR10612066.3173179	chr12	11094919	11095006
SRR10612066.3173375	chr19	50789835	50789954
SRR10612066.3173376	chr18	19154206	19154392
SRR10612066.3173395	chr20	5966748	5974202
SRR10612066.3173461	chr5	99752193	99752426
SRR10612066.3173513	chr14	35041398	35041515
SRR10612066.3173538	chr5	136744345	136744510
SRR10612066.3173626	chr4	54323791	54324280
SRR10612066.3173661	chr16	55727921	55729280
SRR10612066.3173723	chr18	34646915	34647137
SRR10612066.3173887	chr19	7990239	7990920
SRR10612066.3173912	chr22	29737094	29737252
SRR10612066.3173923	chr5	138994282	138994552
SRR10612066.3173993	chrX	25092701	25092923
SRR10612066.3174161	chr6	7209763	7209883
SRR10612066.3174368	chr20	14022792	14022969
SRR10612066.3174377	chr15	84800732	84800968
SRR10612066.3174419	chr4	146819964	146820147
SRR10612066.3174468	chr14	20811230	20811338
SRR10612066.3174470	chr9	140993748	140993879
SRR10612066.3174567	chr13	42385448	42393478
SRR10612066.3174678	chr19	23250208	23282996
SRR10612066.3174714	chr9	3480558	3480909
SRR10612066.3174876	chr14	20811230	20811374
SRR10612066.3174949	chr14	20811234	20811346
SRR10612066.3174982	chr2	149199941	149200126
SRR10612066.3175081	chr12	92435966	92436097
SRR10612066.3175128	chrX	110298555	110298639
SRR10612066.3175135	chr11	65192013	65192174
SRR10612066.3175183	chr11	65268506	65268951
SRR10612066.3175229	chr6	89161547	89161854
SRR10612066.3175239	chr3	124028437	124028625
SRR10612066.3175386	chrX	40982729	40982953
SRR10612066.3175557	chr14	50320489	50329541
SRR10612066.3175584	chr9	79980458	79983037
SRR10612066.3175620	chr9	134090737	134098271
SRR10612066.3175648	chr2	233680406	233681694
SRR10612066.3175772	chr7	135294533	135294952
SRR10612066.3175773	chr17	6547041	6547367
SRR10612066.3175788	chr11	72469575	72470309
SRR10612066.3175805	chr3	142455219	142467304
SRR10612066.3175964	chr2	180830366	180830458
SRR10612066.3176220	chr18	1737738	1737931
SRR10612066.3176318	chr12	123794099	123794219
SRR10612066.3176361	chr18	66518388	66518613
SRR10612066.3176633	chr15	93706011	93765295
SRR10612066.3176818	chr14	20811244	20811446
SRR10612066.3176872	chr19	36041943	36042483
SRR10612066.3176988	chr8	16900260	16927224
SRR10612066.3177144	chr10	22746330	22746424
SRR10612066.3177274	chr14	20811230	20811415
SRR10612066.3177290	chr5	69503397	69521549
SRR10612066.3177324	chr4	1976529	1976682
SRR10612066.3177458	chr19	34921481	34929659
SRR10612066.3177723	chr9	42442776	42452950
SRR10612066.3177899	chr3	107070851	107071077
SRR10612066.3178112	chr13	93274499	93274630
SRR10612066.3178381	chr3	136117596	136141341
SRR10612066.3178419	chr6	10811940	10812078
SRR10612066.3178424	chr11	65272971	65273117
SRR10612066.3178480	chr19	58579204	58773559
SRR10612066.3178520	chr17	15980342	15980492
SRR10612066.3178541	chr14	20811246	20811338
SRR10612066.3178565	chr7	36477683	36477816
SRR10612066.3178614	chr14	20811246	20811382
SRR10612066.3178844	chr8	125672923	125673111
SRR10612066.3178866	chr13	114506257	114506399
SRR10612066.3178954	chr6	43189799	43189958
SRR10612066.3179017	chr1	14948313	14948563
SRR10612066.3179039	chr9	42149730	42149848
SRR10612066.3179117	chr16	74450536	74450679
SRR10612066.3179164	chr12	48482665	48492888
SRR10612066.3179174	chr14	20811248	20811358
SRR10612066.3179202	chr12	121370802	121371334
SRR10612066.3179242	chr14	50320542	50329547
SRR10612066.3179259	chr15	24356501	24686319
SRR10612066.3179308	chr2	70037125	70037312
SRR10612066.3179323	chr8	68030483	68049839
SRR10612066.3179401	chr6	84650964	84651145
SRR10612066.3179402	chr12	2675571	2675683
SRR10612066.3179404	chr5	175657104	175657372
SRR10612066.3180243	chr10	104593823	104594731
SRR10612066.3180276	chr3	57291027	57291426
SRR10612066.3180281	chr14	20811237	20811346
SRR10612066.3180385	chr9	130210791	130210892
SRR10612066.3180392	chr14	81851697	81851795
SRR10612066.3180430	chr14	20811265	20811353
SRR10612066.3180623	chr5	179016667	179016798
SRR10612066.3180780	chr17	36659414	36659552
SRR10612066.3180928	chr6	25727161	25727250
SRR10612066.3181037	chr14	20811264	20811410
SRR10612066.3181128	chr15	78905283	79017486
SRR10612066.3181162	chr20	62566664	62566792
SRR10612066.3181252	chr8	71550783	71553270
SRR10612066.3181343	chr2	230356616	230359758
SRR10612066.3181349	chr20	32130713	32131206
SRR10612066.3181450	chr9	15278030	15278147
SRR10612066.3181712	chr11	58979602	59056294
SRR10612066.3181775	chr10	116384543	116384677
SRR10612066.3181810	chr15	29391012	29391223
SRR10612066.3181830	chr6	96957944	96958079
SRR10612066.3181895	chr14	20811265	20811453
SRR10612066.3182003	chr5	14741536	14741714
SRR10612066.3182026	chr13	44569335	44569471
SRR10612066.3182101	chr4	16705067	16705230
SRR10612066.3182309	chr10	74468050	74474952
SRR10612066.3182326	chr1	155408149	155408676
SRR10612066.3182392	chr14	20811236	20811346
SRR10612066.3182422	chr14	20811244	20811364
SRR10612066.3182648	chr16	70312863	70313127
SRR10612066.3182651	chr11	47655448	47655774
SRR10612066.3182826	chr22	18749782	18837211
SRR10612066.3182846	chr7	104846905	104847057
SRR10612066.3182999	chr4	169295400	169295758
SRR10612066.3183039	chr10	28166041	28166183
SRR10612066.3183129	chr4	187746566	187746742
SRR10612066.3183243	chr12	97865720	97865972
SRR10612066.3183256	chr6	13639815	13639914
SRR10612066.3183260	chr18	77894844	77895078
SRR10612066.3183303	chr15	98277964	98278135
SRR10612066.3183406	chr9	136338139	136338259
SRR10612066.3183441	chr17	47795490	47795724
SRR10612066.3183473	chrX	111938188	111938287
SRR10612066.3183490	chr17	60814532	60821800
SRR10612066.3183729	chr14	76644630	76647176
SRR10612066.3183756	chr5	132240409	132240545
SRR10612066.3183851	chr4	46873680	46877895
SRR10612066.3183919	chr3	90346262	90393663
SRR10612066.3183946	chr10	952181	952590
SRR10612066.3183953	chr7	34722543	34722652
SRR10612066.3184393	chrX	149984116	149984362
SRR10612066.3184398	chr12	4848456	4853836
SRR10612066.3184459	chr11	28093314	28093721
SRR10612066.3184586	chr17	41228590	41234459
SRR10612066.3184797	chr1	11576219	11576373
SRR10612066.3185060	chr4	95399587	95399730
SRR10612066.3185299	chr14	50320406	50329428
SRR10612066.3185305	chr14	20811265	20811397
SRR10612066.3185354	chr19	36563588	36563944
SRR10612066.3185397	chr12	107126815	107141381
SRR10612066.3185447	chr18	41208528	41208784
SRR10612066.3185470	chr14	20811283	20811385
SRR10612066.3185532	chr1	54550047	54550145
SRR10612066.3185631	chr11	1038928	1039031
SRR10612066.3185688	chrX	16949342	16949553
SRR10612066.3185767	chr16	2867883	2868798
SRR10612066.3185773	chr2	27632219	27632466
SRR10612066.3185831	chr4	186379589	186379719
SRR10612066.3185902	chrX	44492646	44492751
SRR10612066.3185910	chr9	71323564	71323922
SRR10612066.3185966	chr2	159333756	159433896
SRR10612066.3186087	chr7	26236028	26237258
SRR10612066.3186357	chr9	85209915	85210355
SRR10612066.3186394	chr7	4874350	4874637
SRR10612066.3186512	chr18	14663670	14698110
SRR10612066.3186618	chr9	35714855	35715122
SRR10612066.3186674	chr1	246907393	246923358
SRR10612066.3186766	chr1	144176340	144179607
SRR10612066.3186781	chr17	57445149	57445317
SRR10612066.3186950	chr14	55845683	55846027
SRR10612066.3187056	chr12	124228333	124228884
SRR10612066.3187096	chr11	68924758	68924904
SRR10612066.3187194	chr1	33741661	33742104
SRR10612066.3187255	chr22	38885411	38885601
SRR10612066.3187643	chr12	112688256	112688563
SRR10612066.3187799	chr9	139753645	139753799
SRR10612066.3187928	chr15	51555310	51555544
SRR10612066.3188022	chr17	63669090	63669208
SRR10612066.3188052	chr12	28457549	28459843
SRR10612066.3188166	chr6	113221547	113258890
SRR10612066.3188332	chr2	74598792	74605236
SRR10612066.3188356	chr1	144318411	144498729
SRR10612066.3188401	chr7	5643619	5645009
SRR10612066.3188510	chr6	16154950	16155093
SRR10612066.3188589	chr6	38869926	38870153
SRR10612066.3188710	chr8	43093354	43093800
SRR10612066.3188757	chr11	64503231	64503333
SRR10612066.3188935	chr5	69499707	69517826
SRR10612066.3188979	chr14	50320494	50329547
SRR10612066.3189076	chr14	50320494	50329552
SRR10612066.3189081	chr19	12851529	12851681
SRR10612066.3189089	chr5	64877988	64878183
SRR10612066.3189286	chr14	20811275	20811430
SRR10612066.3189398	chr22	21471979	21647171
SRR10612066.3189556	chr14	31616012	31616299
SRR10612066.3189603	chr1	203788095	203788341
SRR10612066.3189691	chr14	20811244	20811366
SRR10612066.3189692	chr1	169951167	170001116
SRR10612066.3189720	chr2	171411236	171411389
SRR10612066.3189742	chr8	100220394	100220704
SRR10612066.3189751	chr6	58289930	58290223
SRR10612066.3189791	chr2	219318110	219318284
SRR10612066.3189866	chr19	16126887	16143230
SRR10612066.3189895	chr6	15495148	15495337
SRR10612066.3189904	chr22	40712752	40713083
SRR10612066.3189920	chr17	56557260	56565568
SRR10612066.3190077	chr14	20811254	20811546
SRR10612066.3190089	chr2	70408540	70408676
SRR10612066.3190106	chr14	45651672	45651890
SRR10612066.3190157	chrX	14669725	14669967
SRR10612066.3190194	chr4	174266198	174278427
SRR10612066.3190207	chr3	51616293	51616603
SRR10612066.3190241	chr1	74978043	74978284
SRR10612066.3190310	chr6	111726744	111737529
SRR10612066.3190366	chrX	150573929	150574359
SRR10612066.3190679	chr12	6969675	6969880
SRR10612066.3190864	chr14	50320439	50329455
SRR10612066.3190925	chr15	30018583	30019026
SRR10612066.3190984	chr11	65272459	65272605
SRR10612066.3191061	chr4	41411032	41412612
SRR10612066.3191128	chr9	135758197	135758475
SRR10612066.3191156	chr21	44319056	44319380
SRR10612066.3191186	chr4	108549644	108549819
SRR10612066.3191190	chr9	70931676	70936249
SRR10612066.3191318	chr1	115142838	115142987
SRR10612066.3191398	chr14	20811265	20811440
SRR10612066.3191465	chr14	20811395	20811552
SRR10612066.3191557	chr14	20811244	20811369
SRR10612066.3191571	chr14	50320471	50329531
SRR10612066.3191646	chr10	22746330	22746424
SRR10612066.3191657	chr18	43467789	43469857
SRR10612066.3191855	chr2	132053495	132112411
SRR10612066.3191882	chr2	177009560	177010038
SRR10612066.3191890	chr6	167457939	167458064
SRR10612066.3192081	chr1	1229294	1229772
SRR10612066.3192112	chr13	64344033	64344298
SRR10612066.3192166	chr1	224639133	224639319
SRR10612066.3192237	chr8	28492410	28492519
SRR10612066.3192376	chr1	161111126	161111272
SRR10612066.3192379	chr11	63432494	63432610
SRR10612066.3192399	chr7	122027103	122028792
SRR10612066.3192493	chr11	35251352	35251500
SRR10612066.3192640	chr2	132269923	132270198
SRR10612066.3192711	chr15	21025465	21025633
SRR10612066.3192743	chr14	20811283	20811400
SRR10612066.3192837	chr16	30720911	30721609
SRR10612066.3192848	chr9	3699240	3699454
SRR10612066.3192969	chr16	33312801	33350993
SRR10612066.3193051	chr1	9787602	9787830
SRR10612066.3193071	chr21	33104163	33104366
SRR10612066.3193510	chr10	98319396	98319503
SRR10612066.3193549	chr8	48883340	48885606
SRR10612066.3193558	chr5	36955639	36955739
SRR10612066.3193599	chr15	20546014	20547772
SRR10612066.3193654	chr9	111998654	111998793
SRR10612066.3193664	chr5	101843921	101844135
SRR10612066.3193680	chr14	20811265	20811377
SRR10612066.3193708	chr9	131873692	131873898
SRR10612066.3193761	chr4	113351819	113352142
SRR10612066.3193953	chr13	22140448	22140876
SRR10612066.3193981	chr14	20811246	20811337
SRR10612066.3193994	chr6	109718925	109719110
SRR10612066.3194204	chr3	124453119	124453860
SRR10612066.3194273	chr1	85136387	85136927
SRR10612066.3194281	chr6	83891649	83891824
SRR10612066.3194380	chr17	33254868	33256005
SRR10612066.3194438	chr1	70746711	70747163
SRR10612066.3194457	chr16	11796066	11796256
SRR10612066.3194494	chr4	4431052	4431243
SRR10612066.3194873	chr5	115627214	115639380
SRR10612066.3194912	chr1	109813038	109813151
SRR10612066.3194957	chr14	50320392	50329547
SRR10612066.3194985	chr2	240952444	240953100
SRR10612066.3195027	chr14	50320477	50329528
SRR10612066.3195233	chr22	21081805	21081985
SRR10612066.3195422	chr3	142455219	142462020
SRR10612066.3195687	chr1	148256736	148261585
SRR10612066.3195700	chr14	20811246	20811418
SRR10612066.3195714	chr10	121079156	121128565
SRR10612066.3195751	chr22	35728274	35728628
SRR10612066.3195755	chr3	47752244	47770543
SRR10612066.3195854	chr8	83427198	83427573
SRR10612066.3195887	chr10	100633146	100633279
SRR10612066.3195932	chr5	140706120	140706400
SRR10612066.3195984	chr2	230356616	230359758
SRR10612066.3196130	chr3	81939644	81939800
SRR10612066.3196252	chr7	73646393	73649977
SRR10612066.3196379	chr14	20811265	20811472
SRR10612066.3196711	chr7	156436551	156437416
SRR10612066.3196742	chr16	66819932	66820161
SRR10612066.3196807	chr22	21479835	21480061
SRR10612066.3196812	chr2	96499688	96500024
SRR10612066.3196922	chr4	15629505	15629652
SRR10612066.3197010	chr8	139468599	139468806
SRR10612066.3197121	chr1	23080651	23080857
SRR10612066.3197223	chr18	44574776	44574938
SRR10612066.3197285	chr11	84693909	84694028
SRR10612066.3197473	chr17	37805513	37805702
SRR10612066.3197478	chr20	51886739	51886855
SRR10612066.3197622	chr5	56160584	56161804
SRR10612066.3197840	chr6	162846496	162846622
SRR10612066.3198061	chr10	22746327	22746430
SRR10612066.3198244	chr11	64543124	64543257
SRR10612066.3198328	chr12	93822684	93822785
SRR10612066.3198460	chr22	25875838	25875965
SRR10612066.3198469	chr1	145330757	145340260
SRR10612066.3198876	chr12	9440423	9596541
SRR10612066.3199072	chr3	185371797	185372233
SRR10612066.3199093	chr3	12660013	12660238
SRR10612066.3199240	chr10	37534680	37534857
SRR10612066.3199352	chr2	73264696	73264879
SRR10612066.3199540	chr22	47171118	47171217
SRR10612066.3199924	chr22	44678819	44738439
SRR10612066.3200005	chr3	49070309	49070449
SRR10612066.3200278	chr10	103546510	103546644
SRR10612066.3200288	chr7	155463028	155463207
SRR10612066.3200364	chr22	29737665	29746141
SRR10612066.3200383	chr14	20811245	20811446
SRR10612066.3200418	chr19	36782170	36787108
SRR10612066.3200456	chr11	47536520	47536752
SRR10612066.3200529	chr1	224639133	224639319
SRR10612066.3200595	chr20	60766886	60767005
SRR10612066.3200937	chr14	20811264	20811380
SRR10612066.3200983	chr10	32871996	32873201
SRR10612066.3200987	chr16	69970307	69971099
SRR10612066.3200998	chr8	47535742	47536229
SRR10612066.3201063	chr13	45605703	45605996
SRR10612066.3201212	chr4	76584090	76587211
SRR10612066.3201445	chr11	93141431	93141529
SRR10612066.3201703	chr2	86251177	86251304
SRR10612066.3201771	chr3	49461170	49461602
SRR10612066.3201807	chr5	125612933	125613149
SRR10612066.3201838	chr19	6415639	6415895
SRR10612066.3201890	chr14	20811264	20811356
SRR10612066.3201904	chr15	64628020	64634370
SRR10612066.3201937	chr1	202935013	202935944
SRR10612066.3201960	chr15	37189524	37190204
SRR10612066.3201969	chr1	210263592	210263854
SRR10612066.3201978	chr5	179116611	179116887
SRR10612066.3202032	chrX	118952665	118960662
SRR10612066.3202059	chr12	57868796	57869061
SRR10612066.3202149	chr21	43900113	43900196
SRR10612066.3202150	chr1	45865760	45866100
SRR10612066.3202186	chr11	57440522	57440629
SRR10612066.3202201	chr3	48030098	48030265
SRR10612066.3202265	chr10	104404298	104404427
SRR10612066.3202325	chr14	20811237	20811346
SRR10612066.3202394	chr3	155628513	155629005
SRR10612066.3202535	chr14	76458565	76458814
SRR10612066.3202602	chr20	41457494	41457668
SRR10612066.3202689	chr17	48451915	48452253
SRR10612066.3202734	chr14	20811237	20811346
SRR10612066.3202746	chr1	161091909	161092241
SRR10612066.3202836	chr6	30003571	30003762
SRR10612066.3202951	chr15	75866693	75866822
SRR10612066.3203065	chr8	145317282	145486478
SRR10612066.3203139	chr15	41962979	41963099
SRR10612066.3203205	chr14	20811283	20811430
SRR10612066.3203271	chr2	96041670	96042061
SRR10612066.3203328	chr10	22746329	22746430
SRR10612066.3203530	chr19	19673631	19673887
SRR10612066.3203564	chr14	50320516	50329567
SRR10612066.3203610	chr17	38079363	38080423
SRR10612066.3203793	chr6	25727149	25727280
SRR10612066.3203816	chr12	112658974	112659114
SRR10612066.3203835	chr7	145515330	145515476
SRR10612066.3203957	chr15	73051747	73051937
SRR10612066.3204056	chr8	43094414	43094960
SRR10612066.3204108	chr18	14663667	14675282
SRR10612066.3204186	chr14	20811230	20811433
SRR10612066.3204368	chr2	73442263	73442370
SRR10612066.3204478	chr2	219459848	219460198
SRR10612066.3204497	chr5	112900660	112901212
SRR10612066.3204545	chr20	5174006	5174111
SRR10612066.3204632	chr14	20811242	20811370
SRR10612066.3204672	chr2	96696157	96696241
SRR10612066.3204679	chr8	39347380	39347609
SRR10612066.3204815	chr12	120729639	120731030
SRR10612066.3204938	chr14	20811280	20811468
SRR10612066.3205077	chr1	49678298	49678388
SRR10612066.3205146	chr11	81716378	81716515
SRR10612066.3205233	chr2	186415362	186415495
SRR10612066.3205305	chr15	72208710	72302791
SRR10612066.3205385	chr5	179688683	179707608
SRR10612066.3205466	chr19	16127614	16127775
SRR10612066.3205566	chr17	7847483	7847918
SRR10612066.3205620	chr14	84479929	84480120
SRR10612066.3205658	chr11	62398618	62400140
SRR10612066.3205694	chr1	156432334	156448407
SRR10612066.3205738	chr4	123354950	123355066
SRR10612066.3205802	chr20	5454883	5481858
SRR10612066.3205848	chr19	50981239	50983398
SRR10612066.3206071	chr6	18623954	18624059
SRR10612066.3206457	chr9	132618989	132619274
SRR10612066.3206476	chr15	25652290	25654272
SRR10612066.3206672	chrX	54278065	54319396
SRR10612066.3206830	chr10	29839553	29839851
SRR10612066.3206914	chr2	183902723	183902854
SRR10612066.3207025	chr10	104329460	104329612
SRR10612066.3207218	chr9	85658375	85658485
SRR10612066.3207340	chr13	45950377	45950652
SRR10612066.3207639	chr1	52899570	52899727
SRR10612066.3207857	chr15	44688361	44688571
SRR10612066.3207875	chr11	3765836	3774596
SRR10612066.3207890	chr14	20811251	20811554
SRR10612066.3208022	chr6	159004993	159006457
SRR10612066.3208536	chr2	89085992	89087977
SRR10612066.3208594	chr12	131297440	131297719
SRR10612066.3208663	chr6	76419251	76421094
SRR10612066.3209023	chr14	99924643	99927585
SRR10612066.3209063	chr1	70591864	70592419
SRR10612066.3209076	chr14	50320503	50329511
SRR10612066.3209087	chr6	167435895	167458064
SRR10612066.3209098	chr17	36288268	36343991
SRR10612066.3209142	chr11	72114023	72119243
SRR10612066.3209253	chr17	77083765	77083951
SRR10612066.3209264	chr6	58279284	58285386
SRR10612066.3209444	chr13	44300391	44301002
SRR10612066.3209753	chr22	29916071	29917089
SRR10612066.3209873	chr14	20811244	20811370
SRR10612066.3209949	chr1	111098302	111098503
SRR10612066.3209965	chr2	111319913	111320222
SRR10612066.3209996	chr20	34446222	34459753
SRR10612066.3210057	chrX	153590463	153590643
SRR10612066.3210059	chr20	42160598	42160869
SRR10612066.3210109	chr14	50320447	50329476
SRR10612066.3210133	chr8	103266579	103266960
SRR10612066.3210154	chr3	47611631	47611835
SRR10612066.3210169	chr11	118621223	118621408
SRR10612066.3210186	chr17	58045350	58045562
SRR10612066.3210207	chr17	26931304	26931580
SRR10612066.3210210	chr2	32694130	32694308
SRR10612066.3210424	chr5	69497838	69517807
SRR10612066.3210432	chr12	123510999	123511227
SRR10612066.3210502	chr1	145333104	145338572
SRR10612066.3210532	chr15	75849354	75849481
SRR10612066.3210568	chr7	24458335	24458519
SRR10612066.3210613	chr9	91943573	91943801
SRR10612066.3210622	chr1	209162275	209162457
SRR10612066.3210677	chr17	8243479	8243607
SRR10612066.3210690	chr1	49203234	49203498
SRR10612066.3210711	chr1	146224237	146232603
SRR10612066.3210778	chr6	130007161	130007259
SRR10612066.3210927	chr15	92624179	92624324
SRR10612066.3211075	chr14	20811230	20811366
SRR10612066.3211316	chr14	20811265	20811447
SRR10612066.3211551	chr16	80623784	80623978
SRR10612066.3211575	chr10	91965530	91979809
SRR10612066.3211738	chr14	20811264	20811436
SRR10612066.3211839	chr5	41007487	41008742
SRR10612066.3212030	chr20	31039847	31040026
SRR10612066.3212038	chr13	64354254	64354353
SRR10612066.3212055	chr22	41967607	41967701
SRR10612066.3212210	chrX	153278535	153278778
SRR10612066.3212412	chr5	54420661	54420834
SRR10612066.3212445	chr16	20830007	20830344
SRR10612066.3212600	chr12	112682069	112682302
SRR10612066.3212791	chr16	84163931	84164796
SRR10612066.3212800	chr14	20811299	20811440
SRR10612066.3212811	chr14	20811237	20811346
SRR10612066.3212852	chr22	42054899	42055306
SRR10612066.3212941	chr17	11456422	11456547
SRR10612066.3212979	chr22	45728046	45728247
SRR10612066.3213007	chr17	10627279	10627367
SRR10612066.3213115	chr15	56710094	56710294
SRR10612066.3213127	chr10	101981959	101982617
SRR10612066.3213172	chr14	20811435	20811541
SRR10612066.3213234	chr12	87967	88682
SRR10612066.3213303	chr17	80053250	80054266
SRR10612066.3213347	chr12	7585219	7585333
SRR10612066.3213387	chr4	37649032	37700083
SRR10612066.3213389	chr11	81860625	81860739
SRR10612066.3213399	chr16	3778689	3778795
SRR10612066.3213415	chr9	4684888	4685087
SRR10612066.3213431	chr14	32091977	32092414
SRR10612066.3213446	chr22	29177045	29179626
SRR10612066.3213497	chr9	124064354	124065224
SRR10612066.3213555	chr7	99621796	99621896
SRR10612066.3213626	chr16	29459431	29561325
SRR10612066.3213723	chr14	50320471	50329547
SRR10612066.3213772	chr16	11374735	11374896
SRR10612066.3213773	chr6	155588605	155588768
SRR10612066.3213905	chr3	142455219	142467304
SRR10612066.3213970	chr16	69317947	69318149
SRR10612066.3213993	chr7	55275169	55275347
SRR10612066.3214129	chr14	20811277	20811457
SRR10612066.3214133	chr4	3319517	3319617
SRR10612066.3214136	chr17	2207285	2221271
SRR10612066.3214156	chr10	22746328	22746427
SRR10612066.3214171	chr6	166076024	166076204
SRR10612066.3214258	chr5	97023534	97023827
SRR10612066.3214308	chr14	20811265	20811384
SRR10612066.3214343	chr19	18851789	18852767
SRR10612066.3214529	chr17	55759924	55760116
SRR10612066.3214551	chr1	115088609	115088767
SRR10612066.3214676	chr2	27658846	27659009
SRR10612066.3214932	chr20	61434010	61434155
SRR10612066.3215024	chr3	52436402	52436692
SRR10612066.3215071	chr14	50320485	50329547
SRR10612066.3215138	chr17	74487611	74487774
SRR10612066.3215139	chr1	156204592	156204838
SRR10612066.3215210	chr3	121563365	121573670
SRR10612066.3215253	chr3	52421879	52421992
SRR10612066.3215290	chr10	132922407	132922507
SRR10612066.3215450	chr11	72141364	72145296
SRR10612066.3215712	chr5	16720069	16720245
SRR10612066.3215753	chr14	20811283	20811493
SRR10612066.3215755	chr1	19548430	19548573
SRR10612066.3215774	chr15	40113414	40113797
SRR10612066.3215968	chr11	130252108	130252206
SRR10612066.3215999	chr22	21740304	21903031
