readname	chr	start	end
SRR10612066.1645699	chr11	65270173	65270459
SRR10612066.1645733	chr14	50320446	50329557
SRR10612066.1645767	chr6	151416944	151417344
SRR10612066.1645949	chr11	123483543	123484251
SRR10612066.1646061	chr20	15342508	15342600
SRR10612066.1646213	chr6	162222493	162222765
SRR10612066.1646321	chr11	812014	812299
SRR10612066.1646345	chr14	20811283	20811441
SRR10612066.1646363	chr15	44223248	44223463
SRR10612066.1646367	chr1	144158926	144163736
SRR10612066.1646496	chr14	20811259	20811466
SRR10612066.1646647	chr8	93938417	93938517
SRR10612066.1646676	chr4	40144418	40146304
SRR10612066.1646742	chr14	20811283	20811409
SRR10612066.1646809	chr12	125397204	125398321
SRR10612066.1646862	chr14	20811240	20811457
SRR10612066.1646909	chr1	54690369	54690570
SRR10612066.1646925	chr2	73799386	73800551
SRR10612066.1647057	chr20	61673799	61674007
SRR10612066.1647232	chr21	47738813	47739118
SRR10612066.1647371	chr8	94349626	94374806
SRR10612066.1647394	chr17	56091004	56092325
SRR10612066.1647396	chr20	34218376	34218894
SRR10612066.1647541	chr22	38323463	38323628
SRR10612066.1647940	chrX	146412237	146412374
SRR10612066.1647994	chr9	124261830	124262087
SRR10612066.1648117	chr21	24238747	24238956
SRR10612066.1648141	chr6	13711578	13711813
SRR10612066.1648145	chr15	43766940	43767826
SRR10612066.1648275	chr14	50320494	50329547
SRR10612066.1648331	chr10	37197345	37334519
SRR10612066.1648366	chr14	20811268	20811408
SRR10612066.1648597	chr7	127013454	127014126
SRR10612066.1648621	chr14	50320494	50329547
SRR10612066.1648761	chr8	133637568	133637693
SRR10612066.1648830	chr20	23618386	23618587
SRR10612066.1648871	chr2	207462697	207462835
SRR10612066.1648965	chr16	49063078	49262672
SRR10612066.1648987	chr1	183025249	183025406
SRR10612066.1649092	chr2	241452666	241452852
SRR10612066.1649147	chr3	70061513	70062749
SRR10612066.1649178	chr2	114512793	114513122
SRR10612066.1649185	chr12	57868815	57869050
SRR10612066.1649211	chr19	4471801	4471923
SRR10612066.1649333	chr2	113326349	113326484
SRR10612066.1649621	chr14	20811229	20811349
SRR10612066.1649661	chr11	86290394	86290834
SRR10612066.1649666	chrY	8554012	8554225
SRR10612066.1649805	chr17	45219301	45229209
SRR10612066.1649810	chr4	113281641	113281836
SRR10612066.1649907	chr14	50320493	50329547
SRR10612066.1649992	chr3	123457862	123458852
SRR10612066.1650009	chr5	74076328	74076486
SRR10612066.1650322	chr10	90716471	90716736
SRR10612066.1650411	chr1	247050636	247051714
SRR10612066.1650488	chr19	18885778	18886548
SRR10612066.1650512	chr14	20811281	20811410
SRR10612066.1650515	chr14	20811246	20811358
SRR10612066.1650528	chr15	85928350	85928566
SRR10612066.1650599	chr3	22210309	22251972
SRR10612066.1650728	chr4	75091017	75091107
SRR10612066.1650822	chr9	42442311	42452506
SRR10612066.1650893	chr13	98645453	98647141
SRR10612066.1650962	chr20	60559362	60559527
SRR10612066.1651084	chr5	14827043	14827159
SRR10612066.1651166	chr11	72080976	72081633
SRR10612066.1651208	chr2	130816432	130816670
SRR10612066.1651233	chr19	42532569	42532928
SRR10612066.1651283	chr1	175944125	175944298
SRR10612066.1651331	chr9	131700602	131700800
SRR10612066.1651349	chrX	54007281	54007535
SRR10612066.1651369	chr4	141407299	141407393
SRR10612066.1651412	chr15	65756134	65759463
SRR10612066.1651422	chr5	177490569	177490681
SRR10612066.1651522	chr16	87419787	87425885
SRR10612066.1651636	chr14	50320403	50392587
SRR10612066.1651649	chr2	95450963	95451095
SRR10612066.1651697	chr2	98095279	98095543
SRR10612066.1651723	chr22	37755224	37755361
SRR10612066.1651728	chr3	48098717	48254330
SRR10612066.1651830	chr2	73302116	73302487
SRR10612066.1651891	chr2	96906006	96906265
SRR10612066.1651902	chr1	1781412	1815475
SRR10612066.1651938	chr16	67240419	67241362
SRR10612066.1651995	chr2	230356618	230359762
SRR10612066.1652000	chr2	89085987	89087982
SRR10612066.1652098	chr14	20811266	20811417
SRR10612066.1652143	chr11	10619731	10619821
SRR10612066.1652457	chr2	95545815	95545972
SRR10612066.1652477	chr12	50356000	50357339
SRR10612066.1652692	chr2	73677958	73678614
SRR10612066.1652859	chr17	34490959	34579097
SRR10612066.1652884	chr7	40087621	40087822
SRR10612066.1652964	chr16	30680087	30680239
SRR10612066.1653111	chr14	20811283	20811450
SRR10612066.1653194	chr7	129475673	129475875
SRR10612066.1653217	chr2	88899717	88920219
SRR10612066.1653241	chr7	45621383	45621576
SRR10612066.1653256	chr1	155001752	155002590
SRR10612066.1653286	chr14	20811264	20811515
SRR10612066.1653412	chr2	230356616	230356750
SRR10612066.1653482	chr9	34259682	34286651
SRR10612066.1653582	chr6	39664435	39664543
SRR10612066.1653707	chr14	20811266	20811497
SRR10612066.1653713	chr11	28564792	28577065
SRR10612066.1653874	chr3	9869016	9869162
SRR10612066.1654023	chr2	72469639	72469923
SRR10612066.1654062	chr2	98102782	98107106
SRR10612066.1654074	chr1	166643913	166644196
SRR10612066.1654109	chr2	30377058	30377363
SRR10612066.1654179	chr2	72582610	72582816
SRR10612066.1654228	chr5	61747662	61747760
SRR10612066.1654238	chr3	52438529	52439313
SRR10612066.1654245	chr8	30318502	30318702
SRR10612066.1654368	chr14	50320494	50329547
SRR10612066.1654376	chr8	125553392	125553552
SRR10612066.1654417	chr1	113649847	113650060
SRR10612066.1654444	chr9	135202380	135202582
SRR10612066.1654557	chr7	127596649	127596736
SRR10612066.1654559	chr19	39011690	39011871
SRR10612066.1654587	chr4	110124792	110125017
SRR10612066.1654589	chr18	14875145	14875325
SRR10612066.1654603	chr14	20811234	20811398
SRR10612066.1654623	chr5	54412110	54412447
SRR10612066.1655012	chr14	101433469	101433686
SRR10612066.1655024	chr12	94658911	94692448
SRR10612066.1655206	chr5	72056238	72056389
SRR10612066.1655270	chr16	2052353	2052581
SRR10612066.1655272	chr15	72227693	72227817
SRR10612066.1655280	chr14	20811230	20811463
SRR10612066.1655300	chr2	135671896	135672217
SRR10612066.1655520	chr22	18751253	18838569
SRR10612066.1655626	chr14	50320501	50329547
SRR10612066.1655705	chr18	46933034	46933294
SRR10612066.1655729	chr12	57625995	57626261
SRR10612066.1655756	chr21	40535997	40536247
SRR10612066.1655778	chr4	143108426	143108573
SRR10612066.1655805	chr17	17748818	17748974
SRR10612066.1655867	chr5	12970264	12970466
SRR10612066.1656019	chr22	51220892	51221039
SRR10612066.1656077	chr1	161164943	161165168
SRR10612066.1656514	chr14	20811235	20811474
SRR10612066.1656520	chr14	70924242	70991613
SRR10612066.1656664	chr14	102920914	102921269
SRR10612066.1656690	chr7	74950857	74978960
SRR10612066.1656695	chr1	237095710	237101051
SRR10612066.1656728	chr9	115876912	115877176
SRR10612066.1657034	chr1	73895305	73895524
SRR10612066.1657050	chr3	14705025	14705325
SRR10612066.1657057	chr4	5813371	5814041
SRR10612066.1657092	chr4	93196469	93364001
SRR10612066.1657124	chr8	57358424	57359155
SRR10612066.1657276	chr14	76248855	76249521
SRR10612066.1657441	chr17	80024303	80024796
SRR10612066.1657516	chr15	64826815	64826924
SRR10612066.1657666	chr10	101731806	101769669
SRR10612066.1657676	chr2	230356615	230359758
SRR10612066.1657920	chr14	20811304	20811441
SRR10612066.1657952	chr14	20811233	20811446
SRR10612066.1658129	chr2	11716515	11718450
SRR10612066.1658256	chr14	20811263	20811441
SRR10612066.1658299	chr2	136443855	136444080
SRR10612066.1658344	chr3	52243560	52243769
SRR10612066.1658410	chr10	22746330	22746428
SRR10612066.1658423	chr1	161146278	161147270
SRR10612066.1658434	chr3	151631379	151631552
SRR10612066.1658606	chr1	155580522	155716250
SRR10612066.1658654	chr5	69499707	69517821
SRR10612066.1658701	chr11	43405374	43405478
SRR10612066.1658814	chr7	32665334	32665600
SRR10612066.1658842	chrX	17433177	17433401
SRR10612066.1658903	chr2	179304884	179305038
SRR10612066.1658986	chr1	186394347	186405391
SRR10612066.1659028	chr13	95806025	95806217
SRR10612066.1659035	chr2	235165044	235165184
SRR10612066.1659088	chr21	33955956	33956331
SRR10612066.1659107	chr1	139788	324505
SRR10612066.1659222	chr22	39135823	39135981
SRR10612066.1659252	chr14	71536523	71536697
SRR10612066.1659287	chr22	29704380	29704518
SRR10612066.1659304	chr13	40298658	40325126
SRR10612066.1659307	chr5	151043030	151043164
SRR10612066.1659540	chr14	50320494	50329544
SRR10612066.1659641	chr6	20801351	20801535
SRR10612066.1659692	chr14	50320474	50329544
SRR10612066.1659717	chr13	28014517	28024303
SRR10612066.1659830	chr14	50320494	50329547
SRR10612066.1659898	chr3	47459022	47459186
SRR10612066.1659962	chr3	19561508	19561654
SRR10612066.1660048	chr11	117281713	117281835
SRR10612066.1660209	chr5	109904150	109978050
SRR10612066.1660301	chr19	50307770	50308056
SRR10612066.1660478	chr18	14769340	14828658
SRR10612066.1660488	chrX	70346853	70347222
SRR10612066.1660497	chr2	233116519	233116642
SRR10612066.1660715	chr14	50320493	50329547
SRR10612066.1660759	chr19	54058456	54058676
SRR10612066.1660771	chr14	50320400	50329522
SRR10612066.1660779	chr15	39719351	39719492
SRR10612066.1660882	chr2	97563152	97563260
SRR10612066.1660898	chr14	20811229	20811488
SRR10612066.1660972	chr13	33181657	33181973
SRR10612066.1661029	chr2	191855967	191859848
SRR10612066.1661030	chr13	45951820	45955907
SRR10612066.1661340	chr20	2975164	2975263
SRR10612066.1661583	chr8	124492510	124492675
SRR10612066.1661652	chr3	197548018	197548193
SRR10612066.1661734	chr14	20811264	20811410
SRR10612066.1661743	chr3	11043665	11043866
SRR10612066.1661917	chr14	50320493	50329547
SRR10612066.1661926	chr14	20811230	20811446
SRR10612066.1661966	chr19	18391915	18392188
SRR10612066.1662008	chr15	24573366	24780955
SRR10612066.1662209	chr19	55992890	55994424
SRR10612066.1662333	chr4	56342130	56376234
SRR10612066.1662385	chr1	186303514	186303666
SRR10612066.1662412	chr5	167938516	167938703
SRR10612066.1662418	chr22	39900414	39900538
SRR10612066.1662505	chr5	70498972	70517131
SRR10612066.1662514	chr7	2671683	2686525
SRR10612066.1662542	chr16	67198800	67199736
SRR10612066.1662561	chr17	17001486	17001719
SRR10612066.1662564	chr10	95721057	95721151
SRR10612066.1662624	chr4	174127849	174128109
SRR10612066.1662735	chr1	180166008	180166152
SRR10612066.1662736	chr5	55269168	55269314
SRR10612066.1662768	chr3	47289943	47291626
SRR10612066.1662867	chr16	87333004	87333163
SRR10612066.1662889	chr9	2695560	2695817
SRR10612066.1662909	chr14	56690164	56690358
SRR10612066.1663022	chr1	201667655	201667846
SRR10612066.1663044	chr9	101042802	101043102
SRR10612066.1663071	chr4	147655904	147656000
SRR10612066.1663135	chr18	61317350	61337228
SRR10612066.1663187	chr1	174670218	174670498
SRR10612066.1663243	chr14	20811241	20811447
SRR10612066.1663256	chr15	82975388	83141060
SRR10612066.1663306	chr14	20811239	20811446
SRR10612066.1663369	chr1	89935417	89935742
SRR10612066.1663381	chr22	18842869	18842996
SRR10612066.1663398	chr4	37083503	37083743
SRR10612066.1663444	chr14	20811283	20811472
SRR10612066.1663516	chr1	1413522	1413746
SRR10612066.1663570	chr14	20811233	20811346
SRR10612066.1663729	chr21	34927211	34927358
SRR10612066.1663830	chr8	81235065	81235173
SRR10612066.1663867	chr12	111089126	111093096
SRR10612066.1663938	chr11	115243398	115243810
SRR10612066.1663963	chr17	54978810	54981782
SRR10612066.1663984	chr14	20811265	20811431
SRR10612066.1663998	chrX	24372116	24372260
SRR10612066.1664039	chr6	109721322	109748368
SRR10612066.1664089	chr18	2937891	2938004
SRR10612066.1664512	chr11	70201745	70201895
SRR10612066.1664661	chr17	34941946	34942160
SRR10612066.1664723	chr7	99666106	99666392
SRR10612066.1664853	chr1	18589016	18589149
SRR10612066.1664926	chr6	126212833	126213024
SRR10612066.1664929	chr15	24480137	24622069
SRR10612066.1665176	chr14	20811262	20811507
SRR10612066.1665193	chr1	89284905	89285114
SRR10612066.1665196	chr1	109735470	109737117
SRR10612066.1665219	chr22	41251074	41251171
SRR10612066.1665221	chr13	113832780	113833033
SRR10612066.1665285	chr5	65321780	65322234
SRR10612066.1665457	chr14	20811265	20811478
SRR10612066.1665529	chr2	230356616	230359758
SRR10612066.1665560	chr9	96233421	96238622
SRR10612066.1665630	chr18	14878961	14879282
SRR10612066.1665663	chr8	94723184	94723633
SRR10612066.1665826	chr22	39131688	39131883
SRR10612066.1665848	chr19	630140	632904
SRR10612066.1665885	chr8	103582839	103583116
SRR10612066.1666000	chr17	56536198	56540214
SRR10612066.1666031	chr2	89082369	89084307
SRR10612066.1666059	chr22	18668590	18860481
SRR10612066.1666293	chr8	95888327	95888513
SRR10612066.1666424	chr18	5783907	5784096
SRR10612066.1666488	chr10	111728695	111728873
SRR10612066.1666507	chr2	219896067	219896276
SRR10612066.1666518	chr8	43256176	43256403
SRR10612066.1666525	chr1	24288836	24288939
SRR10612066.1666532	chr7	75458452	75463994
SRR10612066.1666592	chr3	97132896	97133994
SRR10612066.1666638	chr8	140929898	140930123
SRR10612066.1666647	chr2	211018362	211018560
SRR10612066.1666763	chr22	47312410	47312584
SRR10612066.1666901	chr2	184658171	184842323
SRR10612066.1666922	chr17	47921608	47921761
SRR10612066.1666942	chr10	37430808	37431151
SRR10612066.1667038	chr18	32925510	32925989
SRR10612066.1667040	chr1	51045837	51045955
SRR10612066.1667046	chr14	75456975	75457255
SRR10612066.1667170	chr12	55986906	55995387
SRR10612066.1667172	chr7	65955431	66313207
SRR10612066.1667415	chr1	146650769	146650943
SRR10612066.1667484	chr16	53503952	53504085
SRR10612066.1667527	chr9	125680388	125680653
SRR10612066.1667529	chr17	4646803	4646922
SRR10612066.1667568	chr8	16503215	16535170
SRR10612066.1667592	chr2	230356629	230356750
SRR10612066.1667788	chr1	228494763	228504598
SRR10612066.1667817	chr15	60851733	60851872
SRR10612066.1667841	chr7	102193514	102292685
SRR10612066.1667885	chr8	131191549	131193051
SRR10612066.1667889	chr1	162543578	162544069
SRR10612066.1667923	chr13	52832664	52865697
SRR10612066.1667927	chr14	20811266	20811478
SRR10612066.1668041	chr7	88071894	88072042
SRR10612066.1668076	chr10	22758513	22758654
SRR10612066.1668196	chr13	28961378	28961535
SRR10612066.1668262	chr19	6221542	6221659
SRR10612066.1668310	chr6	34557897	34558214
SRR10612066.1668334	chr10	76108903	76109187
SRR10612066.1668415	chr21	27394267	27462377
SRR10612066.1668419	chr6	8399544	8399692
SRR10612066.1668427	chr14	71818567	71884915
SRR10612066.1668634	chr9	99913213	99913471
SRR10612066.1668703	chr14	75377214	75377308
SRR10612066.1668709	chr14	105408233	105410923
SRR10612066.1668720	chr7	43850723	43853958
SRR10612066.1668740	chr2	32668559	32679010
SRR10612066.1668827	chr14	32561302	32561554
SRR10612066.1668866	chr7	77354709	77355190
SRR10612066.1668882	chr12	45636409	45636686
SRR10612066.1668979	chr16	77798606	77798792
SRR10612066.1669065	chr3	151449688	151449910
SRR10612066.1669237	chr1	89284952	89285103
SRR10612066.1669280	chr6	151073231	151073422
SRR10612066.1669315	chr14	20811241	20811467
SRR10612066.1669353	chr12	70671937	70672054
SRR10612066.1669370	chr14	65991325	65991563
SRR10612066.1669372	chr3	49135170	49135294
SRR10612066.1669384	chr12	57785566	57785697
SRR10612066.1669431	chr13	53255505	53255707
SRR10612066.1669460	chr5	69497838	69517844
SRR10612066.1669588	chr2	230356619	230356739
SRR10612066.1669752	chr5	137148915	137149047
SRR10612066.1669761	chr12	97924492	97954825
SRR10612066.1669790	chr12	63359110	63359494
SRR10612066.1669795	chr4	110019827	110020010
SRR10612066.1669843	chr2	230356616	230356750
SRR10612066.1669976	chr19	46317946	46318069
SRR10612066.1670022	chr7	66006497	66006817
SRR10612066.1670062	chr2	238062922	238063157
SRR10612066.1670091	chr21	47021678	47022106
SRR10612066.1670189	chr1	151196430	151196583
SRR10612066.1670194	chr7	121248790	121248941
SRR10612066.1670231	chr10	22746334	22746425
SRR10612066.1670259	chr16	30059858	30059993
SRR10612066.1670276	chr7	45545165	45545331
SRR10612066.1670409	chr8	144671200	144671308
SRR10612066.1670532	chr14	20811260	20811369
SRR10612066.1670790	chr3	172054621	172058122
SRR10612066.1670857	chr2	57942566	57942652
SRR10612066.1670986	chr15	78129704	78129848
SRR10612066.1670990	chr2	230356616	230356747
SRR10612066.1671034	chr14	23840684	23840814
SRR10612066.1671088	chr22	21520398	21521589
SRR10612066.1671119	chr2	230356616	230359758
SRR10612066.1671125	chr8	139620219	139629258
SRR10612066.1671340	chr2	230356635	230356745
SRR10612066.1671345	chr2	131802719	131803176
SRR10612066.1671365	chr15	24573360	24780954
SRR10612066.1671369	chr19	52887172	53116992
SRR10612066.1671378	chr1	61603444	61603746
SRR10612066.1671464	chr4	99023534	99023714
SRR10612066.1671465	chr4	64921197	64921390
SRR10612066.1671471	chr9	19055881	19056030
SRR10612066.1671519	chr9	133901939	133907506
SRR10612066.1671575	chr11	118620885	118621249
SRR10612066.1671643	chr2	68729912	68753262
SRR10612066.1671732	chr7	37723370	37725121
SRR10612066.1671757	chr11	487047	488267
SRR10612066.1671784	chr15	64560977	64561662
SRR10612066.1671833	chr12	2297085	2297617
SRR10612066.1671996	chr5	79742008	79742352
SRR10612066.1672058	chr1	21573844	21582514
SRR10612066.1672223	chr1	95415636	95415965
SRR10612066.1672319	chr1	58971837	58996401
SRR10612066.1672397	chr14	66790116	66790261
SRR10612066.1672405	chr22	40450243	40450525
SRR10612066.1672450	chr14	20811237	20811346
SRR10612066.1672514	chr14	50320470	50329511
SRR10612066.1672779	chr10	115682265	115682400
SRR10612066.1672837	chr6	162265902	162266193
SRR10612066.1672906	chr4	109158624	109158778
SRR10612066.1672939	chr13	30104780	30110002
SRR10612066.1673001	chr14	20811230	20811336
SRR10612066.1673128	chr9	124073097	124080718
SRR10612066.1673132	chr3	141608593	141608772
SRR10612066.1673227	chr20	61919773	61919910
SRR10612066.1673233	chr14	20811242	20811425
SRR10612066.1673281	chr14	50320373	50329542
SRR10612066.1673326	chr14	40409692	40409955
SRR10612066.1673376	chr1	59603167	59603284
SRR10612066.1673422	chr14	102614325	102614440
SRR10612066.1673451	chr1	149895823	149897824
SRR10612066.1673503	chr4	115208687	115208891
SRR10612066.1673598	chr18	697221	697499
SRR10612066.1673627	chr14	20811264	20811457
SRR10612066.1673655	chr9	27542258	27542358
SRR10612066.1673677	chr2	180083508	180083810
SRR10612066.1673720	chr12	57457104	57458478
SRR10612066.1673751	chr20	4764900	4764986
SRR10612066.1673768	chr20	62780996	62781135
SRR10612066.1673772	chr3	135892732	135892840
SRR10612066.1673867	chr19	17212581	17212794
SRR10612066.1673873	chr14	20811235	20811383
SRR10612066.1673922	chr3	3255293	3255497
SRR10612066.1674010	chr10	82096326	82096427
SRR10612066.1674042	chr7	65907366	65907529
SRR10612066.1674051	chr3	62455698	62455951
SRR10612066.1674216	chr3	23636033	23636721
SRR10612066.1674223	chr14	103905138	103905744
SRR10612066.1674334	chr5	138984684	138984886
SRR10612066.1674362	chr2	230356621	230356748
SRR10612066.1674364	chr2	230356619	230356733
SRR10612066.1674405	chr2	225389644	225390171
SRR10612066.1674472	chr2	214215302	214228834
SRR10612066.1674517	chr16	56384743	56384858
SRR10612066.1674520	chr8	58140490	58140654
SRR10612066.1674731	chr13	23420092	23420194
SRR10612066.1674760	chr22	46779214	46779411
SRR10612066.1674763	chr7	154016072	154016332
SRR10612066.1674785	chr14	50320494	50329547
SRR10612066.1674854	chr14	20811283	20811441
SRR10612066.1675102	chr15	28062507	28062671
SRR10612066.1675118	chr19	7549950	7550050
SRR10612066.1675178	chr6	31112361	31112565
SRR10612066.1675189	chr20	13852411	13852700
SRR10612066.1675201	chr8	43094783	43096169
SRR10612066.1675266	chr9	125680375	125680654
SRR10612066.1675342	chr16	20880911	20881225
SRR10612066.1675344	chr1	115391589	115391816
SRR10612066.1675387	chr17	34161322	34161637
SRR10612066.1675502	chr6	108889154	108889425
SRR10612066.1675514	chr14	20811265	20811452
SRR10612066.1675593	chr9	131277809	131277962
SRR10612066.1675599	chr2	97936647	97937334
SRR10612066.1675623	chr6	86220379	86220634
SRR10612066.1675625	chr17	16285376	16285729
SRR10612066.1675674	chr15	56105015	56105277
SRR10612066.1675833	chr7	99193104	99193477
SRR10612066.1675853	chr3	49588210	49588446
SRR10612066.1675943	chr10	31661511	31661669
SRR10612066.1675962	chr14	20811230	20811338
SRR10612066.1675988	chr1	12374331	12378277
SRR10612066.1676236	chr1	201007201	201007307
SRR10612066.1676271	chr5	70280323	70405453
SRR10612066.1676382	chr6	147389278	147389458
SRR10612066.1676563	chr8	2836134	2855563
SRR10612066.1676743	chr1	193193792	193193996
SRR10612066.1676790	chr14	60596802	60596951
SRR10612066.1676836	chr3	120973009	120973247
SRR10612066.1676890	chr14	20811246	20811340
SRR10612066.1676933	chr12	40942512	40942619
SRR10612066.1677002	chr19	55912793	55912976
SRR10612066.1677029	chr5	98904805	98904975
SRR10612066.1677084	chr19	49869048	49878132
SRR10612066.1677121	chr4	186188121	186209236
SRR10612066.1677143	chr16	706085	706259
SRR10612066.1677221	chr14	50320477	50329547
SRR10612066.1677245	chr8	43094528	43095200
SRR10612066.1677282	chr2	230356616	230356742
SRR10612066.1677391	chr18	19429253	19433179
SRR10612066.1677408	chr17	30411668	30411806
SRR10612066.1677428	chr7	117951343	117962989
SRR10612066.1677562	chr6	111492770	111492950
SRR10612066.1677565	chr5	79436998	79437155
SRR10612066.1677607	chr14	50320493	50329534
SRR10612066.1677624	chr2	236631382	236631524
SRR10612066.1677779	chr9	82482120	82482275
SRR10612066.1677855	chr18	56587535	56587826
SRR10612066.1677877	chr22	39430386	39466940
SRR10612066.1677928	chr13	47038320	47039942
SRR10612066.1678050	chr9	33821534	33822242
SRR10612066.1678121	chr14	20811264	20811455
SRR10612066.1678128	chr22	42912842	42974766
SRR10612066.1678147	chr1	1747201	1770681
SRR10612066.1678238	chr1	201613672	201614029
SRR10612066.1678358	chr1	220945751	220945912
SRR10612066.1678442	chr1	243905078	243905249
SRR10612066.1678488	chr5	45546462	45546614
SRR10612066.1678518	chr2	101180518	101180718
SRR10612066.1678535	chr10	76602508	76602699
SRR10612066.1678563	chr14	20811245	20811434
SRR10612066.1678582	chr22	19785971	19786055
SRR10612066.1678637	chr2	50724539	50724837
SRR10612066.1678661	chr21	42695926	42696188
SRR10612066.1678713	chr15	33423361	33423562
SRR10612066.1678923	chr9	88511613	88511745
SRR10612066.1678929	chr8	43092776	43093376
SRR10612066.1678945	chr15	51750167	51751016
SRR10612066.1678954	chr5	36982265	36986404
SRR10612066.1678974	chr1	8555123	8601377
SRR10612066.1679019	chr4	24327975	24505864
SRR10612066.1679055	chr1	7681927	7682649
SRR10612066.1679135	chr3	47079156	47088113
SRR10612066.1679189	chr7	1852501	1852649
SRR10612066.1679255	chr13	25497741	25497908
SRR10612066.1679298	chr9	130885025	130885191
SRR10612066.1679308	chr15	38752382	38752584
SRR10612066.1679354	chr1	162080096	162080282
SRR10612066.1679358	chr2	89085987	89088031
SRR10612066.1679442	chr19	49882600	49882931
SRR10612066.1679465	chr11	46082709	46087750
SRR10612066.1679491	chr12	56954420	56954572
SRR10612066.1679599	chr2	48173826	48174119
SRR10612066.1679613	chr5	75854515	75854920
SRR10612066.1679659	chr3	132452213	132467703
SRR10612066.1679683	chr1	3238187	3238316
SRR10612066.1679707	chr17	9502026	9502177
SRR10612066.1679817	chr22	47052555	47052833
SRR10612066.1680038	chr1	84399422	84403619
SRR10612066.1680107	chr9	128016187	128016423
SRR10612066.1680245	chr9	116327502	116327612
SRR10612066.1680357	chr12	120009585	120009737
SRR10612066.1680393	chr12	56504803	56505078
SRR10612066.1680544	chrX	17718482	17718652
SRR10612066.1680586	chr1	149808127	149829017
SRR10612066.1680598	chr16	48121557	48121678
SRR10612066.1680647	chr14	89693852	89693997
SRR10612066.1680692	chr6	31802423	31802622
SRR10612066.1680736	chr9	140137048	140137408
SRR10612066.1680742	chr14	20811283	20811387
SRR10612066.1680939	chr9	27407279	27407681
SRR10612066.1681106	chr15	82795206	83180224
SRR10612066.1681201	chr1	148009371	148010982
SRR10612066.1681249	chr8	91992067	91992496
SRR10612066.1681259	chr3	45071355	45071502
SRR10612066.1681263	chr2	83332612	83332778
SRR10612066.1681311	chr2	230356619	230356750
SRR10612066.1681368	chr7	27844220	27844371
SRR10612066.1681405	chr4	88929108	88959490
SRR10612066.1681464	chr14	20811237	20811346
SRR10612066.1681505	chr11	61142318	61142786
SRR10612066.1681643	chr3	138201884	138202009
SRR10612066.1681644	chr19	50412637	50412780
SRR10612066.1681645	chr15	93307628	93307734
SRR10612066.1681699	chr11	70126881	70127084
SRR10612066.1681798	chr1	198434726	198435028
SRR10612066.1681822	chr7	156619409	156685940
SRR10612066.1681832	chr17	7414615	7414870
SRR10612066.1681839	chr17	67057296	67057736
SRR10612066.1681944	chr1	232156980	232157084
SRR10612066.1682080	chr14	20811245	20811418
SRR10612066.1682299	chr2	231862889	231862980
SRR10612066.1682318	chr15	67636433	67652224
SRR10612066.1682337	chr1	75425691	75450831
SRR10612066.1682393	chr15	72311380	72338976
SRR10612066.1682431	chr5	72093185	72118577
SRR10612066.1682521	chr9	94761261	94761416
SRR10612066.1682570	chr2	230356616	230359758
SRR10612066.1682605	chr7	92104646	92105294
SRR10612066.1682703	chr14	20811242	20811386
SRR10612066.1682733	chr13	41616894	41617014
SRR10612066.1682808	chr12	64058827	64059171
SRR10612066.1682817	chr14	20811244	20811370
SRR10612066.1682876	chr14	50320476	50329531
SRR10612066.1683140	chr11	73393330	73393460
SRR10612066.1683188	chr21	14757152	14757291
SRR10612066.1683249	chr14	20811265	20811527
SRR10612066.1683262	chr2	159149994	159150262
SRR10612066.1683312	chrX	110951255	110952277
SRR10612066.1683343	chr19	39336699	39338055
SRR10612066.1683365	chr3	158390902	158390997
SRR10612066.1683375	chr21	35898204	35898491
SRR10612066.1683563	chr14	50320372	50329483
SRR10612066.1683578	chr21	45546054	45546362
SRR10612066.1683579	chr14	50320405	50329456
SRR10612066.1683586	chr3	141669498	141669604
SRR10612066.1683637	chr7	50778595	50778690
SRR10612066.1683656	chr4	163274720	163289260
SRR10612066.1683722	chr5	56541011	56541135
SRR10612066.1683741	chr1	100883051	100883849
SRR10612066.1683886	chr4	26622233	26641811
SRR10612066.1683916	chr20	47887079	47887386
SRR10612066.1683919	chr14	20811265	20811457
SRR10612066.1684003	chr7	45621418	45621562
SRR10612066.1684021	chr14	20811231	20811359
SRR10612066.1684116	chr14	20811241	20811411
SRR10612066.1684154	chr14	20811237	20811346
SRR10612066.1684409	chr19	1611324	1611447
SRR10612066.1684593	chr14	20811230	20811340
SRR10612066.1684631	chr7	127009179	127009467
SRR10612066.1684697	chr1	203807108	203809456
SRR10612066.1684727	chr7	32767656	32767811
SRR10612066.1684848	chr3	181707928	181708041
SRR10612066.1684855	chr17	44248760	44248959
SRR10612066.1684862	chr22	21477424	21641686
SRR10612066.1684886	chr2	97949778	98089588
SRR10612066.1684950	chr6	157098920	157099146
SRR10612066.1685072	chr17	49270173	49270810
SRR10612066.1685234	chr14	89864475	89864928
SRR10612066.1685267	chr2	204355937	204362064
SRR10612066.1685343	chr17	41294233	41294607
SRR10612066.1685397	chr3	23960764	23961033
SRR10612066.1685410	chr1	211933367	211933530
SRR10612066.1685432	chr10	49545860	49547040
SRR10612066.1685436	chr12	27360715	27360818
SRR10612066.1685581	chr2	230356630	230356750
SRR10612066.1685605	chr15	82664884	82665102
SRR10612066.1685665	chr19	50412637	50412782
SRR10612066.1685677	chr2	150446077	150446430
SRR10612066.1685679	chr1	46768851	46769001
SRR10612066.1685689	chr7	150761396	150761693
SRR10612066.1685706	chr14	20811233	20811358
