readname	chr	start	end
SRR10612066.781091	chr3	17679221	17679382
SRR10612066.781126	chr5	113740139	113740408
SRR10612066.781290	chr13	35782926	35785248
SRR10612066.781313	chr9	103261046	103279053
SRR10612066.781618	chr1	197157472	197159944
SRR10612066.781639	chr9	3479980	3480176
SRR10612066.781662	chr11	66234997	66235713
SRR10612066.781689	chr7	66456123	66459325
SRR10612066.781739	chr6	149893437	149893694
SRR10612066.781748	chr16	4398034	4398212
SRR10612066.781817	chr3	16412531	16412753
SRR10612066.781915	chr14	20811264	20811534
SRR10612066.781922	chr14	20811264	20811410
SRR10612066.782038	chr2	69889875	69890012
SRR10612066.782144	chr19	22785174	22785293
SRR10612066.782162	chr20	2903857	2944994
SRR10612066.782259	chr1	228565060	228565598
SRR10612066.782371	chr14	96807980	96811037
SRR10612066.782423	chr5	115679120	115679357
SRR10612066.782504	chr7	139876655	139876813
SRR10612066.782667	chr9	35056866	35057038
SRR10612066.783138	chr14	20811233	20811346
SRR10612066.783153	chr9	3521079	3521349
SRR10612066.783413	chr5	116833404	116833521
SRR10612066.783650	chr3	47960212	47963301
SRR10612066.783927	chr6	90661025	90661170
SRR10612066.784291	chr5	74729559	74729780
SRR10612066.784780	chr11	45128352	45128660
SRR10612066.785047	chr15	75337018	75337313
SRR10612066.785237	chr15	42120317	42127220
SRR10612066.785489	chr6	160814766	160814917
SRR10612066.785534	chr14	20811244	20811352
SRR10612066.785545	chr10	22024143	22029089
SRR10612066.785637	chr3	9708685	9708858
SRR10612066.785685	chr4	27905667	27905941
SRR10612066.785715	chr3	57309036	57309170
SRR10612066.785864	chr12	54862613	54865061
SRR10612066.786087	chr5	34090393	34090685
SRR10612066.786156	chr4	6828710	6828901
SRR10612066.786228	chr7	22986857	22986985
SRR10612066.786232	chr19	35084634	35137360
SRR10612066.786270	chr3	58406384	58406541
SRR10612066.786456	chr2	177040638	177042117
SRR10612066.786645	chr20	29582414	29582635
SRR10612066.786700	chr21	45161560	45161650
SRR10612066.786993	chr1	164537369	164537520
SRR10612066.787147	chr2	197504434	197511153
SRR10612066.787190	chr3	109587515	109587855
SRR10612066.787450	chr18	61076733	61077536
SRR10612066.787656	chr5	32380198	32388777
SRR10612066.787734	chr1	45576488	45576590
SRR10612066.787800	chr20	59331017	59334833
SRR10612066.787809	chr2	191364575	191364887
SRR10612066.788097	chrX	7728535	7772071
SRR10612066.788112	chr7	148979366	148979518
SRR10612066.788321	chr9	33295363	33301412
SRR10612066.788524	chr13	73421497	73547808
SRR10612066.788740	chrX	48887078	48887248
SRR10612066.788824	chr10	28151430	28200798
SRR10612066.789036	chr3	61786934	61787063
SRR10612066.789096	chr1	99176934	99177365
SRR10612066.789226	chrY	15384821	15385125
SRR10612066.789384	chr15	20874818	20876462
SRR10612066.789410	chr5	21365456	21365734
SRR10612066.789533	chr6	73308334	73309187
SRR10612066.789591	chr1	173641453	173641637
SRR10612066.789649	chr7	35707044	35712889
SRR10612066.790089	chr21	46915757	46915876
SRR10612066.790382	chr14	105936277	105936651
SRR10612066.790399	chr15	80412669	80415144
SRR10612066.790652	chr11	74263452	74263541
SRR10612066.790843	chr16	67276544	67276851
SRR10612066.790926	chr10	70485128	70485372
SRR10612066.791066	chr19	41632778	41633104
SRR10612066.791582	chr7	37582247	37582411
SRR10612066.791780	chr4	81526248	81526442
SRR10612066.791875	chr2	196544752	196583064
SRR10612066.791939	chr22	36662007	36662164
SRR10612066.792291	chr11	94583282	94592781
SRR10612066.792352	chr2	134024140	134024247
SRR10612066.792453	chr8	48811816	48812077
SRR10612066.792558	chr15	35285943	35353827
SRR10612066.792615	chr15	94205636	94205840
SRR10612066.792799	chr12	122191400	122191614
SRR10612066.792840	chr14	20811244	20811386
SRR10612066.793115	chr4	169520984	169521228
SRR10612066.793134	chr4	166558962	166559074
SRR10612066.793190	chrX	100383748	100385063
SRR10612066.793252	chr11	47175914	47176199
SRR10612066.793260	chr1	174989094	174989229
SRR10612066.793463	chr17	44737045	44737229
SRR10612066.793473	chr2	230356619	230356734
SRR10612066.793503	chr7	35886554	35886638
SRR10612066.793620	chr10	49633941	49634113
SRR10612066.793744	chr2	58009428	58013016
SRR10612066.793800	chr6	155124687	155126566
SRR10612066.793946	chr5	55084798	55086533
SRR10612066.794001	chr10	37747648	37747798
SRR10612066.794082	chr4	154285677	154285776
SRR10612066.794084	chr16	65140832	65141024
SRR10612066.794141	chr10	99991298	99995265
SRR10612066.794280	chr3	169710806	169710907
SRR10612066.794525	chr2	109345589	109363254
SRR10612066.794570	chr10	17260163	17260336
SRR10612066.794634	chr6	108747734	108768481
SRR10612066.794716	chr7	20763267	20763444
SRR10612066.794781	chr20	3766916	3767286
SRR10612066.794942	chr4	129120591	129121784
SRR10612066.795096	chr5	115627214	115639380
SRR10612066.795202	chr9	134054842	134055029
SRR10612066.795290	chr14	20811303	20811548
SRR10612066.795458	chr2	86693807	86693997
SRR10612066.795649	chr3	23862006	23862273
SRR10612066.796038	chr2	230356616	230356723
SRR10612066.796495	chr14	20811264	20811561
SRR10612066.796637	chr3	36598086	36602548
SRR10612066.796641	chr4	42175169	42175299
SRR10612066.796647	chr2	230723488	230744844
SRR10612066.796726	chr15	61358075	61358308
SRR10612066.796741	chr2	25564260	25564410
SRR10612066.796809	chr1	140962	319879
SRR10612066.796865	chr15	63968476	63968710
SRR10612066.797068	chr5	70560976	70561131
SRR10612066.797345	chr4	95847625	95847805
SRR10612066.797426	chr9	2046736	2046856
SRR10612066.797513	chr5	179865634	179865845
SRR10612066.797538	chr7	45621439	45621577
SRR10612066.797550	chr3	16364371	16364582
SRR10612066.797890	chr2	89085984	89092011
SRR10612066.797921	chr9	88430026	88430593
SRR10612066.797973	chr15	51584463	51584588
SRR10612066.798351	chr1	80131674	80131840
SRR10612066.798394	chr7	123671252	123671368
SRR10612066.798575	chr3	88520237	88520442
SRR10612066.798593	chr8	25232260	25232403
SRR10612066.798603	chr4	189720885	189721075
SRR10612066.798639	chr2	148730370	148739577
SRR10612066.798740	chr14	20811234	20811452
SRR10612066.798862	chr10	70707018	70707238
SRR10612066.798927	chr14	20811230	20811338
SRR10612066.799586	chr19	12810831	12810968
SRR10612066.799679	chr12	117234096	117234554
SRR10612066.799976	chr4	28575490	28575626
SRR10612066.800062	chr2	53356544	53356713
SRR10612066.800151	chr10	131972288	131972424
SRR10612066.800371	chr9	103261046	103279053
SRR10612066.800402	chr9	129596440	129596663
SRR10612066.800486	chr5	112917311	112920044
SRR10612066.800625	chr22	38165024	38165127
SRR10612066.800642	chr2	8895018	8895155
SRR10612066.800654	chr13	19442217	19446893
SRR10612066.800733	chr5	154982459	154986818
SRR10612066.800773	chr10	35045781	35045896
SRR10612066.800858	chr21	45165969	45172455
SRR10612066.800981	chr19	18602130	18602535
SRR10612066.801023	chr18	32917553	32917731
SRR10612066.801140	chr9	3270428	3271051
SRR10612066.801313	chr5	34021655	34021798
SRR10612066.801325	chr22	46206362	46206696
SRR10612066.801356	chr2	187387859	187388102
SRR10612066.801529	chr15	72836233	72837305
SRR10612066.801600	chr2	84518111	84518474
SRR10612066.801620	chr14	20811244	20811352
SRR10612066.801656	chr1	197611840	197641286
SRR10612066.801837	chr14	69558508	69583131
SRR10612066.801962	chr13	102678845	102679072
SRR10612066.802035	chr21	11047482	11058218
SRR10612066.802070	chr8	145152777	145152976
SRR10612066.802253	chr1	35560454	35560643
SRR10612066.802367	chr2	160265065	160265352
SRR10612066.802573	chr14	20811234	20811338
SRR10612066.802653	chr14	20811265	20811452
SRR10612066.802780	chr14	20811244	20811365
SRR10612066.803251	chr9	139722887	139723889
SRR10612066.803443	chr22	23132480	23162861
SRR10612066.803988	chr7	99634691	99634938
SRR10612066.804395	chr3	138187177	138187327
SRR10612066.804428	chr16	21531420	21531645
SRR10612066.804569	chr10	103249617	103249814
SRR10612066.804716	chr7	94648030	94648208
SRR10612066.804794	chr7	128655031	128658212
SRR10612066.804815	chr10	95157022	95159252
SRR10612066.804890	chr22	21738232	21905085
SRR10612066.804926	chr1	94953139	94956794
SRR10612066.805097	chr1	95514744	95514866
SRR10612066.805165	chr8	94955263	94955397
SRR10612066.805429	chr1	29448000	29448444
SRR10612066.805530	chr20	36778701	36778805
SRR10612066.805581	chr2	179455935	179462408
SRR10612066.805605	chr2	230356616	230356733
SRR10612066.805907	chr13	37301144	37301331
SRR10612066.805955	chr11	43415003	43415362
SRR10612066.806107	chr6	151766443	151766962
SRR10612066.806333	chr22	18305718	18305827
SRR10612066.806426	chr8	10920177	10920335
SRR10612066.806614	chr14	20811258	20811348
SRR10612066.806687	chr14	75641151	75641252
SRR10612066.806757	chr1	21762644	21763042
SRR10612066.807248	chr21	38840591	38840808
SRR10612066.807270	chr4	174314178	174323949
SRR10612066.807445	chr10	22746330	22746424
SRR10612066.807589	chr1	39665458	39665575
SRR10612066.807893	chr12	53554549	53555142
SRR10612066.808082	chr3	138253376	138253538
SRR10612066.808236	chr8	48930602	48931701
SRR10612066.808280	chr17	58609781	58609914
SRR10612066.808536	chr3	58149526	58149647
SRR10612066.808608	chr15	91256398	91258275
SRR10612066.808810	chr13	93140758	93141072
SRR10612066.809025	chr9	41951857	42022305
SRR10612066.809088	chr2	10781765	10781987
SRR10612066.809195	chr7	86699136	86699714
SRR10612066.809221	chr1	28362053	28374938
SRR10612066.809239	chr3	134267903	134270852
SRR10612066.809341	chr14	20811230	20811524
SRR10612066.809376	chr1	46122953	46123102
SRR10612066.809542	chr4	129196733	129196956
SRR10612066.809613	chr19	33163985	33164153
SRR10612066.809787	chr12	64011963	64041098
SRR10612066.809880	chr22	23615268	23615900
SRR10612066.810223	chr1	70510806	70511083
SRR10612066.810518	chr14	77857880	77858116
SRR10612066.810576	chr12	121202659	121202836
SRR10612066.810915	chr3	163187359	163187699
SRR10612066.810980	chr17	28942909	28943079
SRR10612066.811152	chr7	4945481	4945670
SRR10612066.811178	chr14	95906335	95918697
SRR10612066.811384	chr2	203529283	203529377
SRR10612066.811619	chr2	46635873	46636089
SRR10612066.811641	chr15	25236352	25236458
SRR10612066.811733	chr14	20811265	20811514
SRR10612066.811743	chr22	38885130	38885323
SRR10612066.812147	chr2	230668884	230670490
SRR10612066.812638	chr14	20811248	20811424
SRR10612066.812669	chr2	186661374	186661725
SRR10612066.812691	chr14	103327699	103327860
SRR10612066.813095	chr2	120844817	120847893
SRR10612066.813248	chr12	30954479	30954753
SRR10612066.813271	chr14	78047480	78047680
SRR10612066.813274	chr14	20811234	20811346
SRR10612066.813440	chr16	12851037	12851327
SRR10612066.813684	chr4	6820913	6821171
SRR10612066.813801	chr16	53670009	53696484
SRR10612066.814207	chr1	22903073	22903290
SRR10612066.814272	chr10	22746330	22746424
SRR10612066.814345	chr11	69937633	69937838
SRR10612066.814464	chr15	91203654	91203903
SRR10612066.814483	chr6	168854995	168855175
SRR10612066.815115	chr3	141112136	141112323
SRR10612066.815127	chr14	20811246	20811401
SRR10612066.815377	chr10	80513349	80513644
SRR10612066.815478	chr11	2692383	2692532
SRR10612066.815905	chr19	54692284	54693307
SRR10612066.816643	chr14	56024752	56026287
SRR10612066.816664	chr5	168479151	168479285
SRR10612066.816691	chr9	82525867	82526014
SRR10612066.816748	chr9	86395296	86407923
SRR10612066.816811	chr7	23569827	23569993
SRR10612066.816896	chr16	67946160	67946380
SRR10612066.817013	chr18	59752825	59753217
SRR10612066.817293	chr14	20811249	20811417
SRR10612066.817514	chr6	135331605	135331739
SRR10612066.817546	chr2	195703280	195703661
SRR10612066.817809	chr12	56643257	56643465
SRR10612066.817833	chr5	14673750	14681716
SRR10612066.818020	chr3	183643381	183645146
SRR10612066.818155	chr6	169973669	169973896
SRR10612066.818310	chr22	46085604	46096258
SRR10612066.818315	chr9	36425131	36425288
SRR10612066.818611	chr14	20811239	20811346
SRR10612066.818831	chr1	113162455	113192077
SRR10612066.818948	chr4	112482549	112483054
SRR10612066.819201	chr14	20811283	20811431
SRR10612066.819296	chr11	130131360	130131511
SRR10612066.819642	chr14	20811246	20811386
SRR10612066.819662	chr10	3440038	3440265
SRR10612066.819798	chr3	195778008	195778373
SRR10612066.819847	chr14	68777756	68777879
SRR10612066.819923	chr2	52496900	52497052
SRR10612066.819993	chr22	26939099	26939241
SRR10612066.820121	chr10	88227049	88227203
SRR10612066.820193	chr7	76240853	76247522
SRR10612066.820518	chr1	242036256	242036498
SRR10612066.820539	chr17	30721311	30721482
SRR10612066.820662	chr20	3276412	3276636
SRR10612066.820703	chr10	132109337	132109471
SRR10612066.820929	chr2	39186894	39187006
SRR10612066.821130	chr2	179302435	179302585
SRR10612066.821240	chr2	21402933	21403137
SRR10612066.821272	chr2	227973372	227973565
SRR10612066.821390	chr16	3437978	3438149
SRR10612066.821668	chr5	20308616	20308926
SRR10612066.821671	chr10	91511101	91522592
SRR10612066.821714	chr4	142142654	142142826
SRR10612066.821717	chr1	155448884	155449067
SRR10612066.821953	chr1	33146591	33146739
SRR10612066.822252	chr17	7797226	7797828
SRR10612066.822803	chr3	64084190	64084302
SRR10612066.822911	chr19	36590359	36590475
SRR10612066.823119	chr11	65273100	65273268
SRR10612066.823149	chr10	93936965	93937325
SRR10612066.823383	chr3	84589856	84590187
SRR10612066.823612	chr1	41536267	41541126
SRR10612066.823854	chr5	76777164	76777296
SRR10612066.824305	chr8	48736489	48739298
SRR10612066.824449	chrX	44736079	44736522
SRR10612066.824503	chr1	202724518	202725649
SRR10612066.824649	chr14	20811283	20811494
SRR10612066.824765	chr3	68492023	68492131
SRR10612066.824925	chr7	69225282	69225403
SRR10612066.825168	chr14	20811264	20811551
SRR10612066.825319	chr22	38516798	38519211
SRR10612066.825413	chr1	40484462	40484842
SRR10612066.825509	chr9	134581938	134582545
SRR10612066.825817	chr20	43809172	43809392
SRR10612066.825863	chr13	19859348	19859462
SRR10612066.826539	chr1	154229609	154229720
SRR10612066.826587	chr14	20811234	20811367
SRR10612066.826797	chr3	185213929	185214130
SRR10612066.826820	chr21	47694523	47694768
SRR10612066.826922	chr13	78408038	78408206
SRR10612066.827230	chr17	7774381	7774555
SRR10612066.827366	chr1	49842229	49842543
SRR10612066.827613	chr19	41305523	41306525
SRR10612066.827619	chr10	132165244	132165535
SRR10612066.827737	chr3	108324182	108335504
SRR10612066.827741	chr9	38567676	38567788
SRR10612066.827792	chr6	158734070	158734348
SRR10612066.827829	chr19	7230197	7231586
SRR10612066.827997	chr10	102056890	102057205
SRR10612066.828123	chr12	9448310	9588895
SRR10612066.828184	chr11	16168750	16169009
SRR10612066.828258	chr1	233385019	233385156
SRR10612066.828273	chr14	20811230	20811338
SRR10612066.828451	chr6	33867136	33867279
SRR10612066.828471	chr3	145676873	145677067
SRR10612066.828524	chr15	68422710	68425423
SRR10612066.828645	chr2	174968459	174968658
SRR10612066.828739	chr2	27604841	27604951
SRR10612066.828786	chr9	73437678	73437814
SRR10612066.828939	chr12	57642611	57642929
SRR10612066.829508	chr8	121157620	121158014
SRR10612066.829609	chr2	39481274	39481659
SRR10612066.829749	chr19	6822287	6825104
SRR10612066.829810	chr1	166840605	166840802
SRR10612066.829893	chr21	38241208	38241354
SRR10612066.830118	chr4	152156558	152156809
SRR10612066.830252	chr15	70982628	70982793
SRR10612066.830333	chr15	26351795	26352173
SRR10612066.830551	chr17	65941525	65957654
SRR10612066.830638	chr2	131216284	131216706
SRR10612066.830754	chr10	99519292	99519490
SRR10612066.830777	chr9	123405351	123405584
SRR10612066.830945	chr5	102113608	102113997
SRR10612066.831096	chr14	20811281	20811463
SRR10612066.831217	chr8	38707275	38707563
SRR10612066.831262	chr2	230356646	230356748
SRR10612066.831274	chr3	54807514	54807642
SRR10612066.831534	chr14	20811246	20811348
SRR10612066.831589	chr14	45464947	45481278
SRR10612066.831701	chr14	20811244	20811353
SRR10612066.831837	chr6	105192387	105224921
SRR10612066.831907	chr18	19824514	19824705
SRR10612066.831909	chr7	150690929	150692379
SRR10612066.832093	chr2	191900934	191905879
SRR10612066.832347	chr12	97045399	97045536
SRR10612066.832449	chr19	43198856	43199008
SRR10612066.832533	chr2	230356619	230356734
SRR10612066.832537	chr17	76988010	76988310
SRR10612066.832642	chr7	11466257	11466484
SRR10612066.832749	chr3	50036873	50095435
SRR10612066.832770	chr13	19446007	19446837
SRR10612066.833037	chr10	22738713	22738849
SRR10612066.833248	chr16	30721342	30723481
SRR10612066.833305	chr8	28626789	28627278
SRR10612066.833367	chr8	71590284	71593056
SRR10612066.833406	chr14	39844793	39845152
SRR10612066.833648	chr10	49514753	49609795
SRR10612066.833676	chr1	211960969	211966475
SRR10612066.833821	chr19	39212247	39212448
SRR10612066.834926	chr14	20811264	20811541
SRR10612066.835112	chr6	93108736	93108923
SRR10612066.835130	chr14	20811237	20811346
SRR10612066.835204	chr16	68225010	68225233
SRR10612066.835426	chr12	48518509	48518745
SRR10612066.835625	chr11	65618427	65618649
SRR10612066.835673	chr8	132085154	132085305
SRR10612066.835778	chr7	88129422	88163528
SRR10612066.836016	chr12	1379702	1380140
SRR10612066.836043	chr11	16119469	16119641
SRR10612066.836052	chr3	28395808	28408142
SRR10612066.836055	chr19	579636	580705
SRR10612066.836151	chr1	28955803	28956188
SRR10612066.836179	chr10	905879	906000
SRR10612066.836293	chr12	9486254	9486448
SRR10612066.836378	chr9	103261046	103279053
SRR10612066.836540	chr3	158399908	158402409
SRR10612066.836728	chr14	88408376	88408553
SRR10612066.836743	chr10	74971245	74971511
SRR10612066.836786	chrX	119191186	119191338
SRR10612066.837060	chr7	76132021	76132149
SRR10612066.837318	chr13	33222931	33226142
SRR10612066.837373	chr6	136693639	136710656
SRR10612066.837423	chr11	65270726	65270881
SRR10612066.837598	chr6	84571341	84571592
SRR10612066.837964	chr6	31742893	31743066
SRR10612066.838247	chr8	90644887	90645025
SRR10612066.838366	chr15	67664676	67665000
SRR10612066.838394	chr22	47108067	47116846
SRR10612066.838591	chr16	11970707	11971078
SRR10612066.838763	chr14	76552378	76552485
SRR10612066.839470	chr19	36367068	36367243
SRR10612066.839487	chr2	109792506	109792694
SRR10612066.839584	chr4	91643536	91661549
SRR10612066.839693	chr3	58104175	58104475
SRR10612066.840143	chr16	29990886	29992872
SRR10612066.840349	chr6	166844054	166845953
SRR10612066.840356	chr7	12252193	12252474
SRR10612066.840491	chr20	61955496	61955665
SRR10612066.840512	chr14	20811234	20811463
SRR10612066.840601	chr5	5419486	5419638
SRR10612066.841008	chr15	60729458	60729662
SRR10612066.841054	chr9	131122101	131122363
SRR10612066.841157	chr12	80286465	80286645
SRR10612066.841158	chr13	111984738	111984878
SRR10612066.841167	chr18	47800556	47800685
SRR10612066.841367	chr14	20811264	20811439
SRR10612066.841374	chr5	145467920	145468084
SRR10612066.841444	chr10	75557580	75557691
SRR10612066.841493	chr12	9497130	9497299
SRR10612066.841616	chr10	5760771	5760943
SRR10612066.841846	chr14	61949126	61949229
SRR10612066.841856	chr17	60115745	60115953
SRR10612066.842010	chr7	30603070	30603338
SRR10612066.842150	chr1	1309474	1310473
SRR10612066.842406	chr6	112579686	112579890
SRR10612066.842443	chr10	17729370	17729529
SRR10612066.842745	chr2	89087844	89092011
SRR10612066.842765	chr22	50658133	50658222
SRR10612066.842978	chr2	32840168	32840415
SRR10612066.843002	chr12	9085159	9085382
SRR10612066.843094	chr14	20811242	20811366
SRR10612066.843178	chr14	20811236	20811499
SRR10612066.843219	chr8	145523558	145523904
SRR10612066.843287	chr5	108290449	108382899
SRR10612066.843367	chr2	204706599	204706872
SRR10612066.843567	chr9	99924467	99924699
SRR10612066.843641	chr2	135625091	135626559
SRR10612066.843965	chr8	132962279	132971858
SRR10612066.844013	chr14	20811239	20811346
SRR10612066.844307	chr14	20811265	20811529
SRR10612066.844414	chr18	21091354	21091732
SRR10612066.844619	chr7	102743498	102760114
SRR10612066.844671	chr11	5889911	5890132
SRR10612066.844710	chr17	29087300	29089995
SRR10612066.844776	chr22	41929244	41929460
SRR10612066.844915	chr1	110884756	110885089
SRR10612066.844917	chr14	103965177	103965335
SRR10612066.844948	chr11	73521699	73521880
SRR10612066.845174	chr10	118430229	118430500
SRR10612066.845192	chr5	74838317	74838427
SRR10612066.845306	chr6	36198965	36199171
SRR10612066.845492	chr2	230356619	230356710
SRR10612066.845616	chr16	87446272	87446400
SRR10612066.845719	chr11	120253991	120254095
SRR10612066.846028	chr7	135614740	135661867
SRR10612066.846227	chr11	66331847	66331992
SRR10612066.846270	chr11	1091613	1091722
SRR10612066.846368	chr14	20811245	20811463
SRR10612066.846409	chr14	20811244	20811441
SRR10612066.846420	chr4	128667390	128667576
SRR10612066.846657	chr14	20811233	20811346
SRR10612066.846723	chr11	65273064	65273220
SRR10612066.846734	chr15	38570679	38570924
SRR10612066.846834	chr20	25757800	25758024
SRR10612066.846847	chr3	52445006	52445217
SRR10612066.846896	chr3	132871920	132872006
SRR10612066.846951	chr13	102921305	102921545
SRR10612066.846971	chr12	50020359	50020524
SRR10612066.847068	chr7	144784425	144784752
SRR10612066.847109	chr22	46751600	46751716
SRR10612066.847142	chr13	28226900	28227099
SRR10612066.847326	chr9	132681065	132681287
SRR10612066.847436	chr16	4867553	4867757
SRR10612066.847909	chr11	63956907	63957092
SRR10612066.847949	chr4	668604	668813
SRR10612066.848012	chr9	125857771	125858522
SRR10612066.848180	chr14	20811264	20811435
SRR10612066.848214	chr3	183875277	183875441
SRR10612066.848511	chr14	20811247	20811497
SRR10612066.848650	chr14	20811240	20811455
SRR10612066.848695	chr5	148450037	148450434
SRR10612066.848898	chr17	8799645	8799827
SRR10612066.848948	chr19	1418739	1419016
SRR10612066.849176	chr1	50304802	50305025
SRR10612066.849199	chr2	188168230	188168458
SRR10612066.849341	chr12	57552311	57553655
SRR10612066.849347	chr10	97903868	97904071
SRR10612066.849374	chr12	31562197	31566413
SRR10612066.849447	chr21	14815682	14822002
SRR10612066.849637	chr9	124751655	124751785
SRR10612066.849723	chr12	133209679	133209810
SRR10612066.849811	chr4	110384288	110384505
SRR10612066.850037	chr6	86296468	86296747
SRR10612066.850403	chr3	129579783	129599411
SRR10612066.850418	chr5	171703433	171703844
SRR10612066.850520	chr5	134029600	134033664
SRR10612066.851117	chr8	31196773	31196938
SRR10612066.851121	chr3	23377391	23377566
SRR10612066.851136	chr22	21192985	21213013
SRR10612066.851164	chr9	1545865	1546094
SRR10612066.851218	chr13	94986043	94986455
SRR10612066.851271	chr3	50298299	50298720
SRR10612066.851481	chr8	37961904	37962179
SRR10612066.851604	chr2	55582715	55616022
SRR10612066.851756	chr13	25037665	25037797
SRR10612066.851840	chr4	54280802	54294317
SRR10612066.852070	chr22	26939131	26939256
SRR10612066.852081	chr14	20811260	20811422
SRR10612066.852463	chr11	71829338	71829550
SRR10612066.852791	chr1	62930672	62930817
SRR10612066.852830	chr8	8996443	9002943
SRR10612066.852928	chr12	6861470	6862245
SRR10612066.852933	chr13	79892288	79892493
SRR10612066.852964	chr2	183902719	183902853
SRR10612066.853006	chr14	20811264	20811460
SRR10612066.853135	chr12	45801505	45802009
SRR10612066.853186	chr17	48457193	48457311
SRR10612066.853201	chr2	230356619	230356733
SRR10612066.853208	chr1	21771515	21797218
SRR10612066.853424	chr4	73964100	73964189
SRR10612066.853434	chr22	42980417	42980581
SRR10612066.853435	chr9	11640733	11684141
SRR10612066.853527	chr12	27183187	27185137
SRR10612066.853612	chr2	230356619	230356736
SRR10612066.853613	chr17	30498059	30503232
SRR10612066.853621	chr18	6030858	6031039
SRR10612066.853760	chr14	75378234	75378423
SRR10612066.853814	chr11	8851860	8851992
SRR10612066.853829	chr8	28873909	28874344
SRR10612066.853869	chr11	65272329	65272520
SRR10612066.853914	chr10	49223663	49236659
SRR10612066.853928	chr9	97765786	97766012
SRR10612066.854089	chr14	20811232	20811353
SRR10612066.854214	chr20	32250148	32251462
SRR10612066.854255	chr1	94017145	94017439
SRR10612066.854422	chr5	137320946	137324007
SRR10612066.854470	chr1	156712762	156713087
SRR10612066.854583	chr21	32554799	32575257
SRR10612066.854838	chr14	20811264	20811408
SRR10612066.854929	chr11	12264676	12264833
SRR10612066.855079	chr2	53204021	53204190
SRR10612066.855492	chr4	80147761	80147953
SRR10612066.855536	chr8	136447811	136448141
SRR10612066.855678	chr14	20811265	20811494
SRR10612066.855734	chr7	117951333	117963018
SRR10612066.855862	chr17	7489088	7489365
SRR10612066.855946	chr6	145085571	145085666
SRR10612066.855973	chr9	106680781	106723098
SRR10612066.856035	chr7	32678888	32695649
SRR10612066.856062	chr10	5958120	5958377
SRR10612066.856122	chr2	206868754	206868957
SRR10612066.856124	chr16	29819979	29821500
SRR10612066.856195	chr13	79195042	79195169
SRR10612066.856282	chr2	44634879	44635193
SRR10612066.856402	chr12	97924457	97924564
SRR10612066.856615	chr17	37882269	37882560
SRR10612066.857086	chr14	20811236	20811367
SRR10612066.857237	chr7	64452246	64452538
SRR10612066.857583	chr14	20811266	20811436
SRR10612066.857811	chr16	46532017	46540156
SRR10612066.857906	chr14	20811230	20811385
SRR10612066.858207	chr14	20811391	20811562
SRR10612066.858240	chr4	149247598	149247817
SRR10612066.858724	chr4	75754519	75754707
SRR10612066.858737	chr1	78041758	78050340
SRR10612066.858814	chr10	22746330	22746419
SRR10612066.858981	chr17	71204560	71204706
SRR10612066.859041	chr11	8251357	8252257
SRR10612066.859097	chr1	183428474	183428644
SRR10612066.859171	chr7	55862183	55862470
SRR10612066.859191	chrX	49962177	49962660
SRR10612066.859281	chr2	63117468	63117734
SRR10612066.859293	chr21	30313482	30313717
SRR10612066.859615	chr1	247332199	247332409
SRR10612066.860024	chr6	159004986	159010818
SRR10612066.860047	chr12	514675	521114
SRR10612066.860108	chr10	32301704	32301983
SRR10612066.860119	chr7	889432	889674
SRR10612066.860194	chr14	20811244	20811352
SRR10612066.860222	chr13	95723913	95724027
SRR10612066.860438	chr4	123354931	123355066
SRR10612066.860554	chr21	18486974	18487132
SRR10612066.860650	chr7	100825984	100826200
SRR10612066.860677	chr20	60703801	60703906
SRR10612066.860819	chr2	188167270	188167409
SRR10612066.860822	chr16	57747943	57748732
SRR10612066.861557	chr2	68423570	68423738
SRR10612066.861604	chr12	987431	987523
SRR10612066.861608	chr10	115613969	115614133
SRR10612066.861704	chr14	20811264	20811388
SRR10612066.861783	chr6	18185041	18185399
SRR10612066.861824	chr3	57657551	57678550
SRR10612066.861929	chr9	38543778	38544086
SRR10612066.861952	chr9	12568468	12568611
SRR10612066.862038	chr17	45492648	45492848
SRR10612066.862103	chr17	42980001	42980350
SRR10612066.862168	chr1	182356129	182356252
SRR10612066.862811	chr7	99621040	99621931
SRR10612066.862907	chr14	20811264	20811365
SRR10612066.863105	chr13	113224093	113224448
SRR10612066.863606	chr14	20811234	20811369
SRR10612066.863970	chr4	184426908	184427135
SRR10612066.863995	chr2	230356619	230356734
SRR10612066.864151	chr9	123550409	123555709
SRR10612066.864452	chr2	220471618	220471847
SRR10612066.864503	chr4	77410295	77410470
SRR10612066.864542	chr4	2709137	2709261
SRR10612066.864544	chr9	131232831	131232953
SRR10612066.864754	chr3	196118684	196129890
SRR10612066.865364	chr10	35643545	35643821
SRR10612066.865461	chr16	20935400	20935562
SRR10612066.865527	chr11	72339994	72340492
SRR10612066.865535	chr3	89809408	89809632
SRR10612066.865915	chr6	80855379	80855715
SRR10612066.866082	chr1	47758107	47758396
SRR10612066.866083	chr11	65270846	65271013
SRR10612066.866095	chr8	31197394	31197838
SRR10612066.866118	chr12	109652364	109652491
SRR10612066.866296	chr15	71267031	71267204
SRR10612066.866358	chr1	21296017	21299536
SRR10612066.866554	chr6	47471016	47501491
SRR10612066.866744	chr1	228344135	228344218
SRR10612066.866915	chr2	6976106	6976297
SRR10612066.867336	chr10	73847897	73848008
SRR10612066.867562	chr16	29845052	29845388
