readnames	chr	start	end	count
SRR10612066.2453064	chr7	133693821	133694012	1
SRR10612066.2453098	chr6	8111986	8112439	1
SRR10612066.2453116	chr15	44046022	44055400	1
SRR10612066.2453193	chr17	45623332	45696438	1
SRR10612066.2453381_SRR10612066.5166835	chr19	50270315	50285344	2
SRR10612066.2453583_SRR10612066.2704751_SRR10612066.5803275	chr16	29451709	29553647	3
SRR10612066.2453820	chr5	130426573	130460828	1
SRR10612066.2454044	chr15	64873791	64874025	1
SRR10612066.2454291	chr17	43968220	43968420	1
SRR10612066.2454370	chr11	66396738	66396891	1
SRR10612066.2454463	chr22	45782831	45782927	1
SRR10612066.2454467	chr4	123813523	123813865	1
SRR10612066.2454708	chr9	130588099	130592101	1
SRR10612066.2454740	chr5	90149151	90149971	1
SRR10612066.2454923	chr2	122216460	122216551	1
SRR10612066.2454989_SRR10612066.3599502_SRR10612066.3614685_SRR10612066.5914708	chr2	203817264	203826149	4
SRR10612066.2455153	chr19	55505635	55508856	1
SRR10612066.2455208	chr8	59962019	59962389	1
SRR10612066.2455215	chr9	43075073	43075398	1
SRR10612066.2455380	chr2	169670557	169670931	1
SRR10612066.2455559	chr4	108945125	108945314	1
SRR10612066.2455587_SRR10612066.5392715	chr20	2967411	2969125	2
SRR10612066.2455607	chr10	975928	976027	1
SRR10612066.2456048	chr2	59669191	59686136	1
SRR10612066.2456145	chr16	23684772	23727078	1
SRR10612066.2456291	chr9	29205499	29205723	1
SRR10612066.2456359	chr12	57084852	57085301	1
SRR10612066.2456409	chr7	128281395	128281617	1
SRR10612066.2456606	chr2	61566572	61571045	1
SRR10612066.2456620	chr10	117819201	117819876	1
SRR10612066.2456653	chr8	48845577	48846574	1
SRR10612066.2456758_SRR10612066.6691591	chr11	45727654	45727846	2
SRR10612066.2457040	chr11	16339990	16497936	1
SRR10612066.2457162	chr11	70479052	70479305	1
SRR10612066.2457275	chr16	74144190	74144523	1
SRR10612066.2457358	chr6	57958073	57958201	1
SRR10612066.2457636_SRR10612066.5088666_SRR10612066.5315788_SRR10612066.7137371	chr17	30179639	30179768	4
SRR10612066.2458088	chr14	95056568	95057191	1
SRR10612066.2458121	chr7	30324612	30324722	1
SRR10612066.2458295	chr17	9820615	9828894	1
SRR10612066.2458316	chr17	58346836	58365930	1
SRR10612066.2458324	chr16	89712029	89712192	1
SRR10612066.2458497	chr15	83407474	83407667	1
SRR10612066.2458592	chr7	4953205	4953389	1
SRR10612066.2458735	chr4	87711584	87711831	1
SRR10612066.2458764	chr1	16921090	16921509	1
SRR10612066.2459032	chr17	60316431	60320483	1
SRR10612066.2459336	chr10	3637068	3637413	1
SRR10612066.2459407	chr14	50053470	50329528	1
SRR10612066.2459409	chr7	27856043	27856243	1
SRR10612066.2459582	chr2	85536295	85536416	1
SRR10612066.2459592	chr17	46295995	46296159	1
SRR10612066.2459718	chr8	43093857	43094653	1
SRR10612066.2459741	chr9	127818187	127818518	1
SRR10612066.2459924	chr3	195622035	195623058	1
SRR10612066.2459938	chr15	76553569	76553681	1
SRR10612066.2460022	chr21	45161464	45170397	1
SRR10612066.2460099	chr4	169901726	169901920	1
SRR10612066.2460236	chr1	185190979	185200842	1
SRR10612066.2460435	chr22	50848748	50848971	1
SRR10612066.2460612	chr13	100623789	100624014	1
SRR10612066.2460639	chr12	8035662	8035866	1
SRR10612066.2460883_SRR10612066.6032336	chr1	155408119	155429691	2
SRR10612066.2460906	chr7	54291153	54386825	1
SRR10612066.2460965	chr2	27674058	27674254	1
SRR10612066.2460985	chr5	50188724	50188820	1
SRR10612066.2461189	chr7	127672057	127672182	1
SRR10612066.2461257	chr7	63171744	63171934	1
SRR10612066.2461259_SRR10612066.4049	chr10	71483787	71483871	2
SRR10612066.2461502	chr12	5614945	5615218	1
SRR10612066.2461515	chr3	13267728	13267909	1
SRR10612066.2461516	chr2	556029	556176	1
SRR10612066.2461527	chr15	44298505	44298720	1
SRR10612066.2461548	chr22	18878454	18880591	1
SRR10612066.2461571	chr19	37837528	37837700	1
SRR10612066.2461577	chr12	50068443	50068609	1
SRR10612066.2461749	chr22	50289700	50289844	1
SRR10612066.2461775	chr7	142778678	142783671	1
SRR10612066.2461829	chr1	178147816	178147916	1
SRR10612066.2461999	chr18	31610132	31610315	1
SRR10612066.2462034	chr10	28223938	28233890	1
SRR10612066.2462076	chr20	35857073	35860721	1
SRR10612066.2462168	chr8	27996707	27996899	1
SRR10612066.2462246	chr5	68715196	68716360	1
SRR10612066.2462333	chr2	242276859	242277124	1
SRR10612066.2462463	chr15	33066247	33066421	1
SRR10612066.2462598	chr7	135613652	135613945	1
SRR10612066.2462643	chrY	16635316	16635465	1
SRR10612066.2462738	chr3	47125888	47126364	1
SRR10612066.2462836	chr8	37749394	37749714	1
SRR10612066.2462963	chr6	149945047	149945300	1
SRR10612066.2463141	chr12	56408205	56408315	1
SRR10612066.2463172	chr7	104999966	105000088	1
SRR10612066.2463255	chr8	144468911	144469135	1
SRR10612066.2463567	chr1	47859177	47859288	1
SRR10612066.2463671	chr8	58116791	58128070	1
SRR10612066.2463742	chr2	228356261	228388646	1
SRR10612066.2463938	chr1	39528266	39528550	1
SRR10612066.2464058	chr13	19412689	19412833	1
SRR10612066.2464287	chr6	32048342	32050697	1
SRR10612066.2464328	chr16	1682212	1691188	1
SRR10612066.2464560	chr15	53851163	53852468	1
SRR10612066.2464680_SRR10612066.3792124	chr14	50238192	50238330	2
SRR10612066.2464804_SRR10612066.2505370	chr1	170174395	170174567	2
SRR10612066.2464853	chr8	90992265	90992508	1
SRR10612066.2465160	chr19	9521393	9521566	1
SRR10612066.2465181	chr2	198267475	198268347	1
SRR10612066.2465310	chr11	87333582	87368236	1
SRR10612066.2465445	chr14	52755674	52755808	1
SRR10612066.2465471	chr1	210211051	210211179	1
SRR10612066.2465673	chr19	42409661	42409789	1
SRR10612066.2465704	chr9	116343540	116343948	1
SRR10612066.2465842	chr9	130652915	130653080	1
SRR10612066.2465849	chr3	166657833	166669109	1
SRR10612066.2465868	chr3	185508750	185508882	1
SRR10612066.2465957	chr6	157801490	157801633	1
SRR10612066.2466122	chr22	37888499	37888712	1
SRR10612066.2466340	chr17	39914082	39914650	1
SRR10612066.2466546	chr6	158923332	158923819	1
SRR10612066.2466549	chr3	180302235	180302352	1
SRR10612066.2466566	chr8	138013540	138013817	1
SRR10612066.2466652	chr7	29726893	29736664	1
SRR10612066.2466666	chrX	132220246	132220541	1
SRR10612066.2466699	chr8	131351765	131351963	1
SRR10612066.2466716	chr11	27127367	27242877	1
SRR10612066.2466761	chr8	1214296	1214538	1
SRR10612066.2466772	chr8	39180120	39181814	1
SRR10612066.2466776	chr5	43461389	43461483	1
SRR10612066.2466889	chr3	122823228	122823610	1
SRR10612066.2466942	chr16	70817167	70817287	1
SRR10612066.2466986	chr15	83314188	83314513	1
SRR10612066.2467032	chr3	125032408	125032502	1
SRR10612066.2467056	chr21	33016973	33017130	1
SRR10612066.2467099	chr5	93691372	93691599	1
SRR10612066.2467144	chr15	50876643	50876860	1
SRR10612066.2467159	chr2	110288413	110288849	1
SRR10612066.2467173	chr14	81670189	81670383	1
SRR10612066.2467300	chr8	59529834	59690483	1
SRR10612066.2467311	chr21	11026803	11038845	1
SRR10612066.2467341	chr22	46504297	46504512	1
SRR10612066.2467506	chrX	80258105	80258207	1
SRR10612066.2467603	chr6	163970549	163970788	1
SRR10612066.2467680	chr4	57316580	57316863	1
SRR10612066.2467743	chr20	37201820	37202048	1
SRR10612066.2467823	chr1	89570279	89570499	1
SRR10612066.2467969	chr5	68485540	68490504	1
SRR10612066.2468076	chrX	113430589	113430800	1
SRR10612066.2468151	chr16	69768183	69768587	1
SRR10612066.2468240	chr1	182357735	182359853	1
SRR10612066.2468568	chr4	2952746	2952988	1
SRR10612066.2468605	chr6	4765038	4765253	1
SRR10612066.2468666	chr6	111732683	111793345	1
SRR10612066.2468743	chr7	130757324	130757519	1
SRR10612066.2468781	chr1	47075029	47075232	1
SRR10612066.2468894	chr13	42440532	42440711	1
SRR10612066.2468927	chr1	160062432	160062862	1
SRR10612066.2468929	chr3	189675682	189688677	1
SRR10612066.2469022	chr6	108318682	108318919	1
SRR10612066.2469122_SRR10612066.6327660	chr7	56562728	56562913	2
SRR10612066.2469327	chr22	42915696	42978040	1
SRR10612066.2469386	chr3	56696413	56700306	1
SRR10612066.2469455	chr19	38427869	38428203	1
SRR10612066.2469699	chr22	31618998	31619509	1
SRR10612066.2469715	chr13	111943167	111943375	1
SRR10612066.2469830	chr7	30841474	30841621	1
SRR10612066.2470408	chr22	50905839	50906102	1
SRR10612066.2470441	chr15	79186190	79186572	1
SRR10612066.2470443_SRR10612066.2477886	chr1	164551900	164552056	2
SRR10612066.2470447	chr15	72380504	72380674	1
SRR10612066.2470457	chr17	19274059	19274207	1
SRR10612066.2470512	chr11	63452989	63453229	1
SRR10612066.2470580	chr19	1483010	1483229	1
SRR10612066.2470646	chr14	105886245	105911776	1
SRR10612066.2470670	chr17	18137739	18137944	1
SRR10612066.2470755_SRR10612066.5278518	chr14	103865286	103871604	2
SRR10612066.2470773_SRR10612066.4594217	chr5	175717572	175717812	2
SRR10612066.2470838	chr7	149860492	149860657	1
SRR10612066.2470874	chr13	64414533	64418087	1
SRR10612066.2470972	chr13	19831284	19831472	1
SRR10612066.2471017_SRR10612066.3104165_SRR10612066.650561	chr7	5230043	5239248	3
SRR10612066.2471029	chr9	66342616	66342811	1
SRR10612066.2471067_SRR10612066.5104215	chr2	202436700	202439000	2
SRR10612066.2471070	chr2	43776476	43779410	1
SRR10612066.2471092	chr19	42352520	42353324	1
SRR10612066.2471167	chr2	240951034	240954221	1
SRR10612066.2471172	chr5	78766574	78766765	1
SRR10612066.2471406	chr3	57622875	57623021	1
SRR10612066.2471452	chr2	214161317	214161575	1
SRR10612066.2471463	chr19	11244437	11244571	1
SRR10612066.2471527	chr15	24356613	24753223	1
SRR10612066.2471615	chr16	67841051	67848287	1
SRR10612066.2471674	chr9	70931678	70936144	1
SRR10612066.2471898	chr3	15577441	15577804	1
SRR10612066.2471962	chr10	38957783	38960578	1
SRR10612066.2471965	chr10	103869359	103869748	1
SRR10612066.2472279	chrX	130409213	130409562	1
SRR10612066.2472306_SRR10612066.2703997	chr8	1731065	1731183	2
SRR10612066.2472488_SRR10612066.3565284	chr6	26056176	26056341	2
SRR10612066.2472551	chr12	121563392	121564452	1
SRR10612066.2472610	chr5	15652659	15652953	1
SRR10612066.2472712	chr3	49765776	49765926	1
SRR10612066.2472778	chr14	74527327	74531593	1
SRR10612066.2472822	chr9	91084568	91084848	1
SRR10612066.2472843	chr16	2303703	2303877	1
SRR10612066.2473035	chr6	148808824	148835593	1
SRR10612066.2473196	chr1	36926300	36929850	1
SRR10612066.2473220	chr6	74123733	74124411	1
SRR10612066.2473259	chr10	37579618	37579728	1
SRR10612066.2473273	chr22	43405260	43405587	1
SRR10612066.2473343	chr5	134887146	134887229	1
SRR10612066.2473549	chr6	154622229	154622378	1
SRR10612066.2473594	chr20	58467696	58470599	1
SRR10612066.2473632	chr6	163132773	163133292	1
SRR10612066.2473674	chr13	20269210	20269397	1
SRR10612066.2473749	chr17	28279146	28279798	1
SRR10612066.2473827	chr1	226552772	226553679	1
SRR10612066.2473834	chr1	1562569	1562775	1
SRR10612066.2473840_SRR10612066.2477912_SRR10612066.2612550_SRR10612066.2638214_SRR10612066.4253386	chr22	27107695	27107812	5
SRR10612066.2473947	chr7	72469612	72470054	1
SRR10612066.2474008_SRR10612066.2699740	chr11	72433122	72433367	2
SRR10612066.2474082	chr19	13322241	13322410	1
SRR10612066.2474123	chr1	179403499	179403666	1
SRR10612066.2474128	chr3	197946928	197948080	1
SRR10612066.2474146	chr1	202869259	202869419	1
SRR10612066.2474162	chr1	8035931	8036543	1
SRR10612066.2474163	chr21	36607050	36607249	1
SRR10612066.2474235	chr7	134572410	134572736	1
SRR10612066.2474304	chr5	175617147	175617245	1
SRR10612066.2474834	chr6	162301296	162301559	1
SRR10612066.2475093	chr15	89647480	89698641	1
SRR10612066.2475097_SRR10612066.3446514	chr6	35836829	35837397	2
SRR10612066.2475186	chr6	162831031	162831163	1
SRR10612066.2475329	chrX	86868976	86873084	1
SRR10612066.2475434	chr4	42055033	42055268	1
SRR10612066.2475602	chr21	45167746	45168030	1
SRR10612066.2475652	chr2	242196134	242202257	1
SRR10612066.2475708	chr13	49569102	49569200	1
SRR10612066.2475735	chr2	217039181	217039266	1
SRR10612066.2475739	chr19	50000797	50001254	1
SRR10612066.2475796	chr14	102812560	102812705	1
SRR10612066.2475856	chr22	23959782	23964363	1
SRR10612066.2475885	chr15	44455405	44455531	1
SRR10612066.2475905	chr15	64880810	64881048	1
SRR10612066.2476037	chr7	75114156	75155986	1
SRR10612066.2476110	chr14	75571749	75571915	1
SRR10612066.2476164	chr15	32811042	32811541	1
SRR10612066.2476286	chr1	31536128	31536324	1
SRR10612066.2476302	chr2	123055940	123056199	1
SRR10612066.2476320	chr1	26610874	26611065	1
SRR10612066.2476373	chr2	27605351	27605462	1
SRR10612066.2476450	chr7	122130135	122170252	1
SRR10612066.2476513_SRR10612066.2465321	chr11	103325912	103327084	2
SRR10612066.2476543	chr3	62280418	62285633	1
SRR10612066.2476612	chr17	62524669	62525082	1
SRR10612066.2476654	chr4	170520149	170520326	1
SRR10612066.2476903	chr10	127614998	127615212	1
SRR10612066.2477019_SRR10612066.4435104	chr1	151039616	151039797	2
SRR10612066.2477056	chr17	30817804	30818026	1
SRR10612066.2477063	chr4	10076888	10077020	1
SRR10612066.2477069	chr20	48710570	48710789	1
SRR10612066.2477087_SRR10612066.2721862	chr17	26599095	26602793	2
SRR10612066.2477142	chr2	7593030	7593200	1
SRR10612066.2477213	chr6	53133222	53133717	1
SRR10612066.2477450	chr11	68318463	68318661	1
SRR10612066.2477474	chr11	35829025	35829240	1
SRR10612066.2477509	chr15	25107074	25107283	1
SRR10612066.2477758	chr8	8328979	8329128	1
SRR10612066.2477782	chr5	64839581	64839988	1
SRR10612066.2477867	chr9	92092378	92092517	1
SRR10612066.2477870	chr7	30541376	30541754	1
SRR10612066.2477898	chr1	119686625	119686747	1
SRR10612066.2477977	chr19	199363	199665	1
SRR10612066.2478375	chr11	44881103	44881466	1
SRR10612066.2478382	chr1	93299879	93300305	1
SRR10612066.2478445	chr1	120537000	120537114	1
SRR10612066.2478471	chr10	70405723	70405840	1
SRR10612066.2478517	chr13	77214168	77214356	1
SRR10612066.2478606	chr12	94665410	94665563	1
SRR10612066.2478711	chr15	80858327	80858598	1
SRR10612066.2478732	chr21	36625771	36625913	1
SRR10612066.2478867	chr16	67692844	67693155	1
SRR10612066.2478911	chr17	27259447	27259855	1
SRR10612066.2479219	chr18	45394736	45395673	1
SRR10612066.2479232	chr7	134494243	134494687	1
SRR10612066.2479292	chr17	14860682	14860834	1
SRR10612066.2479362	chr5	6735161	6735424	1
SRR10612066.2479386	chr2	129178125	129178416	1
SRR10612066.2479436	chr20	62280303	62280565	1
SRR10612066.2479506	chr11	62290203	62292638	1
SRR10612066.2479534	chr19	21796801	21796964	1
SRR10612066.2479677	chr3	183441874	183442047	1
SRR10612066.2479727	chr4	144620251	144620382	1
SRR10612066.2479839	chr15	74386962	74387131	1
SRR10612066.2479876	chr14	105350778	105352701	1
SRR10612066.2479902_SRR10612066.5732309	chr5	37125346	37125493	2
SRR10612066.2480049	chrX	107317959	107318271	1
SRR10612066.2480065	chr5	171710823	171711086	1
SRR10612066.2480078	chr11	117708382	117708580	1
SRR10612066.2480168	chr1	229670134	229670267	1
SRR10612066.2480351	chr2	167904205	167904420	1
SRR10612066.2480352	chr9	82604882	82649314	1
SRR10612066.2480486	chr19	871968	873583	1
SRR10612066.2480611_SRR10612066.3032199_SRR10612066.3057328	chrX	2661672	2661854	3
SRR10612066.2480691	chr2	228388639	228388907	1
SRR10612066.2480862	chrX	73460567	73460680	1
SRR10612066.2480896	chr19	21299783	21365722	1
SRR10612066.2480902	chr19	9646955	9679731	1
SRR10612066.2481173	chr15	24356504	24820152	1
SRR10612066.2481284	chr19	41096149	41096263	1
SRR10612066.2481365	chr13	36141410	36141687	1
SRR10612066.2481383	chr18	214179	214439	1
SRR10612066.2481447	chr5	35969257	35969617	1
SRR10612066.2481509	chr1	156948081	156955968	1
SRR10612066.2481566	chr2	61739767	61739911	1
SRR10612066.2481695_SRR10612066.6322553	chr5	20659326	20659463	2
SRR10612066.2481863	chr19	56983088	56983254	1
SRR10612066.2481896	chr4	955382	955496	1
SRR10612066.2482014	chr2	144988320	144988516	1
SRR10612066.2482036	chr2	149849781	149849975	1
SRR10612066.2482082	chr16	56103369	56103501	1
SRR10612066.2482139	chr1	156000860	156000973	1
SRR10612066.2482144	chr22	32745539	32745709	1
SRR10612066.2482286	chr19	40520222	40539701	1
SRR10612066.2482327	chr1	109813811	109814150	1
SRR10612066.2482574	chr14	50163917	50164132	1
SRR10612066.2482608	chr11	6580305	6584261	1
SRR10612066.2482626	chr8	95642586	95642724	1
SRR10612066.2482657	chr5	150028231	150028369	1
SRR10612066.2482740	chr17	79866444	79866788	1
SRR10612066.2482966	chr4	9966064	9971700	1
SRR10612066.2483144	chr12	88544175	88544282	1
SRR10612066.2483605	chr2	201688200	201688351	1
SRR10612066.2483637	chr2	190607475	190607793	1
SRR10612066.2483937	chr11	119235988	119236147	1
SRR10612066.2483967	chr16	15098041	15100316	1
SRR10612066.2483970	chr1	31369689	31369892	1
SRR10612066.2484009	chr1	55565444	55569585	1
SRR10612066.2484057	chrX	26487845	26488242	1
SRR10612066.2484220	chr1	20036687	20037015	1
SRR10612066.2484341	chr5	110072092	110072351	1
SRR10612066.2484562	chr14	86241834	86243662	1
SRR10612066.2484594	chr17	60289288	60289422	1
SRR10612066.2484625	chr3	173322661	173322822	1
SRR10612066.2484630	chr3	23301017	23301170	1
SRR10612066.2484690	chr5	171751990	171752250	1
SRR10612066.2484706_SRR10612066.6374612	chr9	131860824	131862224	2
SRR10612066.2484908	chr4	185602013	185602514	1
SRR10612066.2485025	chr14	71437127	71437318	1
SRR10612066.2485168	chr3	119447540	119447876	1
SRR10612066.2485245	chr9	33467278	33467380	1
SRR10612066.2485343	chr7	74297370	74297602	1
SRR10612066.2485489	chr12	14658962	14659134	1
SRR10612066.2485670_SRR10612066.4634795	chr16	72324359	72324500	2
SRR10612066.2485699	chr9	100203939	100204049	1
SRR10612066.2485734	chr7	28556347	28556549	1
SRR10612066.2485806	chr3	53342288	53342424	1
SRR10612066.2485957	chr12	29544831	29545853	1
SRR10612066.2486031	chr3	69039086	69039452	1
SRR10612066.2486056	chr8	39606075	39606304	1
SRR10612066.2486095	chr6	108672905	108673200	1
SRR10612066.2486157	chr20	3522606	3522727	1
SRR10612066.2486159_SRR10612066.4853932	chr7	56938613	56948610	2
SRR10612066.2486184	chr1	87427315	87427401	1
SRR10612066.2486272	chr19	4385377	4385587	1
SRR10612066.2486378	chr12	6666468	6666628	1
SRR10612066.2486572	chr5	179136874	179143295	1
SRR10612066.2487054	chr11	89852621	89852844	1
SRR10612066.2487073	chr1	143185434	143403466	1
SRR10612066.2487455	chr6	35227642	35227746	1
SRR10612066.2487480	chr2	242352796	242357491	1
SRR10612066.2487563	chr9	100417861	100418183	1
SRR10612066.2488294	chr16	71706206	71712741	1
SRR10612066.2488426	chr3	51431492	51431639	1
SRR10612066.2488430	chr12	26147982	26173243	1
SRR10612066.2488520	chr20	43378989	43379280	1
SRR10612066.2488571	chr2	216217571	216217688	1
SRR10612066.2488605	chr2	236900161	236900493	1
SRR10612066.2488935	chr9	99658826	99659024	1
SRR10612066.2488985	chr1	24277166	24277541	1
SRR10612066.2489123	chr21	34805116	34809424	1
SRR10612066.2489176	chr13	43789908	43790082	1
SRR10612066.2489305	chr19	48815986	48816151	1
SRR10612066.2489319	chr17	15948737	15949696	1
SRR10612066.2489340	chr1	141860	318732	1
SRR10612066.2489391	chr2	219442922	219443115	1
SRR10612066.2489450	chr12	110585401	110585666	1
SRR10612066.2489561	chr1	153835446	153835670	1
SRR10612066.2489742	chr2	236576616	236576751	1
SRR10612066.2489809	chr2	214490086	214490251	1
SRR10612066.2489861	chr5	150480948	150483150	1
SRR10612066.2489903	chr7	140434416	140494268	1
SRR10612066.2490177	chr5	69796558	69817946	1
SRR10612066.2490401	chr6	109977962	109983862	1
SRR10612066.2490500	chr2	52246569	52246761	1
SRR10612066.2490764	chr17	27457853	27458111	1
SRR10612066.2490883	chr2	42499070	42499268	1
SRR10612066.2490937	chr22	24550190	24550342	1
SRR10612066.2490964	chr12	131648077	131648508	1
SRR10612066.2491090	chr1	4041175	4041325	1
SRR10612066.2491401	chr2	98884875	98885051	1
SRR10612066.2491558_SRR10612066.2517267	chr20	1447377	1447836	2
SRR10612066.2491578	chr3	26599401	26599588	1
SRR10612066.2491712	chr3	195670976	195671423	1
SRR10612066.2491732	chr6	167435895	167462168	1
SRR10612066.2491907_SRR10612066.4114694	chr1	33404067	33407985	2
SRR10612066.2492055	chr22	41803798	41803962	1
SRR10612066.2492061	chr2	27351915	27352404	1
SRR10612066.2492062	chr19	39191238	39191727	1
SRR10612066.2492179	chr4	124025134	124025349	1
SRR10612066.2492216_SRR10612066.3079425_SRR10612066.4666036_SRR10612066.6466723_SRR10612066.6159307	chr9	37126620	37126762	5
SRR10612066.2492221	chr21	11186531	11186713	1
SRR10612066.2492249	chr9	140147835	140147994	1
SRR10612066.2492325	chr1	146046710	146412511	1
SRR10612066.2492326	chr22	21521460	21679636	1
SRR10612066.2492328	chr17	5129286	5129386	1
SRR10612066.2492451_SRR10612066.4100592	chr2	161131116	161131260	2
SRR10612066.2492482	chr16	65106617	65106756	1
SRR10612066.2492531	chr3	186038181	186038496	1
SRR10612066.2492578	chr22	32007858	32007960	1
SRR10612066.2492590	chr13	31941843	31942081	1
SRR10612066.2492716	chr15	99768898	99781767	1
SRR10612066.2492824	chr13	34415570	34415757	1
SRR10612066.2492858	chr19	58777855	58778112	1
SRR10612066.2492954	chr18	43439446	43440047	1
SRR10612066.2493011	chr22	28249618	28256188	1
SRR10612066.2493144	chr7	72492271	72520464	1
SRR10612066.2493152	chr20	46277451	46277563	1
SRR10612066.2493249	chr9	123624882	123628095	1
SRR10612066.2493420	chr18	72743551	72743874	1
SRR10612066.2493593	chr2	25043520	25043719	1
SRR10612066.2493649	chr6	121022437	121022620	1
SRR10612066.2493684	chr8	481484	494715	1
SRR10612066.2494002	chr10	74761945	74762135	1
SRR10612066.2494133	chr16	74153336	74153522	1
SRR10612066.2494210	chr19	7696822	7697096	1
SRR10612066.2494311	chr14	55812520	55812852	1
SRR10612066.2494516	chr1	182359650	182359769	1
SRR10612066.2494718_SRR10612066.4404347	chr15	72252408	72260423	2
SRR10612066.2494994	chr11	8629508	8629641	1
SRR10612066.2495077	chr17	48227610	48227762	1
SRR10612066.2495165	chr3	172699937	172700316	1
SRR10612066.2495235	chr3	155004791	155004944	1
SRR10612066.2495243	chr15	86812376	86812473	1
SRR10612066.2495421	chr9	105987592	105987703	1
SRR10612066.2495424	chr2	218647289	218657579	1
SRR10612066.2495479	chr2	85857990	85864559	1
SRR10612066.2495731	chr14	71374104	71374642	1
SRR10612066.2495803	chr2	97945858	98093527	1
SRR10612066.2495817	chr7	40027322	40027543	1
SRR10612066.2495861_SRR10612066.4356348_SRR10612066.434846	chr17	20319147	20319298	3
SRR10612066.2495872	chr4	103648808	103649032	1
SRR10612066.2495933_SRR10612066.2845740_SRR10612066.6514857	chr6	26123940	26124158	3
SRR10612066.2496172	chr8	17842983	17843505	1
SRR10612066.2496340	chr7	102209409	102308572	1
SRR10612066.2496387	chr14	59391362	59391462	1
SRR10612066.2496506	chr2	136052494	136241645	1
SRR10612066.2496507	chr9	24275900	24276075	1
SRR10612066.2496517	chr16	29994858	29996848	1
SRR10612066.2496620	chr1	114508751	114508895	1
SRR10612066.2496632	chr3	17523888	17524130	1
SRR10612066.2496747	chr6	129515418	129515810	1
SRR10612066.2496808	chr6	73677312	73677552	1
SRR10612066.2496810	chr12	67671220	67696393	1
SRR10612066.2496905	chr4	184585301	184585422	1
SRR10612066.2497037	chr6	38256135	38256239	1
SRR10612066.2497127	chr6	9908793	9931087	1
SRR10612066.2497152	chr11	103780317	103780490	1
SRR10612066.2497272	chr22	21473497	21473740	1
SRR10612066.2497382	chr6	24716835	24717075	1
SRR10612066.2497413_SRR10612066.3097996_SRR10612066.3386745_SRR10612066.4280637_SRR10612066.753962_SRR10612066.2385229	chr17	58377098	58377220	6
SRR10612066.2497429	chr17	44603386	44603538	1
SRR10612066.2497483	chr2	173201577	173201728	1
SRR10612066.2497536	chr4	24529337	24529633	1
SRR10612066.2497668_SRR10612066.6313348	chr16	2130352	2131702	2
SRR10612066.2497821	chr8	19939851	19939989	1
SRR10612066.2497830	chr8	100155230	100155393	1
SRR10612066.2497888	chr1	148284360	148287715	1
SRR10612066.2497900	chr10	72317846	72318231	1
SRR10612066.2497920	chr5	69785919	69786841	1
SRR10612066.2497928	chr7	140486332	140486548	1
SRR10612066.2497936	chr19	56175034	56179954	1
SRR10612066.2498018	chr2	85597846	85598014	1
SRR10612066.2498105	chr12	56575357	56575866	1
SRR10612066.2498254	chr7	43547704	43548642	1
SRR10612066.2498421	chr7	27043605	27043754	1
SRR10612066.2498487	chr1	76204732	76204922	1
SRR10612066.2498695	chr6	147527106	147612308	1
SRR10612066.2498844	chr15	40331552	40338187	1
SRR10612066.2498925	chr9	94796950	94797094	1
SRR10612066.2499180_SRR10612066.2574500	chr11	68355018	68355197	2
SRR10612066.2499304	chr15	102293507	102293955	1
SRR10612066.2499389	chr6	7410619	7411685	1
SRR10612066.2499582	chr17	34750480	34801885	1
SRR10612066.2499589	chr1	9974821	9974998	1
SRR10612066.2499645	chr6	43272004	43272202	1
SRR10612066.2499740	chr2	132030878	132035214	1
SRR10612066.2499757	chr15	92508840	92509071	1
SRR10612066.2499815	chr19	2737307	2740047	1
SRR10612066.2499828	chr12	133701409	133701643	1
SRR10612066.2499914	chr14	30330811	30330919	1
SRR10612066.2500138	chr9	98683568	98684680	1
SRR10612066.2500175_SRR10612066.6444947	chr13	100181791	100181939	2
SRR10612066.2500340	chr6	114277201	114277298	1
SRR10612066.2500388	chr3	54958103	54958291	1
SRR10612066.2500418	chr3	129122747	129122924	1
SRR10612066.2500563	chr19	44777801	44777907	1
SRR10612066.2500629	chr4	17910824	17964665	1
SRR10612066.2500793	chr19	36558843	36562573	1
SRR10612066.2500799	chr5	138992015	138992132	1
SRR10612066.2500834	chr14	44900923	44914032	1
SRR10612066.2500886	chr16	32622153	32622355	1
SRR10612066.2501089_SRR10612066.2789685	chr19	49867925	49868906	2
SRR10612066.2501178	chr15	49315548	49316128	1
SRR10612066.2501263	chr4	162946049	162946291	1
SRR10612066.2501278	chr12	48753450	48753692	1
SRR10612066.2501511	chr15	72138955	72139117	1
SRR10612066.2501644	chr11	1950136	1950282	1
SRR10612066.2501653	chr14	32591342	32591559	1
SRR10612066.2501789	chr22	25514069	25514246	1
SRR10612066.2501961	chr16	27760979	27761108	1
SRR10612066.2502025	chr6	1710444	1710681	1
SRR10612066.2502075	chr7	74665604	74665855	1
SRR10612066.2502077	chr3	125289505	125291548	1
SRR10612066.2502080	chr19	37138447	37139562	1
SRR10612066.2502116	chr12	58216665	58216845	1
SRR10612066.2502287	chr15	64791793	64791931	1
SRR10612066.2502398	chr17	74436809	74436967	1
SRR10612066.2502776	chr19	46327245	46327496	1
SRR10612066.2502841	chr11	14673551	14673878	1
SRR10612066.2502953	chr15	67897698	67897798	1
SRR10612066.2502968	chr15	23439130	23604025	1
SRR10612066.2503048	chr10	13169758	13169891	1
SRR10612066.2503075	chr19	50902150	50902311	1
