readname	chr	start	end
SRR10612065.2809952	chr8	136561038	136561144
SRR10612065.2809966	chr12	31604918	31605049
SRR10612065.2810034	chr15	25328804	25335361
SRR10612065.2810053	chr16	7629851	7637303
SRR10612065.2810056	chr4	143538587	143575835
SRR10612065.2810079	chr20	56996126	56996264
SRR10612065.2810161	chr14	91444689	91444781
SRR10612065.2810255	chr2	230356619	230356750
SRR10612065.2810325	chr7	45621488	45621568
SRR10612065.2810427	chr1	100726640	100726916
SRR10612065.2810507	chr3	51242980	51258082
SRR10612065.2810567	chr9	88296183	88307627
SRR10612065.2810644	chr16	51222289	51222404
SRR10612065.2810768	chr7	156518144	156556448
SRR10612065.2811314	chr1	161832992	161882151
SRR10612065.2811323	chr1	8601348	8617527
SRR10612065.2811501	chr6	159010703	159010798
SRR10612065.2811748	chr9	87356808	87359961
SRR10612065.2811787	chr19	57967020	57967551
SRR10612065.2811852	chr2	230356618	230359758
SRR10612065.2811892	chr18	46906035	46906131
SRR10612065.2812052	chr18	9317633	9317784
SRR10612065.2812259	chr2	61118873	61121680
SRR10612065.2812308	chr12	79608728	79608917
SRR10612065.2812500	chr10	69651162	69672789
SRR10612065.2812543	chr9	370228	372288
SRR10612065.2812694	chr2	230356649	230356747
SRR10612065.2812764	chr12	51189715	51203254
SRR10612065.2813041	chr2	230356616	230359757
SRR10612065.2813067	chr1	12065783	12066892
SRR10612065.2813096	chr4	128884926	128968461
SRR10612065.2813285	chr3	65428467	65438983
SRR10612065.2813342	chr11	85707923	85712114
SRR10612065.2813529	chr17	34751236	34802391
SRR10612065.2813659	chr2	131723696	131723830
SRR10612065.2813766	chr12	56495194	56495365
SRR10612065.2813791	chr12	9557402	9558868
SRR10612065.2813879	chr16	67778191	67805990
SRR10612065.2813905	chr17	17045375	17045609
SRR10612065.2813990	chr2	230356618	230359757
SRR10612065.2814012	chr1	52266229	52269550
SRR10612065.2814041	chr2	230356616	230359758
SRR10612065.2814163	chr2	20647513	20647658
SRR10612065.2814217	chr2	49456772	49456952
SRR10612065.2814254	chr17	57075987	57076487
SRR10612065.2814430	chr2	230356616	230359758
SRR10612065.2814598	chr2	122514816	122519101
SRR10612065.2814805	chr7	22348069	22349700
SRR10612065.2814868	chr5	38527257	38530662
SRR10612065.2815082	chr15	20833378	20833764
SRR10612065.2815306	chr5	145144494	145176105
SRR10612065.2815741	chr15	76146727	76165910
SRR10612065.2815884	chr4	52729601	52744020
SRR10612065.2816014	chr7	128323017	128323138
SRR10612065.2816130	chr2	230356647	230356746
SRR10612065.2816196	chr2	230356660	230356750
SRR10612065.2816252	chr2	88040349	88040791
SRR10612065.2816390	chr10	123549766	123683828
SRR10612065.2816472	chr8	9758555	9758868
SRR10612065.2816474	chr12	10374927	10375114
SRR10612065.2816615	chr15	41594935	41595343
SRR10612065.2816653	chr17	6357850	6357946
SRR10612065.2816679	chr16	10541201	10541311
SRR10612065.2816730	chr6	47576857	47577004
SRR10612065.2816755	chr18	66564476	66564845
SRR10612065.2817282	chr6	16586009	16754324
SRR10612065.2817292	chr22	46505515	46505777
SRR10612065.2817407	chr5	65282560	65282706
SRR10612065.2817513	chr9	19600148	19619614
SRR10612065.2817670	chr9	20582695	20584798
SRR10612065.2817680	chr19	18668667	18679252
SRR10612065.2817826	chr1	51871712	51873900
SRR10612065.2817874	chr8	142144632	142144807
SRR10612065.2817912	chr16	10541207	10541315
SRR10612065.2817920	chr5	143100931	143101084
SRR10612065.2817932	chr5	137093903	137094237
SRR10612065.2817947	chr3	115528045	115528162
SRR10612065.2817980	chr10	48943214	48943437
SRR10612065.2818053	chr5	141732807	141756418
SRR10612065.2818114	chr11	65268795	65269216
SRR10612065.2818251	chr14	37754534	37754642
SRR10612065.2818252	chr8	10274445	10274543
SRR10612065.2818611	chr2	230356616	230359758
SRR10612065.2818677	chr5	58481018	58511666
SRR10612065.2818730	chr2	230356616	230359759
SRR10612065.2818787	chr7	141036225	141036434
SRR10612065.2818933	chr10	51345759	51364775
SRR10612065.2819041	chr15	89872845	89872985
SRR10612065.2819127	chr7	140476711	140494267
SRR10612065.2819240	chr7	127945919	127946034
SRR10612065.2819347	chr8	104560556	104560707
SRR10612065.2819422	chr7	74925127	74956846
SRR10612065.2819540	chr2	230356616	230359759
SRR10612065.2819689	chr1	155408212	155408687
SRR10612065.2819708	chr17	5283970	5284062
SRR10612065.2820309	chr21	40854041	40854200
SRR10612065.2820496	chr7	100305680	100305806
SRR10612065.2820551	chr2	220150504	220150643
SRR10612065.2820605	chr2	230356616	230359758
SRR10612065.2820717	chr2	162814999	162821684
SRR10612065.2820766	chr17	29483000	29497015
SRR10612065.2820975	chr4	170506622	170509855
SRR10612065.2821033	chr6	107824859	107854814
SRR10612065.2821110	chr17	76227586	76227700
SRR10612065.2821201	chr8	1977507	1977995
SRR10612065.2821380	chr6	118635446	118635626
SRR10612065.2821412	chr6	71442079	71508439
SRR10612065.2821512	chr2	230356616	230359745
SRR10612065.2821575	chr1	176832276	176832440
SRR10612065.2821694	chr2	230356641	230356737
SRR10612065.2821720	chr2	230356668	230356748
SRR10612065.2821954	chr1	28422656	28422807
SRR10612065.2822113	chr3	27436492	27439827
SRR10612065.2822135	chr3	2181733	2182752
SRR10612065.2822297	chr2	230356644	230356750
SRR10612065.2822375	chr20	48527038	48527169
SRR10612065.2822479	chr11	65268605	65269023
SRR10612065.2822689	chr2	230356616	230359757
SRR10612065.2822753	chr6	170626691	170626792
SRR10612065.2822811	chr11	120345266	120348232
SRR10612065.2822835	chr1	204957974	204958273
SRR10612065.2822900	chr17	30677263	30678907
SRR10612065.2822971	chr9	2046794	2046994
SRR10612065.2823213	chr5	52394328	52394453
SRR10612065.2823235	chr1	67356836	67371060
SRR10612065.2823401	chrX	41083994	41084217
SRR10612065.2823452	chr6	25551249	25554325
SRR10612065.2823496	chr12	112757226	112757543
SRR10612065.2823514	chr2	230356616	230359758
SRR10612065.2823540	chr20	21319680	21321431
SRR10612065.2823633	chr2	230356616	230359757
SRR10612065.2823766	chr8	141803454	141874486
SRR10612065.2823795	chr3	128525325	128526431
SRR10612065.2823848	chr13	40298652	40325234
SRR10612065.2823911	chr5	38989227	38989726
SRR10612065.2823950	chr2	230356647	230356747
SRR10612065.2824099	chr20	4880239	4913257
SRR10612065.2824325	chr15	33091004	33180495
SRR10612065.2824377	chr9	132899140	132899231
SRR10612065.2824526	chr17	36361731	36367525
SRR10612065.2824683	chr14	72590863	72590969
SRR10612065.2824703	chr2	177194053	177195359
SRR10612065.2824933	chr10	32740591	32740838
SRR10612065.2824969	chr3	57632064	57644895
SRR10612065.2825173	chr7	146361364	146361483
SRR10612065.2825190	chr7	81805291	81805459
SRR10612065.2825212	chr15	43241636	43241747
SRR10612065.2825294	chr9	71943418	71943625
SRR10612065.2825416	chr12	130527588	130527906
SRR10612065.2825422	chr4	62813905	62845344
SRR10612065.2825783	chr2	90309532	90503243
SRR10612065.2825828	chr5	167915610	167921653
SRR10612065.2825876	chr16	6465834	6466831
SRR10612065.2825879	chr7	74864091	74864314
SRR10612065.2826059	chr18	59768319	59774242
SRR10612065.2826088	chr8	135521857	135602568
SRR10612065.2826186	chr16	56535265	56536369
SRR10612065.2826293	chr2	129025256	129025422
SRR10612065.2826313	chr2	230356616	230359755
SRR10612065.2826344	chr2	230356641	230356750
SRR10612065.2826529	chrX	53267445	53268459
SRR10612065.2826649	chr1	20809296	20809419
SRR10612065.2826686	chr1	219384881	219385016
SRR10612065.2826811	chr4	186570621	186570754
SRR10612065.2826938	chr2	230356616	230356747
SRR10612065.2827027	chr2	230356643	230356744
SRR10612065.2827030	chr12	1399043	1399183
SRR10612065.2827175	chr1	240519128	240555850
SRR10612065.2827300	chr16	19556511	19557794
SRR10612065.2827356	chr2	80808865	80874796
SRR10612065.2827395	chr15	62264946	62265871
SRR10612065.2827419	chr12	119595071	119595249
SRR10612065.2827525	chr2	230356616	230359758
SRR10612065.2827546	chr2	242396280	242402008
SRR10612065.2827550	chr14	56079107	56084787
SRR10612065.2827635	chr1	240519142	240555854
SRR10612065.2827678	chr1	204232725	204232941
SRR10612065.2827681	chr1	154960377	154960484
SRR10612065.2827706	chr19	11728227	11796196
SRR10612065.2827717	chr6	580650	580854
SRR10612065.2827793	chr3	85938602	85938787
SRR10612065.2827868	chr7	27897273	27897465
SRR10612065.2827920	chr20	41794098	41794572
SRR10612065.2828078	chr1	204431397	204431557
SRR10612065.2828140	chr12	42787387	42792706
SRR10612065.2828203	chr3	10488830	10489244
SRR10612065.2828264	chrX	76938954	76939190
SRR10612065.2828400	chr3	51470763	51470899
SRR10612065.2828419	chr1	63009448	63009724
SRR10612065.2828478	chr3	63821000	63823692
SRR10612065.2828483	chr1	110041006	110041195
SRR10612065.2828498	chr3	55922416	56115010
SRR10612065.2828507	chr19	12902407	12902557
SRR10612065.2828524	chr12	109371202	109372440
SRR10612065.2828570	chr6	147322604	147351131
SRR10612065.2828646	chr21	16363521	16386752
SRR10612065.2828746	chr12	77744812	77745385
SRR10612065.2828749	chr12	1399108	1517418
SRR10612065.2828857	chr2	233733755	233734149
SRR10612065.2828874	chr12	78400630	78400850
SRR10612065.2828880	chr2	122516359	122519073
SRR10612065.2829127	chr3	65415194	65416558
SRR10612065.2829149	chr2	230356616	230359758
SRR10612065.2829155	chr9	8704399	8704681
SRR10612065.2829314	chr19	33696818	33696956
SRR10612065.2829481	chr12	130007093	130007285
SRR10612065.2829525	chr9	87356805	87367002
SRR10612065.2829581	chr3	55876611	55876742
SRR10612065.2829606	chr9	19664486	19664625
SRR10612065.2829614	chr9	20865938	20874809
SRR10612065.2829687	chr2	241394451	241394884
SRR10612065.2830101	chr15	44057648	44059109
SRR10612065.2830220	chr10	76619527	76619895
SRR10612065.2830260	chr19	31844652	31844891
SRR10612065.2830319	chr1	117957429	117984887
SRR10612065.2830339	chr17	35615190	35634857
SRR10612065.2830362	chr16	11988811	11991892
SRR10612065.2830541	chr8	38940534	38947667
SRR10612065.2830543	chr1	235403747	235419022
SRR10612065.2830957	chr7	45621488	45621568
SRR10612065.2831034	chr6	43515998	43517673
SRR10612065.2831051	chr4	170055698	170055892
SRR10612065.2831261	chr8	71502427	71502515
SRR10612065.2831264	chr10	79125140	79125460
SRR10612065.2831278	chr2	230356616	230359758
SRR10612065.2831292	chr13	21949409	21949495
SRR10612065.2831298	chr1	154573889	154574051
SRR10612065.2831626	chr1	22984466	22984732
SRR10612065.2831638	chr5	132426883	132428481
SRR10612065.2831646	chr15	59186350	59205861
SRR10612065.2831657	chr8	136594276	136619239
SRR10612065.2831758	chr2	51251509	51251734
SRR10612065.2831772	chr2	208841375	208842312
SRR10612065.2831776	chr3	101549448	101549814
SRR10612065.2831790	chr15	58936085	58957392
SRR10612065.2831848	chr1	70761821	70781241
SRR10612065.2831852	chr10	76602357	76603159
SRR10612065.2832071	chr1	172222716	172222823
SRR10612065.2832178	chr11	65268847	65269040
SRR10612065.2832207	chr4	177282106	177282336
SRR10612065.2832272	chr7	145998985	145999144
SRR10612065.2832283	chr5	79437923	79438049
SRR10612065.2832505	chr8	141584955	141585146
SRR10612065.2832523	chr2	230356641	230356747
SRR10612065.2832533	chr8	96067004	96067493
SRR10612065.2832640	chr11	65268598	65268981
SRR10612065.2832712	chr2	230356624	230356750
SRR10612065.2832769	chr1	243736228	243778430
SRR10612065.2833019	chr4	62801641	62813840
SRR10612065.2833068	chr2	230356642	230356747
SRR10612065.2833123	chr9	7798402	7798568
SRR10612065.2833162	chr6	139106187	139106350
SRR10612065.2833359	chr18	168019	168993
SRR10612065.2833516	chr11	5700020	5700252
SRR10612065.2833806	chr1	51032816	51049346
SRR10612065.2833938	chr12	70593883	70594113
SRR10612065.2833956	chr4	158775796	158775939
SRR10612065.2834065	chr7	45621452	45621568
SRR10612065.2834087	chr3	56886540	56886636
SRR10612065.2834131	chr11	77386224	77387990
SRR10612065.2834193	chr7	82764535	82764743
SRR10612065.2834244	chr1	169100688	169100807
SRR10612065.2834304	chr2	230356655	230356749
SRR10612065.2834442	chr13	45955628	45955993
SRR10612065.2834524	chr5	65282561	65282706
SRR10612065.2834578	chr12	57037241	57037337
SRR10612065.2834624	chr14	66028275	66028482
SRR10612065.2834632	chr2	230356646	230356748
SRR10612065.2834727	chrX	48218138	48306797
SRR10612065.2834854	chr2	230356628	230356732
SRR10612065.2834935	chr12	65136921	65141699
SRR10612065.2834963	chr15	62300939	62302762
SRR10612065.2835043	chr6	28240261	28240485
SRR10612065.2835229	chr22	21110900	21172383
SRR10612065.2835240	chr9	114840819	114875141
SRR10612065.2835246	chr4	186667592	186667865
SRR10612065.2835319	chr1	53744979	53745123
SRR10612065.2835513	chr6	72960033	72961073
SRR10612065.2835555	chr12	116434377	116440907
SRR10612065.2835627	chr2	230356624	230356750
SRR10612065.2835662	chr6	90564537	90566896
SRR10612065.2835768	chr15	68583324	68583432
SRR10612065.2835900	chr1	78096486	78096805
SRR10612065.2835909	chr2	190320811	190321598
SRR10612065.2836013	chr16	47531342	47581390
SRR10612065.2836017	chr19	54446173	54446341
SRR10612065.2836160	chr13	29059377	29059505
SRR10612065.2836244	chr17	1834304	1834496
SRR10612065.2836324	chr8	11702057	11702294
SRR10612065.2836393	chr13	108256781	108257328
SRR10612065.2836460	chr2	230723486	230725247
SRR10612065.2837089	chr2	230356641	230356750
SRR10612065.2837207	chr10	76321557	76321674
SRR10612065.2837225	chr6	124721378	124721547
SRR10612065.2837273	chr1	100617941	100638928
SRR10612065.2837294	chr3	17052305	17052522
SRR10612065.2837305	chr9	86281265	86284231
SRR10612065.2837340	chr9	134244222	134245432
SRR10612065.2837834	chr5	131214714	131247572
SRR10612065.2837906	chr2	230356616	230359758
SRR10612065.2838009	chr4	52729607	52744020
SRR10612065.2838098	chr2	230356616	230356748
SRR10612065.2838186	chr4	166924597	166946496
SRR10612065.2838214	chr15	84782377	84795352
SRR10612065.2838250	chr18	47404130	47431064
SRR10612065.2838311	chr2	100680776	100681077
SRR10612065.2838432	chr2	210679987	210680115
SRR10612065.2838542	chr2	230356663	230356750
SRR10612065.2838698	chr3	85532974	85533587
SRR10612065.2838719	chr7	30904382	30904792
SRR10612065.2838776	chr13	45955628	45955984
SRR10612065.2838820	chr8	71556313	71556480
SRR10612065.2838839	chr4	87967368	87968559
SRR10612065.2838857	chr4	139981477	139981609
SRR10612065.2838931	chr9	87339194	87359986
SRR10612065.2839141	chr12	120984305	120984412
SRR10612065.2839156	chr6	163972490	163972806
SRR10612065.2839345	chr2	230356642	230356747
SRR10612065.2839442	chr7	140494152	140501351
SRR10612065.2839456	chr3	28642401	28642577
SRR10612065.2839553	chr5	137150022	137159151
SRR10612065.2839586	chr1	32381497	32385259
SRR10612065.2839623	chr1	66626875	66626998
SRR10612065.2839687	chr6	56715627	56716060
SRR10612065.2839915	chr6	135611607	135622408
SRR10612065.2840071	chr2	64160807	64171789
SRR10612065.2840080	chr1	84369762	84403699
SRR10612065.2840095	chr4	146770570	146770716
SRR10612065.2840403	chr22	18383708	18389277
SRR10612065.2840538	chr22	22160139	22162138
SRR10612065.2840606	chr7	78814502	78815341
SRR10612065.2840654	chr22	27065193	27065420
SRR10612065.2840672	chr2	230356643	230356731
SRR10612065.2840693	chr2	65228581	65237897
SRR10612065.2840800	chr2	201721405	201721488
SRR10612065.2840990	chr15	33192257	33194184
SRR10612065.2841154	chr2	230356642	230356735
SRR10612065.2841165	chr8	87450821	87454927
SRR10612065.2841249	chr7	45621418	45621568
SRR10612065.2841363	chr11	10859490	10859820
SRR10612065.2841783	chr2	230356617	230359758
SRR10612065.2842067	chr1	205044017	205044367
SRR10612065.2842389	chr2	42946127	42950175
SRR10612065.2842416	chr10	48372617	48373047
SRR10612065.2842443	chr7	26823014	26823305
SRR10612065.2842544	chr1	14570432	14570534
SRR10612065.2842551	chr21	33222137	33222544
SRR10612065.2842581	chr2	46938323	46938468
SRR10612065.2842755	chr3	55768889	55922505
SRR10612065.2842756	chr12	95027192	95027448
SRR10612065.2842936	chr3	56694763	56697600
SRR10612065.2842965	chr7	45621383	45621568
SRR10612065.2843012	chr2	211018629	211018872
SRR10612065.2843125	chr2	230356620	230356723
SRR10612065.2843349	chr2	230356616	230359758
SRR10612065.2843528	chr2	230356616	230359758
SRR10612065.2843617	chr2	230356616	230359758
SRR10612065.2843628	chr8	65046005	65063721
SRR10612065.2843791	chr13	30815126	30857844
SRR10612065.2843856	chr12	13693605	13694223
SRR10612065.2844081	chr1	5701433	5701542
SRR10612065.2844090	chr5	65282529	65282706
SRR10612065.2844098	chr5	118287731	118288502
SRR10612065.2844139	chr12	56527198	56528224
SRR10612065.2844276	chr4	43826005	43826233
SRR10612065.2844316	chr18	74698004	74698630
SRR10612065.2844351	chr5	6620236	6622158
SRR10612065.2844524	chr7	141360854	141361138
SRR10612065.2844537	chr4	152065060	152065161
SRR10612065.2844568	chr9	36052260	36057010
SRR10612065.2844610	chr16	19627436	19659206
SRR10612065.2844617	chr2	230356654	230356746
SRR10612065.2844623	chr20	62364002	62364229
SRR10612065.2844700	chr2	230356641	230356747
SRR10612065.2845103	chr17	21432283	21438804
SRR10612065.2845104	chr17	11958206	12044567
SRR10612065.2845113	chr12	94613790	94618086
SRR10612065.2845121	chr2	15542292	15555827
SRR10612065.2845263	chr6	70070911	70071222
SRR10612065.2845371	chr10	96253140	96259997
SRR10612065.2845373	chr1	151402159	151403224
SRR10612065.2845378	chr7	94776117	94776545
SRR10612065.2845379	chr16	4562792	4564666
SRR10612065.2845597	chr1	211093371	211192229
SRR10612065.2845739	chr12	57036583	57038643
SRR10612065.2845779	chr13	45955628	45955931
SRR10612065.2845892	chr13	88327820	88328064
SRR10612065.2845905	chr11	16068066	16077439
SRR10612065.2845969	chr6	73335225	73335496
SRR10612065.2846107	chr1	27057688	27057941
SRR10612065.2846193	chr9	122113477	122113566
SRR10612065.2846247	chr9	4622486	4625451
SRR10612065.2846289	chr2	223758118	223758244
SRR10612065.2846342	chr15	92499326	92499577
SRR10612065.2846349	chr3	84120034	84120182
SRR10612065.2846387	chr13	45955628	45955931
SRR10612065.2846403	chr9	88574707	88611493
SRR10612065.2846447	chr2	230356616	230359758
SRR10612065.2846677	chr4	102202970	102203108
SRR10612065.2846757	chr1	33413875	33413967
SRR10612065.2846858	chr2	230356618	230359758
SRR10612065.2846865	chr8	141889722	141900834
SRR10612065.2846917	chr19	20816964	20817106
SRR10612065.2847192	chr16	15248406	15248666
SRR10612065.2847428	chr1	63317282	63317581
SRR10612065.2847455	chr2	171884859	171902739
SRR10612065.2847764	chr11	65272171	65272277
SRR10612065.2847801	chr6	52366352	52366462
SRR10612065.2847814	chr13	45955628	45955990
SRR10612065.2847918	chr4	98723208	98723390
SRR10612065.2847921	chr11	122928999	122929526
SRR10612065.2848051	chr2	106732786	106733510
SRR10612065.2848150	chr12	27795543	27795734
SRR10612065.2848289	chr5	170107576	170107700
SRR10612065.2848460	chr2	72945232	72960240
SRR10612065.2848507	chr12	112703682	112703789
SRR10612065.2848541	chr11	77825337	77830295
SRR10612065.2848579	chr4	21859893	21860299
SRR10612065.2848946	chr2	230356616	230359758
SRR10612065.2849096	chr6	163928858	163929068
SRR10612065.2849168	chr4	94606599	94606805
SRR10612065.2849230	chr10	81715668	81715921
SRR10612065.2849427	chr3	89457228	89468447
SRR10612065.2849447	chr2	230356616	230359758
SRR10612065.2849461	chr2	230356616	230359758
SRR10612065.2849511	chr13	45955628	45955934
SRR10612065.2849549	chr2	230356646	230356738
SRR10612065.2849755	chr16	14311017	14312715
SRR10612065.2849800	chr19	21524048	21598233
SRR10612065.2849826	chr12	51497453	51497988
SRR10612065.2849834	chr10	135117138	135117437
SRR10612065.2849950	chr21	30693634	30698512
SRR10612065.2850009	chr10	39069183	39069342
SRR10612065.2850257	chr1	150547542	150547769
SRR10612065.2850312	chr19	57967083	57967551
SRR10612065.2850416	chr2	230356616	230359748
SRR10612065.2850426	chr3	33653521	33668533
SRR10612065.2850471	chr1	57167434	57167759
SRR10612065.2850507	chr3	183398311	183398439
SRR10612065.2850611	chr1	95609449	95616979
SRR10612065.2850666	chr7	82700968	82701567
SRR10612065.2850755	chr2	230696491	230696693
SRR10612065.2850761	chr1	10173607	10173699
SRR10612065.2850990	chr12	9557539	9558860
SRR10612065.2851066	chr11	85722106	85723390
SRR10612065.2851073	chrY	21001068	21001197
SRR10612065.2851198	chr14	63840744	63840890
SRR10612065.2851433	chr2	230356646	230356746
SRR10612065.2851440	chrX	74965564	74965858
SRR10612065.2851471	chr3	169835168	169840524
SRR10612065.2851534	chr5	162870805	162871388
SRR10612065.2851616	chr7	45621488	45621568
SRR10612065.2851652	chr2	230356616	230359758
SRR10612065.2851732	chr1	21231376	21268054
SRR10612065.2851740	chr12	56666254	56666371
SRR10612065.2851917	chr10	118432081	118432274
SRR10612065.2851941	chr15	41191413	41191556
SRR10612065.2851957	chr1	8601331	8616631
SRR10612065.2852076	chr5	139825325	139825523
SRR10612065.2852097	chr10	6816358	6816471
SRR10612065.2852108	chr14	75376755	75377994
SRR10612065.2852151	chr2	230356618	230359748
SRR10612065.2852175	chr17	44323982	44398937
SRR10612065.2852387	chr21	17993435	17994063
SRR10612065.2852629	chr11	33308293	33309005
SRR10612065.2852932	chr5	113740148	113740379
SRR10612065.2853061	chr15	57139561	57139683
SRR10612065.2853068	chr2	230356616	230359758
SRR10612065.2853220	chr7	111465929	111466090
SRR10612065.2853223	chr12	20234096	20263645
SRR10612065.2853318	chr15	92585810	92586117
SRR10612065.2853466	chr20	17464236	17464362
SRR10612065.2853492	chr14	86053724	86053827
SRR10612065.2853530	chr14	66028054	66028484
SRR10612065.2853583	chr2	211018598	211018735
SRR10612065.2853586	chr17	35800606	35825650
SRR10612065.2853617	chr22	30227532	30227938
SRR10612065.2853633	chr2	42981929	42982118
SRR10612065.2853716	chr3	49323694	49331934
SRR10612065.2853794	chr11	65268814	65269163
SRR10612065.2854058	chr7	86998692	87006758
SRR10612065.2854153	chr3	67546222	67548721
SRR10612065.2854157	chr15	51696975	51697311
SRR10612065.2854279	chr7	91830654	91842611
SRR10612065.2854587	chr3	15265520	15265694
SRR10612065.2854614	chr9	131017099	131017192
SRR10612065.2854625	chr11	65416433	65416619
SRR10612065.2854678	chr5	91954069	91954438
SRR10612065.2854767	chr17	29552156	29554588
SRR10612065.2854896	chr2	230356616	230359748
SRR10612065.2855012	chr17	57119174	57141768
SRR10612065.2855122	chr19	4218890	4219066
SRR10612065.2855197	chr19	54964771	54965700
SRR10612065.2855328	chr7	35925436	35989640
SRR10612065.2855345	chr1	121322497	121333016
SRR10612065.2855394	chr2	50724530	50724790
SRR10612065.2855619	chr13	45955628	45955990
SRR10612065.2855780	chr17	7529816	7531139
SRR10612065.2855839	chr10	94653105	94679806
SRR10612065.2855948	chr14	71004516	71004719
SRR10612065.2856000	chr5	134235563	134235709
SRR10612065.2856023	chr19	21785837	21795311
SRR10612065.2856026	chr18	6462166	6462320
SRR10612065.2856285	chr3	54747505	54748068
SRR10612065.2856370	chr11	22247538	22257817
SRR10612065.2856449	chr4	53492263	53494162
SRR10612065.2856465	chr3	52773452	52773539
SRR10612065.2856502	chr10	70161377	70164599
SRR10612065.2856537	chr2	230356641	230356747
SRR10612065.2856549	chr5	58489324	58511706
SRR10612065.2856733	chr1	21937945	21938244
SRR10612065.2856768	chr13	78317153	78327467
SRR10612065.2856881	chr3	156009734	156009918
SRR10612065.2856968	chr7	146128908	146129308
SRR10612065.2857005	chr3	12422886	12434245
SRR10612065.2857172	chr13	84439005	84439837
SRR10612065.2857218	chr11	65072161	65072940
SRR10612065.2857446	chr12	107219511	107236424
SRR10612065.2857453	chr9	19316484	19316697
SRR10612065.2857456	chr9	122113477	122113566
SRR10612065.2857472	chr8	25192740	25193846
SRR10612065.2857514	chr2	230356616	230359759
SRR10612065.2857561	chr5	96208991	96209250
SRR10612065.2857876	chr2	230356616	230359759
SRR10612065.2857929	chr11	65268715	65269056
SRR10612065.2857969	chr16	21968754	21985293
SRR10612065.2858041	chr7	76713200	76728269
SRR10612065.2858101	chr1	240395748	240395882
SRR10612065.2858349	chr14	50320479	50329514
SRR10612065.2858410	chr3	183423257	183423432
SRR10612065.2858483	chr2	230356621	230356748
SRR10612065.2858533	chr20	34304662	34313077
SRR10612065.2858644	chr9	2047241	2047484
SRR10612065.2858662	chr2	230356620	230356722
SRR10612065.2858673	chr9	132633083	132633208
SRR10612065.2858701	chr6	47563597	47574017
SRR10612065.2858806	chr3	128514201	128526514
SRR10612065.2858835	chr14	20811246	20811515
SRR10612065.2858872	chr6	148789696	148808818
SRR10612065.2858938	chr3	124444903	124445014
SRR10612065.2858941	chr10	726593	727243
SRR10612065.2858959	chr19	57967020	57967551
SRR10612065.2859075	chr14	37754521	37838827
SRR10612065.2859189	chr9	70937236	70937761
SRR10612065.2859243	chr8	113960023	113988270
SRR10612065.2859302	chr4	148778703	148803084
SRR10612065.2859499	chr6	131202446	131202667
SRR10612065.2859821	chr1	173768076	173768371
SRR10612065.2859839	chr6	73047348	73049260
SRR10612065.2859840	chr14	50320485	50329512
SRR10612065.2859844	chr17	20338133	20338279
SRR10612065.2859858	chrX	32328308	32361287
SRR10612065.2859870	chr8	141810558	141900870
SRR10612065.2859934	chr2	211018318	211018497
SRR10612065.2859947	chr17	7369105	7369260
SRR10612065.2860042	chr11	59426725	59426938
SRR10612065.2860319	chr3	37817324	37817592
SRR10612065.2860819	chr14	50320397	50329421
SRR10612065.2860837	chr12	100453277	100478432
SRR10612065.2860970	chr5	173535346	173535462
SRR10612065.2860983	chr10	6275190	6275387
SRR10612065.2861173	chr2	230356616	230359758
SRR10612065.2861768	chr11	8141325	8141546
SRR10612065.2861945	chr2	230356616	230359758
SRR10612065.2861979	chr1	46493461	46496385
SRR10612065.2862066	chr7	45621383	45621578
SRR10612065.2862211	chr11	62349032	62356643
SRR10612065.2862361	chr11	65268707	65268867
SRR10612065.2862458	chr7	75066811	75070784
SRR10612065.2862565	chr1	67356836	67371060
SRR10612065.2862582	chr2	230356654	230356751
SRR10612065.2862756	chr6	111215489	111215809
SRR10612065.2862779	chr1	99418622	99422297
SRR10612065.2862809	chr2	230356618	230359758
SRR10612065.2862945	chr5	175310290	175310394
SRR10612065.2862960	chr3	10049065	10049267
SRR10612065.2863029	chr9	20827326	20827911
SRR10612065.2863192	chr15	52105361	52106104
SRR10612065.2863314	chr2	8373149	8373268
SRR10612065.2863346	chr2	55449535	55449628
SRR10612065.2863402	chr9	13123250	13125316
SRR10612065.2863450	chr2	230356616	230359758
SRR10612065.2863565	chr6	52233270	52233461
SRR10612065.2864192	chr18	32262048	32262299
SRR10612065.2864208	chr2	230356616	230356743
SRR10612065.2864584	chr2	230356616	230359756
SRR10612065.2864633	chr10	90673101	90674315
SRR10612065.2864636	chr10	116889186	116919960
SRR10612065.2864777	chr13	61057909	61068678
SRR10612065.2864786	chr17	42983764	42984005
SRR10612065.2864838	chr14	105692979	105695200
SRR10612065.2864895	chr12	50263420	50263526
SRR10612065.2864904	chr1	219384866	219384992
SRR10612065.2864988	chr9	37126335	37247127
SRR10612065.2865153	chr1	90486459	90492969
SRR10612065.2865195	chr1	204943893	204944545
SRR10612065.2865260	chr19	36796694	36802483
SRR10612065.2865599	chr3	170906523	170912386
SRR10612065.2865691	chr6	56917515	56917692
SRR10612065.2865696	chr12	120214613	120220422
SRR10612065.2865967	chr13	79915262	79918423
SRR10612065.2866033	chr15	84967495	85034797
SRR10612065.2866043	chr4	168063756	168064215
SRR10612065.2866288	chr3	29910395	29938910
SRR10612065.2866372	chr2	230356618	230359757
SRR10612065.2866375	chr5	42711370	42718187
SRR10612065.2866397	chr1	151314436	151314555
SRR10612065.2866405	chr6	139480175	139480354
